AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
7.555,1.596,-57,9.358,1.65,-67,3.772,0.572,-55,4,8
11.816,1.142,-54,10.891,0.131,-68,3.801,0.867,-55,4,8
5.328,1.977,-55,11.301,0.192,-63,3.801,0.67,-52,4,8
6.617,1.495,-59,11.213,0.137,-61,3.977,0.659,-52,4,8
9.371,2.038,-55,11.272,0.222,-63,3.948,0.58,-52,4,8
5.367,1.955,-57,10.53,0.439,-64,3.86,0.761,-52,4,8
9.118,1.054,-55,10.452,0.514,-67,3.948,0.62,-53,4,8
6.852,1.149,-54,10.608,0.538,-63,3.948,0.56,-54,4,8
7.516,0.924,-58,8.987,1.221,-63,3.889,0.293,-52,4,8
7.555,0.873,-59,10.764,0.464,-65,4.006,0.385,-53,4,8
7.281,1.299,-57,10.803,0.225,-67,4.006,0.586,-53,4,8
9.21,1.425,-55,10.803,1.034,-69,4.006,0.616,-51,4,8
7.516,0.953,-58,11.116,0.229,-65,3.86,0.588,-52,4,8
7.555,0.816,-58,10.959,0.961,-68,3.831,0.719,-52,4,8
7.633,1.272,-54,10.881,0.193,-67,3.831,0.716,-52,4,8
7.848,0.784,-58,10.881,0.278,-66,3.83,0.599,-51,4,8
7.477,1.185,-58,10.803,0.829,-66,3.831,0.694,-52,4,8
7.477,1.059,-58,11.096,0.125,-67,3.86,0.662,-52,4,8
7.594,1.071,-57,8.84,0.913,-66,3.772,0.678,-54,4,8
7.633,0.924,-58,10.998,0.251,-62,3.918,0.651,-53,4,8
7.594,1.013,-58,10.959,0.168,-65,3.948,0.637,-53,4,8
7.398,1.107,-57,11.116,0.304,-67,3.977,0.602,-53,4,8
7.438,1.059,-58,11.194,0.452,-68,3.918,0.67,-53,4,8
7.555,0.931,-54,11.038,0.225,-67,3.772,0.681,-53,4,8
7.633,0.831,-58,10.491,0.97,-69,3.889,0.667,-54,4,8
7.516,1.014,-58,11.233,0.221,-66,3.918,0.653,-53,4,8
7.711,0.531,-58,11.155,0.719,-67,3.918,0.676,-53,4,8
8.668,1.621,-53,11.467,0.214,-68,3.831,0.711,-53,4,8
