AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
6.881,0.258,-53,7.844,0.142,-60,3.459,0.306,-56,4,7
5.299,0.545,-52,7.912,0.164,-57,3.264,0.414,-57,4,7
4.801,1.307,-51,8.03,0.157,-55,3.498,0.349,-58,4,7
6.412,0.433,-45,8.03,0.198,-55,3.381,0.427,-59,4,7
6.596,0.224,-52,8.03,0.106,-57,3.303,0.357,-57,4,7
6.676,0.163,-55,7.873,0.209,-59,3.186,0.358,-59,4,7
6.676,0.657,-50,7.991,0.213,-58,3.303,0.258,-59,4,7
5.299,1.789,-54,7.834,0.196,-58,3.147,0.479,-56,4,7
5.269,0.974,-54,7.912,0.202,-59,3.459,0.358,-59,4,7
5.895,0.823,-50,7.834,0.17,-60,3.459,0.225,-58,4,7
5.416,0.856,-56,7.795,0.259,-58,3.342,0.318,-59,4,7
6.578,0.12,-57,7.834,0.207,-58,3.538,0.287,-57,4,7
6.891,0.108,-56,7.873,0.207,-59,3.42,0.285,-56,4,7
6.813,0.123,-55,7.873,0.269,-58,3.538,0.247,-60,4,7
6.031,0.593,-56,7.834,0.229,-58,3.342,0.311,-58,4,7
6.539,0.12,-55,7.756,0.268,-59,3.381,0.343,-59,4,7
6.588,0.105,-55,7.834,0.246,-59,3.303,0.328,-58,4,7
6.939,0.142,-56,7.717,0.241,-59,3.459,0.307,-58,4,7
6.5,0.108,-56,7.756,0.266,-59,3.264,0.373,-58,4,7
6.559,0.196,-55,7.912,0.157,-59,3.537,0.264,-58,4,7
6.588,0.105,-55,7.795,0.25,-58,3.342,0.343,-58,4,7
6.295,0.2,-55,7.795,0.187,-59,3.381,0.373,-59,4,7
6.5,0.129,-55,7.834,0.225,-59,3.42,0.336,-59,4,7
6.774,0.124,-56,7.873,0.152,-58,3.342,0.376,-58,4,7
6.705,0.106,-56,7.991,0.179,-59,3.342,0.353,-58,4,7
6.852,0.217,-56,7.756,0.266,-58,3.342,0.359,-58,4,7
6.646,0.165,-55,7.717,0.294,-58,3.538,0.273,-58,4,7
6.578,0.145,-56,7.873,0.302,-59,3.225,0.403,-58,4,7
6.646,0.121,-55,7.834,0.228,-59,3.42,0.321,-58,4,7
6.852,0.142,-55,7.873,0.247,-59,3.42,0.328,-58,4,7
6.656,0.117,-56,7.873,0.187,-59,3.42,0.323,-58,4,7
6.695,0.052,-56,7.834,0.246,-59,3.381,0.318,-59,4,7
6.617,0.055,-56,7.873,0.245,-58,3.381,0.394,-58,4,7
6.948,0.112,-55,7.873,0.23,-58,3.459,0.256,-59,4,7
6.422,0.167,-55,7.795,0.245,-58,3.381,0.306,-59,4,7
6.735,0.132,-56,7.912,0.211,-59,3.303,0.405,-58,4,7
6.774,0.108,-51,7.834,0.228,-59,3.459,0.287,-58,4,7
4.742,0.863,-56,7.873,0.253,-59,3.381,0.345,-58,4,7
6.695,0.145,-55,7.873,0.225,-59,3.381,0.313,-58,4,7
6.646,0.06,-56,7.834,0.309,-59,3.303,0.285,-58,4,7
6.588,0.064,-55,7.795,0.293,-59,3.459,0.324,-58,4,7
6.695,0.076,-56,7.873,0.213,-59,3.303,0.304,-58,4,7
5.475,0.777,-55,7.834,0.276,-59,3.459,0.33,-58,4,7
6.578,0.178,-56,7.795,0.295,-59,3.303,0.358,-58,4,7
6.578,0.097,-56,7.756,0.28,-58,3.264,0.357,-58,4,7
6.695,0.088,-55,7.873,0.237,-58,3.42,0.264,-58,4,7
6.617,0.132,-56,7.873,0.237,-58,3.342,0.364,-58,4,7
6.539,0.069,-55,7.795,0.275,-59,3.225,0.368,-59,4,7
5.818,0.949,-48,7.834,0.298,-59,3.42,0.304,-58,4,7
6.695,0.109,-55,7.756,0.334,-58,3.42,0.329,-58,4,7
6.042,1.01,-50,7.834,0.27,-58,3.342,0.353,-58,4,7
6.734,0.123,-56,7.795,0.279,-58,3.342,0.283,-58,4,7
6.539,0.233,-51,7.795,0.264,-58,3.42,0.304,-58,4,7
6.559,0.125,-55,7.717,0.3,-58,3.342,0.341,-58,4,7
6.705,0.201,-56,7.834,0.228,-58,3.459,0.284,-59,4,7
6.676,0.152,-56,7.795,0.242,-58,3.303,0.353,-58,4,7
6.461,0.074,-55,7.873,0.22,-58,3.303,0.293,-58,4,7
6.559,0.101,-56,7.873,0.262,-58,3.459,0.306,-58,4,7
6.734,0.065,-55,7.834,0.241,-58,3.459,0.296,-58,4,7
6.539,0.126,-56,7.873,0.22,-58,3.342,0.337,-58,4,7
6.588,0.111,-56,7.834,0.275,-58,3.459,0.28,-58,4,7
6.852,0.178,-56,7.834,0.301,-59,3.264,0.349,-58,4,7
6.617,0.083,-56,7.795,0.322,-58,3.459,0.297,-59,4,7
6.617,0.09,-55,7.873,0.237,-59,3.303,0.327,-58,4,7
6.705,0.138,-56,7.795,0.245,-59,3.264,0.384,-58,4,7
6.695,0.201,-55,7.834,0.226,-58,3.381,0.36,-58,4,7
6.734,0.22,-56,7.834,0.257,-58,3.342,0.373,-58,4,7
6.939,0.135,-55,7.834,0.229,-58,3.342,0.318,-58,4,7
6.822,0.094,-55,7.756,0.257,-58,3.303,0.313,-58,4,7
6.773,0.123,-55,7.834,0.216,-58,3.42,0.278,-58,4,7
6.969,0.103,-56,7.834,0.253,-58,3.342,0.312,-58,4,7
6.822,0.153,-56,7.795,0.258,-58,3.459,0.343,-58,4,7
6.617,0.163,-56,7.873,0.169,-58,3.459,0.296,-58,4,7
6.764,0.183,-55,7.795,0.243,-58,3.459,0.312,-57,4,7
6.529,0.127,-56,7.756,0.279,-59,3.459,0.317,-57,4,7
6.734,0.128,-56,7.756,0.289,-58,3.381,0.354,-57,4,7
6.617,0.126,-55,7.678,0.336,-58,3.42,0.34,-58,4,7
6.852,0.078,-55,7.834,0.246,-58,3.342,0.312,-58,4,7
6.247,0.654,-51,7.834,0.301,-58,3.381,0.363,-58,4,7
6.705,0.093,-56,7.873,0.254,-58,3.42,0.317,-58,4,7
6.969,0.185,-55,7.795,0.265,-58,3.342,0.381,-58,4,7
6.852,0.14,-56,7.756,0.282,-58,3.342,0.337,-57,4,7
6.695,0.087,-57,7.873,0.26,-58,3.381,0.294,-57,4,7
6.734,0.097,-57,7.834,0.246,-58,3.342,0.337,-58,4,7
6.734,0.087,-56,7.795,0.264,-58,3.342,0.33,-58,4,7
6.793,0.1,-56,7.678,0.296,-58,3.459,0.309,-58,4,7
6.695,0.058,-56,7.834,0.258,-58,3.42,0.326,-58,4,7
6.705,0.19,-55,7.795,0.344,-58,3.303,0.374,-58,4,7
6.734,0.143,-55,7.717,0.313,-58,3.381,0.306,-58,4,7
