AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
4.469,0.574,-60,5.413,0.806,-59,7.727,0.903,-60,2,4
4.195,0.751,-60,5.383,0.832,-59,7.581,0.966,-61,2,4
4.312,0.696,-59,5.53,0.787,-59,7.522,0.978,-60,2,4
4.351,1.678,-55,5.5,0.861,-59,7.756,0.859,-61,2,4
4.312,0.667,-60,5.471,0.829,-60,7.551,1.004,-60,2,4
4.43,0.565,-60,5.442,0.795,-59,7.61,0.955,-61,2,4
4.391,0.644,-60,5.442,0.804,-59,7.581,1.022,-60,2,4
4.42,0.761,-60,5.5,0.732,-59,7.551,1.015,-61,2,4
4.952,0.69,-55,5.471,0.771,-60,7.551,0.984,-60,2,4
4.352,1.38,-59,5.471,0.849,-59,7.58,0.97,-61,2,4
4.43,0.573,-60,5.53,0.759,-60,7.58,0.911,-61,2,4
4.391,0.617,-60,5.413,0.775,-59,7.639,0.897,-60,2,4
4.352,0.644,-60,5.442,0.859,-60,7.61,0.911,-60,2,4
4.43,0.655,-60,5.442,0.81,-59,7.698,0.888,-61,2,4
4.391,0.641,-60,5.588,0.719,-60,7.639,0.96,-61,2,4
4.195,1.883,-55,5.442,0.899,-59,7.639,0.93,-60,2,4
4.469,0.574,-60,5.295,0.932,-59,7.639,0.918,-61,2,4
4.273,0.735,-60,5.325,0.941,-59,7.581,0.988,-61,2,4
5.108,0.759,-55,5.442,0.885,-60,7.668,0.946,-60,2,4
4.352,0.674,-59,5.412,0.854,-60,7.551,0.947,-60,2,4
4.273,0.712,-59,5.412,0.821,-59,7.668,0.906,-61,2,4
4.273,0.729,-60,5.53,0.795,-60,7.639,0.875,-61,2,4
4.234,0.902,-57,5.442,0.828,-60,7.61,0.966,-61,2,4
4.391,0.552,-59,5.471,0.809,-60,7.61,0.967,-61,2,4
4.391,0.628,-59,5.588,0.809,-60,7.551,0.992,-61,2,4
4.391,0.614,-59,5.53,0.795,-60,7.668,0.923,-61,2,4
4.195,0.782,-60,5.471,0.862,-60,7.668,0.887,-61,2,4
4.43,0.607,-59,5.5,0.826,-60,7.61,0.937,-61,2,4
4.312,0.635,-60,5.5,0.816,-60,7.58,0.926,-61,2,4
4.391,1.52,-59,5.5,0.831,-60,7.698,0.876,-61,2,4
4.43,0.595,-60,5.5,0.8,-60,7.61,0.952,-61,2,4
4.312,0.635,-60,5.412,0.922,-60,7.61,0.979,-61,2,4
4.391,0.571,-60,5.442,0.89,-61,7.58,0.909,-61,2,4
4.391,0.61,-59,5.5,0.852,-60,7.698,0.927,-60,2,4
4.352,0.692,-59,5.53,0.839,-61,7.581,0.888,-61,2,4
4.391,0.617,-60,5.5,0.847,-60,7.581,0.907,-61,2,4
4.312,0.68,-60,5.559,0.81,-60,7.698,0.927,-61,2,4
4.351,0.705,-60,5.588,0.835,-60,7.698,0.952,-61,2,4
4.352,0.732,-60,5.588,0.768,-61,7.668,0.943,-61,2,4
4.991,0.664,-55,5.471,0.828,-60,7.639,0.899,-62,2,4
4.312,1.691,-60,5.442,0.925,-60,7.668,0.907,-61,2,4
4.352,0.694,-59,5.471,0.825,-60,7.61,0.955,-61,2,4
4.43,0.65,-60,5.442,0.878,-60,7.61,1,-61,2,4
4.352,0.658,-55,5.413,0.804,-60,7.551,0.988,-61,2,4
4.391,0.583,-59,5.471,0.787,-61,7.581,0.907,-60,2,4
4.351,0.708,-60,5.5,0.829,-60,7.639,0.941,-61,2,4
4.351,0.7,-60,5.471,0.787,-60,7.639,0.915,-61,2,4
4.273,0.743,-60,5.588,0.768,-60,7.698,0.876,-60,2,4
4.469,0.565,-60,5.559,0.79,-60,7.551,0.977,-61,2,4
4.312,0.638,-59,5.442,0.861,-61,7.551,0.925,-60,2,4
4.391,0.59,-60,5.618,0.742,-61,7.639,0.981,-61,2,4
4.43,0.581,-60,5.53,0.8,-60,7.581,0.951,-61,2,4
4.391,0.682,-60,5.471,0.864,-60,7.668,0.907,-61,2,4
4.312,0.753,-60,5.471,0.781,-60,7.668,0.887,-60,2,4
4.234,0.779,-60,5.559,0.783,-60,7.668,0.907,-61,2,4
4.312,0.722,-60,5.5,0.859,-60,7.698,0.91,-61,2,4
4.391,0.631,-60,5.412,0.915,-60,7.581,0.988,-61,2,4
4.352,1.83,-55,5.471,0.809,-60,7.581,0.968,-61,2,4
4.391,0.542,-60,5.413,0.876,-60,7.727,0.876,-61,2,4
4.273,0.759,-60,5.471,0.862,-60,7.639,0.876,-61,2,4
4.991,0.714,-54,5.471,0.882,-60,7.727,0.897,-61,2,4
4.391,0.59,-60,5.442,0.868,-60,7.727,0.894,-61,2,4
4.391,0.613,-60,5.53,0.743,-60,7.668,0.883,-60,2,4
4.312,0.623,-60,5.471,0.865,-60,7.639,0.919,-61,2,4
4.391,0.598,-60,5.442,0.782,-60,7.581,0.892,-61,2,4
4.469,0.603,-60,5.412,0.756,-60,7.668,0.842,-61,2,4
4.195,0.766,-60,5.412,0.743,-61,7.727,0.875,-61,2,4
4.391,0.587,-60,5.354,0.867,-61,7.61,0.874,-61,2,4
4.312,0.701,-59,5.325,0.918,-60,7.639,0.901,-61,2,4
4.43,0.623,-60,5.325,0.902,-60,7.727,0.852,-61,2,4
4.351,0.734,-60,5.354,0.826,-60,7.639,0.835,-61,2,4
4.351,0.661,-60,5.383,0.856,-60,7.581,0.941,-61,2,4
4.469,0.625,-59,5.412,0.915,-61,7.639,0.878,-62,2,4
4.352,0.688,-59,5.383,0.837,-61,7.61,0.936,-61,2,4
4.717,0.522,-55,5.383,0.912,-62,7.639,0.922,-61,2,4
4.234,0.761,-59,5.295,0.973,-61,7.727,0.88,-61,2,4
4.351,0.619,-60,5.471,0.816,-62,7.61,0.874,-61,2,4
4.43,0.649,-59,5.383,0.804,-62,7.581,0.948,-61,2,4
4.43,0.663,-60,5.354,0.771,-63,7.668,0.849,-61,2,4
4.391,0.707,-60,5.354,0.867,-62,7.668,0.903,-61,2,4
4.234,0.776,-60,5.471,0.789,-62,7.58,0.988,-61,2,4
4.391,0.617,-60,5.471,0.853,-63,7.639,0.879,-61,2,4
4.352,0.658,-60,5.442,0.83,-62,7.698,0.87,-61,2,4
4.352,0.756,-60,5.471,0.811,-61,7.668,0.929,-61,2,4
4.351,0.667,-60,5.5,0.732,-62,7.668,0.861,-61,2,4
4.469,0.558,-60,5.471,0.807,-61,7.668,0.903,-61,2,4
4.312,0.707,-60,5.442,0.828,-61,7.639,0.872,-61,2,4
4.312,0.73,-60,5.442,0.768,-63,7.61,0.911,-61,2,4
4.43,0.581,-60,5.442,0.782,-62,7.581,0.924,-61,2,4
4.469,0.631,-60,5.354,0.781,-61,7.639,0.941,-60,2,4
4.391,0.637,-60,5.5,0.699,-61,7.61,0.944,-61,2,4
4.391,0.642,-60,5.383,0.839,-62,7.551,0.918,-61,2,4
4.43,0.549,-60,5.325,0.725,-60,7.61,0.955,-61,2,4
4.352,0.679,-60,5.442,0.743,-61,7.61,0.935,-61,2,4
4.273,0.699,-60,5.471,0.659,-61,7.639,0.901,-61,2,4
4.469,0.561,-60,5.383,0.766,-60,7.61,0.947,-61,2,4
4.312,0.647,-60,5.266,0.812,-60,7.639,0.856,-61,2,4
4.352,0.702,-60,5.325,0.842,-60,7.639,0.952,-62,2,4
4.312,0.771,-60,5.442,0.745,-61,7.581,0.951,-61,2,4
4.351,0.64,-60,5.471,0.694,-61,7.581,0.97,-60,2,4
4.234,0.779,-60,5.442,0.785,-61,7.61,0.911,-61,2,4
4.391,0.685,-60,5.413,0.753,-60,7.61,0.936,-61,2,4
4.391,0.677,-60,5.412,0.779,-61,7.58,0.99,-61,2,4
4.234,0.751,-60,5.5,0.722,-61,7.698,0.895,-61,2,4
4.352,0.658,-60,5.383,0.802,-60,7.581,0.933,-61,2,4
4.391,0.685,-60,5.383,0.761,-60,7.698,0.91,-61,2,4
4.351,0.677,-60,5.413,0.811,-60,7.639,0.945,-61,2,4
5.03,0.655,-55,5.383,0.802,-61,7.698,0.868,-60,2,4
4.351,0.648,-60,5.559,0.67,-61,7.698,0.924,-61,2,4
4.312,0.71,-60,5.413,0.808,-60,7.581,0.985,-61,2,4
4.43,0.595,-60,5.383,0.837,-60,7.522,0.994,-61,2,4
4.312,0.609,-60,5.471,0.794,-63,7.551,0.989,-61,2,4
4.391,0.624,-60,5.442,0.79,-62,7.698,0.901,-61,2,4
4.352,0.706,-60,5.413,0.796,-62,7.639,0.988,-61,2,4
4.508,2.097,-55,5.325,0.768,-62,7.61,0.974,-60,2,4
4.312,0.713,-60,5.442,0.803,-63,7.581,1.009,-61,2,4
4.43,0.581,-60,5.325,0.865,-61,7.698,0.888,-61,2,4
4.234,0.792,-60,5.5,0.703,-61,7.668,0.906,-60,2,4
4.391,0.657,-60,5.383,0.795,-62,7.581,0.97,-61,2,4
4.351,0.691,-60,5.139,0.257,-62,7.581,0.966,-61,2,4
4.273,0.743,-60,5.412,0.758,-61,7.668,0.906,-61,2,4
4.391,0.586,-60,5.471,0.752,-62,7.61,0.97,-60,2,4
4.391,0.715,-60,5.383,0.809,-61,7.581,0.952,-61,2,4
4.391,0.587,-60,5.383,0.753,-62,7.551,1.004,-61,2,4
4.352,0.673,-60,5.413,0.508,-62,7.668,0.866,-61,2,4
4.43,0.635,-60,5.471,0.765,-61,7.581,0.984,-61,2,4
4.43,0.638,-60,5.383,0.8,-61,7.58,0.968,-60,2,4
4.273,0.657,-60,5.354,0.786,-62,7.678,0.94,-61,2,4
4.469,0.631,-60,5.442,0.697,-61,7.61,0.935,-61,2,4
4.391,0.644,-60,5.53,0.706,-63,7.668,0.907,-60,2,4
4.43,0.675,-60,5.412,0.7,-61,7.668,0.883,-61,2,4
4.312,0.738,-60,5.383,0.737,-62,7.698,0.895,-61,2,4
4.352,0.774,-60,5.325,0.745,-62,7.61,0.974,-61,2,4
4.469,0.634,-60,5.442,0.748,-62,7.639,0.874,-61,2,4
4.391,0.605,-60,5.412,0.693,-61,7.581,0.96,-60,2,4
4.43,0.686,-60,5.412,0.741,-61,7.668,0.903,-61,2,4
4.351,0.732,-60,5.325,0.7,-61,7.727,0.852,-61,2,4
4.312,0.71,-60,5.383,0.788,-61,7.668,0.842,-61,2,4
4.391,0.662,-60,5.442,0.587,-61,7.61,0.935,-61,2,4
4.312,0.65,-60,5.442,0.685,-61,7.698,0.87,-61,2,4
4.351,0.63,-60,5.413,0.719,-62,7.698,0.889,-61,2,4
4.351,0.708,-60,5.588,0.665,-61,7.639,0.886,-60,2,4
4.312,0.693,-60,5.5,0.679,-61,7.61,0.935,-61,2,4
4.43,0.61,-60,5.442,0.797,-62,7.668,0.878,-61,2,4
4.352,0.719,-60,5.442,0.727,-61,7.668,0.889,-61,2,4
4.43,0.578,-60,5.442,0.733,-61,7.61,0.935,-61,2,4
4.391,0.729,-60,5.412,0.694,-61,7.61,0.915,-61,2,4
4.273,0.762,-60,5.442,0.546,-60,7.61,0.894,-61,2,4
4.351,0.63,-60,5.442,0.725,-61,7.58,0.97,-61,2,4
4.469,2.101,-59,5.412,0.702,-61,7.61,0.896,-60,2,4
4.391,0.586,-55,5.53,0.642,-61,7.698,0.906,-61,2,4
4.508,0.59,-58,5.471,0.665,-61,7.61,0.938,-61,2,4
4.547,1.925,-58,5.471,0.596,-61,7.668,0.927,-61,2,4
4.469,0.534,-58,5.1,0.23,-62,7.61,0.957,-61,2,4
4.586,0.573,-58,5.412,0.659,-62,7.639,0.924,-61,2,4
4.469,1.638,-55,4.944,0.235,-62,7.61,0.961,-61,2,4
4.625,0.541,-58,5.383,0.725,-61,7.639,0.886,-62,2,4
4.469,0.53,-58,5.383,0.811,-61,7.61,0.924,-61,2,4
4.43,2.238,-52,5.412,0.784,-62,7.61,0.89,-61,2,4
4.508,0.644,-59,5.471,0.706,-61,7.668,0.861,-60,2,4
4.678,0.519,-55,5.383,0.782,-61,7.698,0.87,-61,2,4
4.547,0.52,-59,5.471,0.706,-61,7.581,0.922,-61,2,4
4.43,0.635,-59,5.354,0.678,-61,7.698,0.876,-60,2,4
4.43,0.588,-59,5.412,0.787,-61,7.522,0.994,-61,2,4
4.391,2.146,-54,5.5,0.702,-60,7.551,0.964,-61,2,4
4.508,0.541,-59,5.354,0.849,-61,7.698,0.86,-61,2,4
4.547,0.463,-59,5.442,0.851,-61,7.581,0.993,-61,2,4
4.43,0.656,-59,5.383,0.792,-60,7.581,0.935,-61,2,4
4.469,0.562,-59,5.442,0.748,-60,7.698,0.895,-61,2,4
4.391,0.552,-59,5.354,0.786,-60,7.639,0.941,-61,2,4
4.351,0.577,-59,5.354,0.729,-61,7.61,0.915,-61,2,4
4.547,0.541,-59,5.354,0.734,-62,7.698,0.881,-61,2,4
4.508,0.644,-58,5.325,0.803,-61,7.61,0.938,-61,2,4
4.469,0.546,-59,5.354,0.786,-62,7.61,0.953,-61,2,4
4.508,0.579,-58,5.325,0.673,-60,7.61,0.936,-61,2,4
4.391,0.538,-59,5.354,0.791,-61,8.312,1.005,-54,2,4
4.469,0.558,-58,5.354,0.762,-61,7.639,0.901,-61,2,4
4.547,0.577,-58,5.412,0.784,-61,7.551,0.856,-60,2,4
4.547,0.584,-59,5.325,0.861,-62,7.61,0.935,-61,2,4
4.508,0.485,-58,5.442,0.859,-61,7.639,0.879,-61,2,4
4.586,0.604,-58,5.325,0.878,-62,7.727,0.842,-61,2,4
4.469,0.576,-58,5.5,0.771,-61,7.727,0.87,-61,2,4
4.508,0.66,-57,5.383,0.794,-61,7.581,0.909,-61,2,4
4.43,0.696,-58,5.471,0.818,-62,7.698,0.851,-61,2,4
4.469,0.703,-58,5.442,0.828,-62,7.551,0.931,-61,2,4
4.391,0.598,-58,5.442,0.73,-61,7.522,1.016,-61,2,4
4.508,1.783,-57,5.5,0.722,-62,7.668,0.964,-61,2,4
4.469,0.694,-58,5.412,0.811,-61,7.668,0.907,-61,2,4
4.586,0.59,-57,5.471,0.74,-61,7.639,0.92,-61,2,4
4.547,0.65,-57,5.442,0.725,-61,7.668,0.944,-61,2,4
4.43,0.572,-57,5.53,0.724,-61,7.668,0.887,-61,2,4
4.547,0.562,-57,5.412,0.769,-61,7.756,0.838,-60,2,4
4.508,0.553,-58,5.471,0.719,-61,7.668,0.913,-61,2,4
4.508,0.644,-58,5.325,0.808,-61,7.61,0.889,-61,2,4
4.508,0.628,-58,5.383,0.811,-61,7.639,0.897,-61,2,4
4.586,0.619,-57,5.412,0.79,-61,7.581,0.984,-61,2,4
4.391,0.625,-56,5.53,0.719,-63,7.668,0.903,-60,2,4
4.664,0.578,-57,5.442,0.808,-61,7.581,0.966,-60,2,4
4.508,0.58,-57,5.412,0.801,-61,7.639,0.933,-61,2,4
4.586,0.619,-57,5.588,0.752,-60,7.698,0.886,-61,2,4
4.625,0.599,-57,5.413,0.743,-60,7.581,0.926,-61,2,4
4.469,0.634,-57,5.5,0.774,-61,7.698,0.897,-61,2,4
4.508,0.599,-58,5.471,0.729,-60,7.639,0.914,-60,2,4
4.391,0.657,-58,5.471,0.765,-61,7.61,0.916,-61,2,4
4.469,0.682,-57,5.5,0.751,-60,7.668,0.923,-61,2,4
4.586,0.661,-57,5.354,0.885,-60,7.522,0.973,-61,2,4
4.625,0.614,-57,5.325,0.843,-60,7.668,0.929,-61,2,4
4.586,0.515,-57,5.5,0.744,-61,7.639,0.941,-61,2,4
4.469,0.508,-57,5.354,0.786,-60,7.639,0.941,-61,2,4
4.547,0.639,-57,5.471,0.771,-60,7.61,0.945,-61,2,4
4.547,0.656,-58,5.442,0.709,-61,7.727,0.888,-61,2,4
4.391,0.508,-58,5.442,0.854,-60,7.61,0.91,-60,2,4
4.547,0.641,-57,5.53,0.701,-60,7.698,0.892,-61,2,4
4.508,0.53,-58,5.5,0.756,-60,7.698,0.888,-61,2,4
4.547,0.636,-57,5.442,0.804,-60,7.727,0.899,-61,2,4
4.469,0.515,-57,5.471,0.799,-60,7.639,0.915,-61,2,4
4.664,0.549,-58,5.5,0.794,-60,7.698,0.915,-61,2,4
4.547,0.549,-58,5.471,0.756,-60,7.61,0.979,-61,2,4
4.469,0.543,-58,5.383,0.818,-62,7.581,0.952,-61,2,4
4.469,0.529,-58,5.588,0.647,-60,7.581,0.966,-61,2,4
4.586,0.607,-58,5.471,0.749,-61,7.61,0.944,-61,2,4
4.547,0.582,-58,5.588,0.732,-60,7.639,0.941,-61,2,4
4.547,0.603,-58,5.471,0.826,-60,7.668,0.887,-61,2,4
4.547,0.628,-58,5.5,0.71,-60,7.61,0.99,-60,2,4
4.547,0.535,-58,5.53,0.722,-60,7.522,0.974,-61,2,4
4.508,0.599,-58,5.5,0.742,-60,7.668,0.927,-61,2,4
4.547,0.616,-58,5.5,0.805,-61,7.698,0.869,-61,2,4
4.508,0.541,-58,5.53,0.698,-60,7.61,0.935,-60,2,4
4.469,0.501,-58,5.471,0.732,-60,7.698,0.847,-61,2,4
4.675,0.537,-56,5.325,0.84,-61,7.639,0.939,-61,2,4
4.508,0.542,-58,5.471,0.847,-61,7.61,0.939,-61,2,4
4.586,0.542,-58,5.471,0.824,-60,7.698,0.868,-61,2,4
4.625,0.599,-58,5.5,0.8,-60,7.756,0.838,-61,2,4
4.469,0.537,-58,5.442,0.742,-60,7.639,0.924,-61,2,4
4.547,0.582,-54,5.383,0.764,-60,7.698,0.87,-60,2,4
4.586,0.577,-58,5.325,0.787,-60,7.668,0.921,-61,2,4
4.43,0.496,-58,5.412,0.69,-60,7.58,1.009,-61,2,4
4.508,0.529,-58,5.471,0.662,-61,7.639,0.941,-61,2,4
4.246,0.638,-56,5.325,0.84,-61,7.61,0.97,-61,2,4
4.547,0.538,-58,5.5,0.742,-60,7.551,1.04,-61,2,4
4.324,0.8,-56,5.471,0.752,-61,7.581,0.944,-61,2,4
4.547,0.552,-58,5.471,0.675,-61,7.581,1.007,-61,2,4
4.43,1.347,-53,5.5,0.774,-61,7.727,0.875,-61,2,4
4.664,0.523,-58,5.471,0.811,-59,7.698,0.869,-61,2,4
4.469,0.519,-58,5.442,0.847,-60,7.639,0.905,-61,2,4
4.469,0.547,-58,5.5,0.759,-60,7.551,0.957,-61,2,4
4.508,0.603,-57,5.325,0.861,-60,7.522,0.995,-61,2,4
4.586,0.472,-58,5.383,0.921,-61,7.698,0.888,-61,2,4
4.469,0.587,-58,5.295,0.934,-60,7.639,0.936,-61,2,4
4.547,0.572,-58,5.471,0.806,-60,7.581,0.948,-61,2,4
4.332,0.609,-58,5.354,0.89,-62,7.581,0.928,-60,2,4
4.586,0.591,-58,5.325,0.937,-60,7.698,0.87,-61,2,4
4.508,0.564,-58,5.383,0.871,-61,7.668,0.919,-61,2,4
4.469,0.581,-58,5.471,0.792,-62,7.581,0.935,-61,2,4
4.469,0.562,-58,5.617,0.764,-62,7.639,0.933,-61,2,4
4.469,0.562,-58,5.5,0.801,-61,7.639,0.91,-61,2,4
4.519,0.517,-55,5.5,0.772,-61,7.698,0.851,-61,2,4
4.664,0.535,-58,5.588,0.754,-61,7.61,0.918,-61,2,4
4.547,0.622,-58,5.413,0.826,-61,7.756,0.839,-61,2,4
4.625,0.545,-58,5.471,0.818,-62,7.61,0.974,-61,2,4
4.48,0.581,-56,5.442,0.808,-62,7.61,0.986,-61,2,4
4.43,0.575,-56,5.53,0.767,-63,7.581,0.955,-61,2,4
4.508,0.557,-58,5.53,0.777,-62,7.698,0.874,-60,2,4
4.547,0.581,-59,5.5,0.795,-62,7.581,0.948,-61,2,4
4.508,1.944,-54,5.413,0.808,-62,7.668,0.859,-60,2,4
4.469,0.619,-58,5.5,0.839,-63,7.551,0.968,-61,2,4
4.508,0.529,-58,5.53,0.724,-63,7.639,0.903,-61,2,4
5.108,0.6,-53,5.588,0.734,-62,7.581,0.928,-61,2,4
4.43,0.523,-58,5.559,0.785,-63,7.639,0.954,-61,2,4
4.508,0.513,-58,5.412,0.856,-63,7.698,0.851,-61,2,4
4.508,0.612,-58,5.559,0.708,-63,7.58,0.982,-60,2,4
4.586,0.562,-59,5.5,0.818,-62,7.639,0.932,-60,2,4
4.586,0.559,-59,5.383,0.861,-62,7.639,0.922,-60,2,4
4.625,0.537,-58,5.53,0.746,-63,7.581,0.96,-61,2,4
4.508,0.566,-58,5.442,0.81,-63,7.639,0.941,-61,2,4
4.469,0.558,-58,5.5,0.79,-63,7.61,0.913,-61,2,4
4.952,0.509,-54,5.325,0.88,-61,7.61,0.935,-61,2,4
4.586,0.59,-58,5.559,0.736,-61,7.581,0.944,-61,2,4
4.391,0.508,-58,5.5,0.736,-60,7.522,0.996,-60,2,4
4.508,0.541,-58,5.412,0.838,-60,7.668,0.883,-60,2,4
4.547,0.477,-58,5.383,0.769,-60,7.698,0.937,-61,2,4
4.547,0.548,-58,5.442,0.847,-60,7.61,0.931,-61,2,4
4.586,0.534,-58,5.383,0.849,-60,7.668,0.891,-61,2,4
4.547,0.577,-58,5.442,0.785,-60,7.668,0.883,-61,2,4
4.469,0.619,-59,5.588,0.674,-60,7.698,0.958,-61,2,4
4.508,0.512,-58,5.442,0.792,-60,7.668,0.883,-60,2,4
4.469,0.515,-58,5.53,0.779,-60,7.581,0.943,-61,2,4
5.317,0.642,-52,5.559,0.751,-61,7.668,0.923,-61,2,4
4.508,0.516,-58,5.471,0.749,-61,7.639,0.954,-62,2,4
4.43,0.569,-55,5.559,0.746,-61,7.61,0.947,-60,2,4
4.43,1.804,-54,5.559,0.765,-61,7.493,1.015,-61,2,4
4.561,0.578,-54,5.471,0.828,-61,7.581,1.003,-61,2,4
4.391,0.685,-59,5.559,0.782,-61,7.639,0.901,-60,2,4
4.508,0.624,-59,5.53,0.776,-61,7.698,0.895,-61,2,4
4.391,1.818,-55,5.442,0.84,-61,7.698,0.895,-61,2,4
4.273,0.751,-59,5.471,0.792,-61,7.551,0.957,-61,2,4
4.352,0.725,-59,5.442,0.883,-62,7.639,0.937,-61,2,4
4.391,0.573,-59,5.559,0.782,-62,7.581,1.002,-61,2,4
4.391,0.542,-59,5.647,0.707,-63,7.668,0.887,-61,2,4
4.483,0.627,-55,5.53,0.746,-63,7.698,0.888,-61,2,4
5.303,0.854,-55,5.559,0.808,-63,7.668,0.964,-61,2,4
