AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
5.602,2.312,-51,9.338,0.154,-66,3.537,0.451,-62,5,8
7.633,0.777,-56,9.553,0.199,-60,2.659,1.367,-64,5,8
7.164,1.037,-54,9.553,0.137,-59,2.248,2.015,-59,5,8
7.496,0.889,-55,9.319,0.254,-61,1.897,0.219,-63,5,8
8.99,0.71,-54,9.475,0.141,-63,1.252,1.099,-64,5,8
5.914,1.487,-52,9.514,0.171,-62,2.014,1.128,-58,5,8
6.109,1.557,-54,9.514,0.114,-61,2.952,1.688,-69,5,8
7.818,0.49,-51,9.514,0.141,-62,4.514,0.907,-66,5,8
9.225,0.285,-54,9.397,0.157,-61,4.153,1.346,-59,5,8
8.932,0.198,-54,9.514,0.117,-60,1.956,1.007,-67,5,8
8.492,0.472,-54,9.475,0.126,-61,2.864,1.635,-60,5,8
9.117,0.765,-53,9.397,0.191,-62,3.098,1.509,-63,5,8
8.297,0.433,-52,9.319,0.201,-62,1.75,1.335,-64,5,8
8.062,1.227,-55,9.319,0.145,-62,2.19,1.156,-62,5,8
8.727,0.149,-54,9.397,0.21,-62,1.663,1.339,-65,5,8
7.203,1.026,-48,9.358,0.153,-62,3.098,1.4,-66,5,8
9.234,0.179,-54,9.514,0.119,-62,3.362,1.236,-65,5,8
6.852,1.151,-52,9.436,0.18,-62,2.131,1.103,-65,5,8
9.312,0.174,-53,9.553,0.116,-62,1.662,1.413,-62,5,8
7.789,0.81,-53,9.436,0.172,-62,1.78,1.298,-62,5,8
9.107,1.032,-52,9.358,0.179,-62,1.809,1.407,-63,5,8
9.225,1.435,-52,9.475,0.152,-62,1.985,1.29,-64,5,8
7.828,0.841,-47,9.475,0.117,-62,1.604,1.486,-64,5,8
8.609,0.324,-53,9.456,0.145,-62,1.692,1.417,-63,5,8
8.521,0.313,-52,9.426,0.126,-61,1.721,1.37,-63,5,8
8.297,0.439,-52,9.475,0.074,-62,1.633,1.426,-63,5,8
8.297,0.543,-52,9.426,0.126,-62,1.868,1.371,-63,5,8
9.283,0.822,-52,9.436,0.089,-61,1.78,1.417,-63,5,8
8.57,0.341,-52,9.514,0.138,-62,1.487,1.461,-63,5,8
9.166,1.038,-53,9.319,0.153,-61,1.75,1.356,-63,5,8
8.844,0.166,-52,9.514,0.145,-62,1.78,1.271,-63,5,8
8.57,0.286,-52,9.514,0.157,-62,2.19,1.06,-63,5,8
8.492,0.329,-52,9.436,0.108,-61,1.721,1.286,-63,5,8
8.58,0.236,-52,9.543,0.095,-61,1.809,1.323,-61,5,8
8.844,0.229,-52,9.553,0.116,-61,1.457,1.63,-62,5,8
9.234,2.13,-50,9.475,0.117,-61,1.75,1.292,-61,5,8
8.688,0.3,-52,9.358,0.154,-62,1.809,1.399,-62,5,8
8.297,0.497,-51,9.319,0.141,-61,1.838,1.426,-63,5,8
8.688,0.249,-52,9.514,0.157,-61,1.956,1.113,-62,5,8
8.805,0.186,-53,9.358,0.14,-62,1.838,1.488,-64,5,8
8.648,0.244,-46,9.358,0.138,-62,1.633,1.468,-63,5,8
8.531,0.438,-52,9.397,0.166,-61,1.663,1.336,-63,5,8
8.766,0.285,-47,9.426,0.181,-61,1.604,1.328,-63,5,8
8.648,0.306,-52,9.397,0.212,-61,1.457,1.401,-63,5,8
9.166,0.58,-47,9.436,0.161,-62,1.75,1.428,-63,5,8
8.531,0.513,-47,9.514,0.127,-61,1.516,1.445,-63,5,8
8.57,0.243,-52,9.358,0.141,-61,1.926,1.308,-63,5,8
8.648,0.181,-52,9.397,0.124,-61,1.692,1.384,-63,5,8
9.039,0.143,-53,9.358,0.176,-62,1.926,1.249,-63,5,8
8.805,0.244,-53,9.436,0.143,-61,2.043,1.195,-62,5,8
9.039,0.153,-52,9.319,0.128,-61,1.78,1.385,-63,5,8
8.453,0.306,-53,9.475,0.117,-61,3.947,2.966,-55,5,8
8.855,0.179,-50,9.397,0.145,-61,1.575,1.551,-63,5,8
8.688,0.315,-52,9.514,0.128,-61,1.662,1.435,-63,5,8
8.57,0.393,-53,9.358,0.153,-61,1.809,1.481,-63,5,8
8.727,0.309,-52,9.436,0.182,-61,1.809,1.48,-62,5,8
8.785,0.265,-52,9.514,0.093,-61,1.838,1.367,-63,5,8
9.039,0.172,-52,9.397,0.14,-61,1.662,1.339,-63,5,8
9.039,0.207,-52,9.475,0.158,-61,1.604,1.383,-63,5,8
9.156,0.105,-52,9.514,0.182,-62,1.662,1.414,-64,5,8
9.078,0.112,-52,9.358,0.181,-61,2.014,1.217,-63,5,8
8.805,0.215,-52,9.475,0.147,-62,1.985,1.24,-63,5,8
8.961,0.129,-52,9.436,0.158,-61,1.78,1.336,-62,5,8
8.922,0.108,-52,9.485,0.147,-61,1.75,1.324,-64,5,8
8.902,0.294,-51,9.475,0.119,-61,1.663,1.385,-64,5,8
8.584,0.316,-47,9.485,0.193,-61,1.633,1.43,-63,5,8
8.453,0.559,-47,9.543,0.156,-61,1.75,1.292,-63,5,8
8.805,0.396,-46,9.436,0.14,-61,1.663,1.341,-63,5,8
9.014,0.282,-47,9.397,0.192,-61,1.809,1.345,-63,5,8
8.531,0.405,-52,9.436,0.089,-61,1.662,1.59,-63,5,8
8.389,0.591,-47,9.436,0.158,-61,1.487,1.484,-63,5,8
8.688,0.422,-52,9.426,0.128,-62,1.897,1.279,-64,5,8
8.492,0.38,-52,9.475,0.124,-62,1.78,1.433,-64,5,8
8.609,0.343,-47,9.514,0.133,-61,1.868,1.37,-64,5,8
8.414,0.409,-53,9.319,0.166,-61,1.721,1.402,-63,5,8
8.151,0.809,-46,9.319,0.169,-61,1.75,1.486,-64,5,8
7.842,0.974,-46,9.475,0.167,-61,1.721,1.48,-63,5,8
9.019,0.091,-52,9.475,0.13,-61,1.78,1.258,-63,5,8
8.727,0.185,-52,9.397,0.159,-62,1.516,1.374,-63,5,8
6.787,1.989,-47,9.397,0.089,-62,1.75,1.333,-63,5,8
8.531,0.493,-47,9.436,0.182,-61,1.663,1.393,-63,5,8
8.57,0.33,-52,9.436,0.152,-61,2.102,1.147,-63,5,8
8.219,0.477,-52,9.475,0.138,-62,1.956,1.37,-63,5,8
8.609,0.249,-47,9.358,0.128,-62,1.868,1.291,-64,5,8
8.688,0.262,-52,9.436,0.177,-62,2.014,1.224,-63,5,8
6.827,2.177,-47,9.426,0.177,-63,1.78,1.414,-63,5,8
9.234,0.114,-53,9.397,0.128,-62,1.897,1.374,-64,5,8
8.922,0.362,-47,9.514,0.074,-63,1.868,1.356,-64,5,8
8.727,0.272,-53,9.426,0.109,-63,1.721,1.406,-64,5,8
9,0.215,-52,9.397,0.123,-62,1.457,1.534,-64,5,8
8.922,0.246,-52,9.456,0.126,-62,1.487,1.538,-64,5,8
8.272,0.656,-47,9.456,0.187,-62,1.457,1.536,-64,5,8
8.453,0.443,-53,9.358,0.137,-62,1.78,1.336,-64,5,8
8.453,0.379,-53,9.553,0.127,-62,1.662,1.377,-64,5,8
8.375,0.455,-52,9.514,0.074,-62,1.692,1.323,-64,5,8
8.492,0.455,-52,9.514,0.119,-61,1.926,1.342,-63,5,8
8.766,0.333,-52,9.319,0.125,-62,1.692,1.495,-63,5,8
8.844,0.237,-52,9.397,0.153,-61,1.663,1.413,-63,5,8
8.453,0.418,-52,9.397,0.127,-61,1.721,1.411,-63,5,8
8.531,0.415,-52,9.426,0.188,-62,1.545,1.452,-64,5,8
8.414,0.409,-52,9.514,0.147,-61,1.868,1.257,-63,5,8
8.844,0.293,-52,9.514,0.133,-62,1.868,1.318,-63,5,8
