AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
6.813,0.887,-60,5.53,2.004,-60,7.053,0.505,-61,4,4
6.969,0.196,-66,8.186,0.15,-60,7.2,0.61,-57,4,4
6.93,1.201,-57,8.069,1.019,-60,7.698,0.349,-57,4,4
6.774,1.39,-59,5.764,1.178,-58,8.147,0.554,-61,4,4
10.016,3.639,-56,5.53,2.118,-58,8.342,0.176,-63,4,4
6.578,2.25,-55,5.959,1.936,-59,7.17,0.307,-60,4,4
7.203,1.885,-61,8.03,0.231,-61,6.897,0.549,-62,4,4
6.93,1.518,-61,8.186,0.079,-59,7.581,0.826,-61,4,4
10.264,3.329,-58,5.803,0.095,-58,8.137,0.358,-63,4,4
6.852,1.548,-58,8.147,0.625,-60,8.069,0.052,-60,4,4
10.133,3.519,-58,5.725,1.878,-60,7.815,0.188,-59,4,4
6.891,1.681,-63,8.03,0.833,-60,7.952,0.123,-61,4,4
6.813,1.674,-63,8.069,0.757,-60,7.053,0.22,-60,4,4
6.774,2.094,-58,7.952,0.616,-60,8.254,0.342,-59,4,4
6.939,1.93,-61,7.991,0.819,-61,6.819,0.545,-60,4,4
6.852,1.568,-63,7.873,0.631,-58,7.522,0.294,-61,4,4
6.93,1.71,-58,8.069,0.768,-63,7.483,0.314,-61,4,4
6.969,1.541,-63,7.581,0.286,-61,7.61,0.203,-61,4,4
7.957,1.554,-61,7.873,0.742,-62,7.678,0.164,-61,4,4
6.813,1.879,-62,8.03,0.63,-60,7.844,0.143,-62,4,4
6.852,1.729,-60,7.834,0.822,-61,7.698,0.149,-62,4,4
6.891,1.78,-61,8.03,0.624,-61,7.727,0.164,-62,4,4
10.543,3.359,-57,7.952,0.777,-60,7.698,0.147,-62,4,4
6.813,1.949,-61,7.991,0.668,-62,7.756,0.163,-62,4,4
6.773,1.899,-56,7.991,0.79,-61,7.961,0.096,-62,4,4
6.813,1.747,-61,7.952,0.784,-60,7.961,0.105,-62,4,4
6.969,1.785,-62,7.912,0.771,-60,7.844,0.108,-61,4,4
6.91,1.728,-62,8.147,0.739,-61,7.932,0.14,-62,4,4
6.891,1.969,-61,7.873,0.702,-59,7.756,0.153,-61,4,4
6.813,1.939,-61,8.069,0.714,-60,7.844,0.14,-61,4,4
6.891,1.738,-62,7.912,0.678,-59,7.786,0.186,-62,4,4
6.813,1.863,-62,8.03,0.461,-60,7.698,0.188,-62,4,4
6.93,1.925,-62,7.952,0.784,-60,7.727,0.083,-61,4,4
6.813,1.892,-62,8.108,0.819,-60,7.405,0.279,-61,4,4
6.813,1.727,-63,7.991,0.787,-60,7.561,0.204,-61,4,4
6.774,1.971,-62,7.873,0.785,-60,7.639,0.199,-61,4,4
6.852,1.812,-62,8.069,0.767,-60,7.522,0.252,-60,4,4
6.93,1.717,-62,7.873,0.818,-61,7.6,0.242,-60,4,4
6.891,1.738,-62,7.912,0.916,-61,7.327,0.259,-61,4,4
7.008,1.679,-62,7.991,0.751,-60,7.366,0.332,-60,4,4
6.891,1.78,-62,7.912,0.755,-59,7.6,0.235,-60,4,4
6.93,1.779,-62,7.873,0.689,-60,7.287,0.303,-61,4,4
7.047,1.791,-58,7.952,0.413,-59,7.248,0.407,-60,4,4
6.852,1.814,-62,8.108,0.686,-59,7.561,0.266,-59,4,4
6.93,1.75,-63,7.834,0.8,-60,7.795,0.282,-60,4,4
6.891,1.853,-63,8.069,0.529,-60,7.639,0.188,-61,4,4
6.969,1.888,-62,8.03,0.504,-60,7.248,0.591,-59,4,4
6.91,1.713,-62,8.03,0.517,-60,7.522,0.341,-60,4,4
6.969,1.712,-61,7.991,0.618,-60,7.327,0.477,-61,4,4
6.969,1.671,-62,7.991,0.231,-60,7.678,0.216,-61,4,4
6.969,1.747,-61,8.069,0.637,-61,7.873,0.123,-60,4,4
6.93,1.58,-56,8.069,0.711,-60,7.639,0.133,-61,4,4
6.774,1.917,-61,7.873,0.727,-60,7.561,0.235,-60,4,4
6.852,1.805,-58,7.952,0.448,-60,7.483,0.25,-59,4,4
6.969,2.312,-63,7.952,0.803,-60,7.717,0.241,-61,4,4
7.008,1.622,-62,8.069,0.794,-60,7.756,0.163,-60,4,4
10.426,3.543,-57,7.991,0.754,-61,7.483,0.271,-61,4,4
6.891,1.638,-63,7.991,0.721,-60,7.678,0.195,-61,4,4
7.957,1.522,-60,7.912,0.756,-61,7.561,0.258,-61,4,4
6.93,1.789,-63,8.03,0.739,-60,7.561,0.375,-60,4,4
6.969,1.654,-62,7.912,0.723,-61,7.639,0.305,-60,4,4
7.047,1.702,-63,7.952,0.645,-60,7.444,0.391,-60,4,4
6.891,1.664,-63,7.991,0.651,-60,7.6,0.264,-61,4,4
6.891,1.654,-62,7.912,0.702,-59,7.327,0.303,-61,4,4
6.891,1.752,-62,7.873,0.664,-59,7.678,0.217,-60,4,4
6.813,1.809,-63,7.991,0.675,-60,7.678,0.214,-61,4,4
6.891,1.798,-63,8.03,0.679,-60,7.6,0.419,-60,4,4
6.969,1.844,-63,7.912,0.74,-60,7.444,0.387,-62,4,4
6.969,1.963,-62,7.991,0.789,-60,7.444,0.381,-59,4,4
10.42,3.252,-59,7.912,0.675,-60,7.6,0.159,-60,4,4
6.852,1.799,-63,7.912,0.687,-60,7.6,0.308,-61,4,4
6.852,1.787,-64,8.069,0.752,-60,7.639,0.225,-61,4,4
10.514,3.413,-58,7.795,0.779,-60,7.561,0.233,-61,4,4
10.225,3.133,-58,7.873,0.745,-60,7.444,0.297,-61,4,4
6.813,1.919,-63,7.912,0.667,-61,7.678,0.212,-61,4,4
10.03,3.042,-57,7.991,0.77,-60,7.522,0.353,-61,4,4
6.813,1.994,-61,7.873,0.755,-60,7.288,0.411,-61,4,4
6.852,1.933,-60,7.991,0.718,-60,7.405,0.282,-60,4,4
6.969,1.772,-63,8.108,0.17,-59,7.366,0.41,-60,4,4
6.891,1.783,-63,8.108,0.144,-60,7.6,0.264,-61,4,4
6.93,1.813,-63,7.952,0.45,-59,7.6,0.278,-60,4,4
7.008,1.68,-63,7.991,0.152,-59,7.366,0.41,-59,4,4
6.852,1.785,-62,7.952,0.332,-59,7.248,0.508,-60,4,4
6.969,1.86,-63,8.03,0.217,-59,7.483,0.362,-60,4,4
6.891,2.01,-62,7.991,0.207,-59,7.327,0.438,-60,4,4
10.537,3.418,-58,8.069,0.581,-59,7.287,0.441,-60,4,4
10.772,3.522,-58,7.795,0.536,-59,7.141,0.508,-60,4,4
6.93,1.762,-58,7.991,0.659,-60,7.248,0.563,-60,4,4
6.891,1.784,-63,8.069,0.766,-59,7.366,0.505,-60,4,4
6.969,1.74,-57,7.912,0.762,-60,7.366,0.619,-59,4,4
6.813,1.847,-58,7.912,0.784,-60,7.327,0.426,-60,4,4
6.93,2.006,-61,7.952,0.378,-60,7.561,0.3,-61,4,4
6.852,1.979,-57,8.03,0.672,-60,7.483,0.414,-61,4,4
10.342,3.295,-58,8.03,0.772,-59,7.639,0.385,-61,4,4
6.774,1.909,-63,7.991,0.735,-60,7.405,0.295,-61,4,4
6.852,1.815,-63,8.03,0.667,-60,7.405,0.348,-61,4,4
6.773,1.882,-64,7.912,0.567,-60,7.327,0.345,-61,4,4
6.774,1.868,-64,7.991,0.697,-59,7.444,0.311,-60,4,4
6.813,2.1,-59,7.912,0.749,-60,7.561,0.294,-61,4,4
6.891,1.856,-58,8.147,0.761,-60,7.483,0.23,-61,4,4
10.602,3.559,-59,7.912,0.689,-59,7.6,0.23,-61,4,4
6.852,2.051,-59,8.03,0.707,-60,7.366,0.368,-60,4,4
6.774,1.939,-63,7.912,0.487,-60,7.522,0.287,-60,4,4
6.891,1.855,-63,7.912,0.436,-60,7.639,0.282,-61,4,4
10.772,3.738,-59,7.991,0.281,-59,7.444,0.353,-61,4,4
6.852,1.901,-63,7.991,0.384,-59,7.366,0.326,-61,4,4
6.813,1.993,-63,7.873,0.659,-59,7.327,0.43,-61,4,4
6.891,2.026,-63,7.951,0.496,-59,7.405,0.272,-60,4,4
6.813,2.021,-62,8.069,0.597,-60,7.366,0.319,-60,4,4
6.813,2.022,-62,8.03,0.254,-60,7.405,0.264,-60,4,4
6.969,1.958,-63,7.991,0.64,-60,7.405,0.429,-59,4,4
6.774,2.055,-63,8.03,0.578,-59,7.522,0.304,-60,4,4
6.891,1.999,-63,7.912,0.694,-59,7.444,0.364,-60,4,4
8.191,1.833,-61,7.951,0.796,-60,7.366,0.332,-60,4,4
7.839,1.832,-60,7.952,0.437,-59,7.444,0.374,-60,4,4
6.852,1.945,-60,7.991,0.6,-60,7.327,0.367,-61,4,4
6.813,1.919,-62,7.991,0.511,-59,7.522,0.3,-60,4,4
6.773,2.014,-62,7.912,0.675,-59,7.444,0.304,-61,4,4
6.813,1.993,-62,7.951,0.642,-59,7.561,0.336,-60,4,4
6.852,1.886,-57,7.952,0.155,-60,7.405,0.42,-60,4,4
6.774,2.115,-61,8.03,0.682,-60,7.561,0.353,-61,4,4
8.074,1.794,-60,7.912,0.403,-60,7.6,0.33,-61,4,4
10.381,3.271,-58,8.03,0.736,-60,7.444,0.268,-60,4,4
6.734,1.945,-63,8.108,0.707,-60,7.17,0.472,-62,4,4
6.813,1.866,-63,7.991,0.743,-60,7.444,0.381,-61,4,4
6.891,1.883,-63,8.03,0.749,-60,7.405,0.394,-61,4,4
6.852,1.887,-63,7.991,0.79,-61,7.366,0.395,-60,4,4
7.008,1.898,-63,7.991,0.782,-60,7.288,0.3,-61,4,4
6.969,1.778,-57,8.069,0.762,-60,7.209,0.367,-62,4,4
6.891,2.041,-58,8.108,0.73,-60,7.288,0.321,-62,4,4
6.813,2.049,-63,7.991,0.735,-61,7.366,0.35,-61,4,4
6.891,1.957,-63,8.03,0.606,-61,7.327,0.32,-62,4,4
6.813,2.079,-63,7.952,0.751,-61,7.366,0.249,-61,4,4
6.774,2.04,-63,7.873,0.74,-61,7.366,0.261,-62,4,4
6.891,2.011,-62,8.108,0.756,-62,7.366,0.186,-62,4,4
6.891,2.099,-62,7.991,0.753,-61,7.288,0.356,-62,4,4
6.852,2.074,-62,8.03,0.819,-61,7.327,0.326,-61,4,4
6.93,1.936,-63,7.991,0.775,-61,7.483,0.32,-61,4,4
6.891,2.055,-63,7.952,0.784,-61,7.131,0.486,-61,4,4
6.734,2.046,-63,8.108,0.732,-62,7.405,0.424,-61,4,4
6.891,1.982,-62,8.069,0.724,-61,7.483,0.375,-61,4,4
8.425,1.791,-60,7.991,0.735,-61,7.327,0.405,-62,4,4
6.891,1.953,-62,7.991,0.791,-61,7.639,0.257,-61,4,4
9.952,2.854,-57,8.03,0.749,-61,7.327,0.381,-61,4,4
6.93,1.893,-62,7.952,0.759,-62,7.405,0.32,-61,4,4
6.813,1.992,-62,7.991,0.791,-61,7.405,0.473,-61,4,4
7.008,1.842,-63,8.108,0.743,-62,7.444,0.45,-60,4,4
6.93,1.857,-63,8.069,0.751,-61,7.551,1.471,-60,4,4
6.852,2.003,-64,8.069,0.743,-61,7.405,0.517,-60,4,4
6.969,1.844,-63,8.147,0.756,-61,7.756,0.246,-60,4,4
6.939,1.853,-63,8.069,0.671,-62,7.209,0.639,-61,4,4
10.069,2.994,-58,8.03,0.685,-61,7.209,0.521,-61,4,4
10.186,2.94,-57,8.108,0.723,-62,7.756,0.103,-61,4,4
6.774,1.938,-63,7.951,0.745,-62,7.248,0.534,-61,4,4
6.93,1.807,-63,7.991,0.748,-61,7.014,0.519,-61,4,4
6.891,1.899,-63,8.069,0.777,-61,7.366,0.374,-60,4,4
6.891,1.924,-63,8.147,0.739,-60,7.131,0.375,-61,4,4
6.852,1.945,-63,8.03,0.739,-61,7.366,0.335,-61,4,4
6.93,1.922,-63,8.147,0.714,-61,7.405,0.272,-61,4,4
6.891,1.955,-63,7.952,0.789,-61,7.444,0.225,-62,4,4
6.852,1.929,-63,8.108,0.725,-61,7.6,0.172,-61,4,4
7.008,1.885,-63,8.03,0.735,-61,7.17,0.456,-61,4,4
6.774,2.011,-63,8.069,0.724,-61,7.248,0.546,-61,4,4
6.969,1.915,-63,8.069,0.757,-61,7.209,0.37,-62,4,4
6.93,1.933,-63,8.108,0.739,-61,7.327,0.456,-60,4,4
6.891,1.996,-63,7.991,0.844,-61,7.288,0.403,-60,4,4
6.852,1.989,-63,8.03,0.788,-60,7.405,0.288,-62,4,4
6.93,1.866,-63,8.03,0.761,-60,7.327,0.35,-61,4,4
6.891,1.776,-58,7.952,0.765,-60,7.522,0.291,-61,4,4
7.125,1.638,-63,8.03,0.8,-60,7.405,0.307,-61,4,4
7.086,1.759,-63,8.03,0.774,-60,7.327,0.282,-61,4,4
6.891,1.803,-57,7.991,0.809,-61,7.366,0.325,-62,4,4
7.086,1.789,-62,7.991,0.751,-60,7.483,0.262,-61,4,4
7.008,1.854,-60,7.952,0.779,-60,7.248,0.342,-62,4,4
7.027,1.811,-62,8.147,0.751,-60,7.092,0.451,-61,4,4
7.086,1.855,-60,8.069,0.762,-60,7.327,0.326,-62,4,4
6.969,1.902,-62,7.991,0.787,-60,7.327,0.333,-62,4,4
6.891,1.967,-62,8.069,0.711,-60,7.405,0.32,-62,4,4
7.047,1.934,-62,8.069,0.46,-60,7.366,0.356,-61,4,4
6.852,1.987,-62,8.069,0.765,-60,7.756,0.137,-61,4,4
8.23,1.662,-60,8.03,0.79,-60,7.6,0.224,-61,4,4
7.008,1.763,-57,7.912,0.556,-61,7.795,0.144,-60,4,4
7.047,1.763,-63,8.069,0.703,-60,7.756,0.176,-61,4,4
10.459,3.237,-54,7.952,0.525,-60,7.444,0.289,-61,4,4
10.03,2.791,-57,8.147,0.375,-60,7.483,0.262,-61,4,4
6.852,2.063,-63,8.069,0.674,-60,7.444,0.361,-61,4,4
6.969,1.902,-57,7.912,0.433,-60,7.483,0.375,-61,4,4
7.008,1.811,-57,8.069,0.176,-60,7.561,0.227,-62,4,4
6.852,1.716,-62,7.991,0.213,-60,7.483,0.291,-62,4,4
6.852,1.568,-55,7.991,0.452,-59,7.483,0.341,-61,4,4
6.91,1.795,-63,8.069,0.297,-60,7.444,0.298,-61,4,4
7.008,1.885,-62,7.952,0.124,-59,7.639,0.187,-60,4,4
6.93,1.949,-63,8.049,0.181,-60,7.639,0.196,-61,4,4
6.852,1.784,-63,7.991,0.124,-59,7.483,0.226,-61,4,4
10.498,3.217,-57,8.03,0.073,-59,7.483,0.25,-61,4,4
6.852,1.759,-57,8.02,0.124,-59,7.209,0.367,-61,4,4
10.459,3.234,-57,7.249,0.83,-59,7.287,0.339,-61,4,4
6.93,1.72,-57,8.02,0.233,-59,7.17,0.371,-61,4,4
6.734,1.946,-62,8.03,0.127,-60,7.366,0.246,-61,4,4
6.891,1.911,-63,7.991,0.17,-59,7.209,0.364,-61,4,4
6.891,1.852,-63,8.069,0.14,-60,7.327,0.45,-61,4,4
6.891,1.928,-63,8.069,0.293,-60,7.444,0.395,-61,4,4
6.93,1.891,-63,8.069,0.527,-60,7.092,0.451,-61,4,4
6.852,1.741,-58,7.991,0.725,-60,7.288,0.364,-61,4,4
10.42,3.256,-57,7.991,0.669,-60,7.288,0.335,-61,4,4
