AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
7.789,0.371,-61,1.311,0.082,-47,11.037,1.192,-74,1,1
7.731,0.277,-61,0.999,0.186,-47,10.452,0.256,-72,1,1
7.731,0.442,-61,1.155,0.171,-47,9.368,0.661,-69,1,1
7.672,0.698,-62,1.194,0.206,-47,9.709,1.533,-67,1,1
7.643,2.609,-63,1.038,0.151,-46,9.748,2.35,-70,1,1
8.316,0.279,-59,1.047,0.136,-47,9.748,2.133,-71,1,1
7.76,0.41,-63,0.998,0.154,-47,10.452,1.887,-69,1,1
7.906,0.511,-64,1.077,0.153,-47,10.842,1.741,-69,1,1
7.906,0.224,-61,1.116,0.151,-47,10.764,1.818,-68,1,1
7.731,1.771,-62,1.077,0.159,-47,10.647,1.662,-68,1,1
7.467,2.036,-62,0.998,0.193,-47,10.569,1.653,-70,1,1
7.35,2.037,-64,1.077,0.086,-47,10.413,1.996,-75,1,1
7.408,2.027,-62,1.106,0.121,-47,9.485,0.458,-75,1,1
7.701,1.707,-62,1.018,0.17,-47,10.295,0.407,-67,1,1
7.643,1.244,-62,1.135,0.116,-46,10.725,1.609,-73,1,1
7.643,1.243,-61,1.018,0.12,-47,16.311,0.222,-70,1,1
7.76,1.637,-61,1.047,0.064,-46,10.92,1.429,-70,1,1
7.438,1.877,-62,1.077,0.163,-46,10.608,2.014,-68,1,1
7.731,1.676,-60,1.038,0.136,-47,10.022,2.128,-71,1,1
7.496,1.948,-62,0.989,0.188,-47,9.944,2.094,-73,1,1
7.291,1.834,-63,0.989,0.14,-47,10.334,2.307,-69,1,1
7.379,1.224,-64,1.116,0.059,-45,10.452,2.207,-69,1,1
7.613,0.238,-56,1.106,0.123,-47,10.413,2.299,-68,1,1
7.789,0.128,-60,1.106,0.055,-47,10.452,1.946,-68,1,1
7.584,0.265,-60,1.077,0.103,-47,10.452,2.046,-68,1,1
7.584,0.083,-61,1.047,0.14,-47,10.647,2.012,-70,1,1
7.525,0.211,-64,0.901,0.206,-47,10.608,2.042,-71,1,1
7.848,1.465,-65,0.959,0.117,-47,10.413,1.981,-70,1,1
