AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
8.668,0.918,-61,5.53,0.36,-58,7.932,1.005,-61,5,2
8.327,0.983,-57,5.647,0.18,-59,9.084,0.968,-65,5,2
10.211,0.676,-64,5.686,0.231,-57,8.371,1.057,-65,5,2
8.258,1.094,-66,5.842,0.143,-56,11.662,1.288,-65,5,2
8.346,0.965,-66,5.569,0.343,-57,10.842,1.636,-64,5,2
8.961,0.643,-61,5.569,0.325,-56,10.725,1.678,-63,5,2
8.785,0.787,-60,5.569,0.269,-56,11.194,0.157,-62,5,2
8.99,0.746,-62,5.686,0.258,-56,8.928,0.846,-62,5,2
8.428,1.954,-53,5.647,0.259,-56,8.196,1.466,-64,5,2
9.049,0.7,-62,5.647,0.263,-56,8.284,1.294,-66,5,2
9.313,0.669,-63,5.569,0.3,-57,8.313,1.299,-66,5,2
9.078,0.796,-65,5.686,0.192,-57,8.313,1.215,-66,5,2
8.99,0.5,-63,5.725,0.216,-60,8.313,1.001,-66,5,2
8.668,0.717,-55,5.569,0.273,-62,8.342,0.286,-67,5,2
8.063,1.664,-64,5.569,0.152,-56,8.313,1.195,-67,5,2
9.763,2.606,-63,5.569,0.364,-56,8.313,0.769,-67,5,2
8.239,1.317,-57,5.569,0.409,-56,8.049,1.211,-63,5,2
9.019,1.134,-59,5.491,0.333,-58,8.166,1.115,-63,5,2
9.107,0.61,-58,5.569,0.359,-55,8.518,0.815,-64,5,2
9.107,0.607,-59,5.608,0.181,-57,8.108,0.899,-64,5,2
9.857,0.621,-59,5.569,0.234,-59,9.983,0.64,-71,5,2
8.873,0.462,-58,5.491,0.3,-56,10.256,0.753,-67,5,2
8.932,0.683,-57,5.491,0.262,-56,8.313,1.189,-67,5,2
8.932,0.619,-59,5.569,0.252,-56,8.43,1.044,-65,5,2
9.02,0.614,-58,5.647,0.136,-57,8.577,0.932,-67,5,2
9.049,0.753,-59,5.569,0.235,-57,9.983,1.056,-68,5,2
9.166,0.484,-59,5.647,0.198,-57,9.368,0.964,-68,5,2
9.107,0.782,-61,5.53,0.267,-59,10.413,0.442,-67,5,2
9.225,0.628,-60,5.569,0.219,-57,8.342,0.888,-68,5,2
9.107,0.763,-59,5.491,0.262,-58,10.276,0.742,-66,5,2
9.283,0.619,-59,5.452,0.225,-57,9.573,0.906,-66,5,2
9.254,0.678,-59,5.53,0.238,-57,8.84,0.961,-66,5,2
9.156,0.817,-59,5.373,0.223,-57,8.459,1.019,-66,5,2
8.913,0.802,-54,5.608,0.195,-57,8.284,1.087,-67,5,2
9.137,0.729,-60,5.452,0.419,-56,8.459,0.966,-67,5,2
9.137,0.753,-59,5.608,0.171,-56,8.284,0.998,-67,5,2
9.283,0.528,-59,5.569,0.179,-57,8.166,1.334,-67,5,2
9.254,0.616,-60,5.725,0.194,-56,8.254,1.158,-67,5,2
9.283,0.682,-59,5.686,0.193,-56,8.108,1.146,-66,5,2
9.195,0.604,-59,5.608,0.229,-58,8.401,1.143,-67,5,2
9.107,0.724,-60,5.491,0.207,-57,8.371,1.028,-67,5,2
8.902,0.847,-59,5.569,0.221,-58,8.401,1.147,-66,5,2
8.99,0.763,-56,5.608,0.156,-58,8.518,1.094,-66,5,2
9.078,0.764,-59,5.569,0.276,-57,8.459,1.053,-66,5,2
9.371,0.462,-58,5.608,0.198,-57,8.606,0.9,-65,5,2
9.166,0.667,-55,5.53,0.215,-58,8.489,0.927,-66,5,2
9.371,0.862,-60,5.569,0.2,-58,8.547,0.988,-66,5,2
9.049,0.528,-58,5.647,0.219,-56,8.518,0.901,-66,5,2
9.137,0.287,-58,5.452,0.295,-57,8.342,1.009,-67,5,2
9.195,0.234,-59,5.569,0.212,-56,8.518,0.905,-67,5,2
9.225,0.375,-62,5.53,0.246,-58,8.518,1.048,-67,5,2
9.225,0.409,-56,5.608,0.234,-57,8.371,1.07,-66,5,2
9.049,0.427,-59,5.53,0.241,-57,8.489,0.949,-66,5,2
9.313,0.9,-56,5.608,0.208,-58,8.518,0.931,-66,5,2
9.117,0.97,-56,5.491,0.276,-57,8.635,0.923,-66,5,2
9.352,0.782,-56,5.53,0.293,-57,8.313,1.063,-66,5,2
9.117,0.921,-56,5.569,0.192,-57,8.313,1.013,-67,5,2
9.547,0.772,-55,5.53,0.182,-58,8.518,0.988,-66,5,2
9,0.963,-57,5.53,0.273,-56,8.664,0.856,-65,5,2
9.547,0.828,-58,5.569,0.146,-56,8.518,1.023,-66,5,2
8.609,0.321,-57,5.647,0.215,-57,8.811,0.94,-66,5,2
8.649,0.531,-56,5.608,0.217,-56,8.84,0.959,-66,5,2
8.229,0.415,-60,5.53,0.337,-58,8.84,0.767,-65,5,2
8.258,0.66,-61,5.452,0.166,-58,8.782,0.858,-65,5,2
7.1,2.49,-53,5.53,0.196,-56,8.459,0.974,-65,5,2
9,0.886,-57,5.413,0.178,-58,8.606,1.067,-65,5,2
8.922,1.132,-55,5.53,0.165,-58,8.547,0.939,-66,5,2
9.586,0.738,-56,5.608,0.192,-58,8.518,1.05,-65,5,2
9.781,0.6,-55,5.569,0.234,-58,8.547,1.101,-66,5,2
9.313,0.889,-56,5.608,0.183,-57,8.577,1.032,-65,5,2
9.898,0.556,-57,5.569,0.19,-58,8.577,0.973,-66,5,2
9.508,0.854,-58,5.569,0.219,-57,8.577,1.014,-66,5,2
9.508,0.691,-58,5.608,0.18,-57,8.489,0.976,-66,5,2
10.172,0.315,-56,5.608,0.156,-57,8.577,0.874,-66,5,2
9.664,0.598,-58,5.53,0.287,-57,8.665,1.005,-66,5,2
9.352,0.84,-56,5.53,0.235,-58,8.46,0.992,-66,5,2
9.273,0.878,-56,5.608,0.208,-57,8.577,0.893,-66,5,2
9.606,0.672,-56,5.53,0.175,-57,10.452,0.94,-65,5,2
9.313,0.859,-56,5.569,0.179,-57,9.133,0.746,-65,5,2
9.313,0.787,-56,5.569,0.174,-58,8.957,0.781,-65,5,2
8.545,1.374,-53,5.569,0.156,-58,9.661,0.952,-65,5,2
9.391,0.809,-56,5.569,0.2,-57,8.899,0.865,-65,5,2
9.352,0.84,-56,5.569,0.221,-58,9.016,0.753,-65,5,2
9.352,0.812,-56,5.53,0.216,-57,8.635,0.951,-65,5,2
9.166,0.87,-56,5.569,0.2,-57,8.606,0.972,-66,5,2
8.506,1.488,-51,5.686,0.153,-57,8.752,0.783,-65,5,2
9.313,0.718,-57,5.569,0.201,-57,8.664,0.929,-65,5,2
9.391,0.776,-56,5.491,0.278,-58,8.401,0.966,-65,5,2
9.586,0.714,-57,5.53,0.196,-58,8.489,0.872,-65,5,2
8.897,1.208,-53,5.491,0.264,-58,8.606,0.81,-66,5,2
9.469,0.781,-56,5.608,0.183,-58,8.694,0.815,-66,5,2
9.742,0.639,-56,5.569,0.163,-57,9.016,0.766,-65,5,2
9.43,0.743,-57,5.608,0.21,-58,8.84,0.844,-65,5,2
9.586,0.754,-56,5.569,0.19,-57,8.635,0.875,-65,5,2
9.547,0.76,-55,5.608,0.183,-57,8.723,0.977,-65,5,2
9.469,0.808,-56,5.569,0.175,-57,9.133,0.686,-65,5,2
9.469,0.782,-56,5.53,0.251,-57,8.957,0.882,-65,5,2
9.352,0.831,-56,5.647,0.241,-57,8.928,0.876,-65,5,2
9.43,0.787,-57,5.608,0.167,-57,8.723,0.871,-66,5,2
9.508,0.741,-57,5.608,0.163,-57,9.485,1.05,-65,5,2
9.43,0.801,-56,5.53,0.2,-57,9.69,0.856,-65,5,2
9.469,0.771,-56,5.491,0.249,-57,9.543,1.058,-65,5,2
9.43,0.803,-56,5.647,0.166,-57,9.514,0.949,-65,5,2
9.313,0.839,-56,5.569,0.212,-57,8.84,0.793,-66,5,2
9.508,0.791,-56,5.53,0.211,-58,8.606,0.984,-66,5,2
9.469,0.797,-56,5.53,0.197,-57,8.606,0.904,-66,5,2
9.508,0.69,-56,5.686,0.14,-58,8.518,0.904,-66,5,2
9.469,0.799,-56,5.569,0.19,-58,8.694,0.883,-65,5,2
9.508,0.761,-56,5.491,0.241,-57,8.87,0.899,-65,5,2
9.43,0.772,-56,5.491,0.197,-58,8.782,0.913,-65,5,2
9.469,0.731,-57,5.569,0.168,-57,8.635,0.929,-66,5,2
9.43,0.801,-56,5.725,0.172,-57,9.075,0.76,-66,5,2
9.391,0.851,-56,5.608,0.188,-57,8.957,0.815,-66,5,2
9.508,0.777,-56,5.53,0.229,-57,8.87,0.813,-65,5,2
9.391,0.804,-56,5.53,0.229,-57,8.928,0.818,-65,5,2
9.352,0.827,-56,5.413,0.293,-57,8.752,0.972,-65,5,2
9.391,0.835,-57,5.569,0.227,-57,8.665,0.924,-66,5,2
9.988,0.774,-55,5.53,0.209,-58,8.518,0.964,-66,5,2
9.391,0.793,-57,5.608,0.183,-58,8.635,0.832,-66,5,2
9.43,0.802,-57,5.53,0.207,-58,8.84,0.844,-66,5,2
9.508,0.767,-57,5.452,0.195,-58,8.606,0.875,-66,5,2
9.43,0.816,-56,5.569,0.167,-58,8.635,1.06,-65,5,2
9.469,0.697,-52,5.53,0.178,-58,8.577,0.94,-66,5,2
9.391,0.822,-57,5.452,0.257,-58,8.577,0.932,-66,5,2
9.391,0.849,-57,5.452,0.211,-58,8.43,1.12,-66,5,2
9.391,0.806,-56,5.53,0.207,-59,8.459,1.041,-66,5,2
9.014,1.085,-53,5.608,0.202,-57,8.635,1.036,-66,5,2
9.352,0.694,-53,5.53,0.219,-57,8.43,1.004,-66,5,2
9.391,0.824,-57,5.608,0.163,-57,8.371,1.12,-66,5,2
9.469,0.811,-57,5.53,0.22,-58,8.664,0.914,-66,5,2
9.469,0.783,-57,5.491,0.243,-57,8.518,0.982,-66,5,2
9.053,1.041,-53,5.569,0.228,-57,8.547,1.001,-66,5,2
9.391,0.732,-53,5.686,0.14,-58,8.489,1.072,-66,5,2
7.881,2.133,-53,5.608,0.171,-57,8.489,1.028,-66,5,2
9.625,0.638,-56,5.569,0.228,-57,8.664,0.905,-66,5,2
8.623,1.371,-53,5.608,0.172,-57,8.401,1.06,-66,5,2
9.391,0.809,-53,5.53,0.274,-57,8.577,0.992,-66,5,2
9.508,0.793,-52,5.608,0.193,-57,8.547,1.072,-66,5,2
9.508,0.746,-56,5.569,0.221,-57,8.635,1.047,-66,5,2
8.858,1.103,-53,5.491,0.276,-57,8.635,0.95,-66,5,2
9.391,0.761,-56,5.686,0.14,-58,8.518,1.022,-66,5,2
9.273,0.876,-53,5.608,0.193,-57,8.459,1.143,-66,5,2
9.17,0.973,-52,5.569,0.175,-58,8.635,0.87,-66,5,2
9.43,0.818,-53,5.491,0.215,-57,8.518,1.104,-66,5,2
9.43,0.796,-53,5.647,0.153,-57,8.518,1.106,-66,5,2
9.508,0.762,-56,5.608,0.226,-57,8.342,1.143,-66,5,2
9.391,0.809,-56,5.647,0.157,-58,8.342,1.116,-67,5,2
9.391,0.835,-56,5.647,0.198,-58,8.342,1.127,-66,5,2
9.469,0.793,-56,5.608,0.157,-57,8.43,1.063,-66,5,2
9.43,0.774,-56,5.608,0.179,-58,8.489,1.061,-66,5,2
9.753,0.731,-56,5.647,0.154,-58,8.577,1.023,-66,5,2
9.391,0.849,-56,5.686,0.14,-57,8.371,1.004,-67,5,2
9.391,0.793,-55,5.491,0.208,-57,8.489,1.015,-66,5,2
9.43,0.819,-56,5.569,0.19,-57,8.371,1.079,-66,5,2
9.586,0.717,-56,5.569,0.21,-57,8.371,1.04,-67,5,2
9.547,0.73,-57,5.569,0.242,-57,8.371,1.084,-66,5,2
8.428,1.496,-53,5.608,0.155,-58,8.489,1.025,-67,5,2
8.702,1.382,-52,5.608,0.217,-57,8.577,1.072,-66,5,2
9.508,0.682,-53,5.491,0.224,-57,8.664,0.916,-66,5,2
9.469,0.757,-57,5.647,0.242,-57,8.284,1.198,-66,5,2
9.547,0.691,-53,5.686,0.165,-57,8.606,1.013,-66,5,2
9.576,0.764,-57,5.608,0.201,-57,8.577,0.968,-66,5,2
9.625,0.694,-56,5.608,0.193,-57,8.43,1.055,-66,5,2
8.702,1.347,-53,5.569,0.265,-57,8.518,1.063,-66,5,2
8.975,1.137,-52,5.569,0.219,-57,8.547,0.901,-66,5,2
9.508,0.796,-55,5.569,0.219,-58,8.606,1.006,-66,5,2
9.547,0.699,-56,5.53,0.232,-57,8.694,0.927,-66,5,2
9.586,0.692,-53,5.569,0.201,-57,8.547,0.927,-66,5,2
9.625,0.719,-57,5.53,0.238,-57,8.606,0.955,-66,5,2
9.625,0.729,-53,5.608,0.249,-57,8.547,1.002,-66,5,2
9.249,0.921,-52,5.491,0.254,-57,8.547,1.077,-66,5,2
9.508,0.782,-56,5.608,0.212,-57,8.723,0.845,-66,5,2
8.897,1.199,-52,5.608,0.187,-58,8.518,0.99,-66,5,2
9.586,0.753,-57,5.53,0.266,-57,8.459,1.015,-66,5,2
9.625,0.712,-57,5.647,0.244,-57,8.811,0.895,-66,5,2
9.547,0.761,-56,5.608,0.206,-58,8.577,0.954,-66,5,2
9.469,0.84,-56,5.569,0.212,-58,8.577,0.991,-66,5,2
9.469,0.744,-56,5.647,0.272,-57,8.811,0.912,-58,5,2
9.469,0.784,-56,5.491,0.233,-57,9.016,0.805,-65,5,2
9.469,0.835,-56,5.608,0.203,-57,8.577,0.943,-65,5,2
9.249,0.911,-52,5.647,0.165,-57,8.43,1.09,-66,5,2
8.819,1.2,-52,5.647,0.154,-57,8.43,1.027,-66,5,2
9.209,0.936,-52,5.647,0.142,-57,8.782,0.954,-65,5,2
9.313,0.859,-56,5.452,0.285,-58,8.606,0.96,-65,5,2
9.43,0.748,-56,5.569,0.182,-58,8.723,0.894,-66,5,2
9.43,0.788,-56,5.608,0.217,-57,8.577,0.901,-66,5,2
9.312,0.868,-56,5.569,0.201,-57,8.782,0.897,-65,5,2
9.469,0.787,-56,5.569,0.224,-57,8.723,0.872,-65,5,2
9.664,0.635,-53,5.491,0.325,-57,8.752,0.883,-66,5,2
9.547,0.774,-57,5.491,0.225,-58,8.957,0.892,-65,5,2
9.547,0.724,-53,5.608,0.179,-57,8.899,0.79,-66,5,2
9.664,0.669,-53,5.647,0.198,-58,8.635,0.932,-65,5,2
9.469,0.782,-57,5.608,0.259,-57,8.782,0.813,-66,5,2
9.43,0.877,-56,5.608,0.227,-57,9.485,0.952,-65,5,2
9.664,0.659,-56,5.53,0.286,-57,8.577,0.95,-66,5,2
9.508,0.777,-52,5.53,0.236,-57,8.489,1.091,-66,5,2
9.459,0.786,-56,5.608,0.225,-57,9.397,1.225,-65,5,2
9.547,0.76,-57,5.647,0.188,-57,8.811,0.88,-66,5,2
9.488,0.812,-56,5.491,0.234,-58,8.518,1.017,-66,5,2
9.508,0.709,-52,5.647,0.198,-57,8.577,0.943,-66,5,2
9.547,0.784,-56,5.569,0.2,-57,8.518,0.912,-66,5,2
9.469,0.811,-57,5.686,0.193,-57,8.635,0.849,-66,5,2
8.584,1.498,-52,5.569,0.192,-57,8.782,0.878,-65,5,2
9.43,0.771,-56,5.686,0.176,-57,8.694,0.843,-66,5,2
9.586,0.736,-56,5.452,0.264,-57,8.489,1.033,-66,5,2
9.469,0.797,-56,5.53,0.254,-57,8.547,0.986,-66,5,2
9.508,0.79,-57,5.608,0.182,-58,8.811,0.913,-65,5,2
9.391,0.807,-56,5.53,0.246,-57,8.782,0.828,-66,5,2
9.313,0.748,-57,5.608,0.225,-57,8.723,0.966,-65,5,2
9.273,0.862,-56,5.686,0.197,-57,8.694,0.894,-66,5,2
9.469,0.784,-56,5.53,0.273,-57,8.665,0.891,-66,5,2
9.988,0.743,-52,5.569,0.224,-57,8.635,0.91,-65,5,2
9.469,0.769,-56,5.569,0.273,-57,8.694,0.961,-65,5,2
9.391,0.804,-56,5.491,0.241,-57,8.635,0.919,-65,5,2
9.547,0.76,-56,5.647,0.165,-57,8.665,1.015,-65,5,2
9.547,0.717,-56,5.608,0.233,-57,8.664,0.865,-66,5,2
9.508,0.727,-52,5.569,0.219,-57,8.664,0.914,-66,5,2
9.469,0.821,-52,5.686,0.14,-57,8.547,0.933,-66,5,2
9.092,1.091,-52,5.53,0.228,-57,8.635,0.951,-66,5,2
9.508,0.781,-56,5.53,0.237,-57,8.752,0.879,-65,5,2
9.547,0.708,-57,5.491,0.233,-58,8.547,0.974,-66,5,2
9.586,0.681,-56,5.53,0.219,-58,9.455,1.002,-65,5,2
9.43,0.801,-56,5.608,0.272,-58,8.665,0.918,-65,5,2
9.508,0.777,-57,5.647,0.188,-57,8.518,0.928,-66,5,2
9.288,0.928,-53,5.608,0.177,-57,8.694,0.861,-66,5,2
9.312,0.832,-57,5.53,0.229,-57,8.606,0.896,-66,5,2
9.508,0.768,-56,5.491,0.188,-57,8.752,0.919,-66,5,2
9.43,0.797,-56,5.53,0.237,-57,8.537,0.971,-66,5,2
8.545,1.525,-53,5.491,0.243,-57,8.577,0.965,-66,5,2
9.391,0.818,-56,5.53,0.246,-57,8.869,0.851,-66,5,2
9.43,0.816,-56,5.569,0.25,-57,8.459,0.99,-65,5,2
9.273,0.867,-57,5.686,0.176,-57,8.459,0.948,-66,5,2
9.508,0.752,-56,5.608,0.157,-57,8.782,0.815,-65,5,2
9.508,0.776,-56,5.53,0.266,-57,8.869,0.922,-65,5,2
9.43,0.789,-56,5.608,0.198,-57,8.43,1.019,-66,5,2
9.43,0.814,-57,5.569,0.176,-57,8.752,0.803,-65,5,2
9.508,0.814,-55,5.53,0.252,-57,8.577,0.879,-66,5,2
9.43,0.763,-56,5.491,0.237,-57,8.811,0.906,-65,5,2
9.469,0.707,-57,5.491,0.249,-58,8.723,0.9,-65,5,2
9.508,0.791,-56,5.569,0.21,-58,8.723,0.921,-65,5,2
9.508,0.782,-56,5.608,0.217,-58,8.694,0.868,-65,5,2
9.547,0.76,-56,5.608,0.179,-58,8.606,0.998,-65,5,2
9.391,0.793,-56,5.53,0.202,-58,8.752,0.833,-65,5,2
9.391,0.822,-56,5.569,0.238,-57,8.723,0.897,-65,5,2
9.469,0.712,-53,5.608,0.208,-57,8.577,1.066,-65,5,2
9.313,0.818,-56,5.569,0.221,-57,8.635,0.821,-65,5,2
9.391,0.829,-52,5.569,0.182,-58,8.664,0.908,-65,5,2
9.43,0.816,-56,5.491,0.215,-57,8.518,0.941,-66,5,2
8.584,1.38,-52,5.569,0.242,-57,8.489,0.921,-66,5,2
9.352,0.813,-56,5.452,0.249,-57,8.371,1.101,-66,5,2
9.43,0.818,-56,5.569,0.191,-57,8.577,0.945,-66,5,2
9.352,0.857,-56,5.452,0.348,-58,8.43,0.948,-66,5,2
9.352,0.799,-56,5.412,0.293,-58,8.459,0.988,-66,5,2
9.469,0.769,-56,5.491,0.256,-57,8.518,0.966,-66,5,2
9.391,0.82,-56,5.53,0.196,-58,8.577,0.97,-66,5,2
9.508,0.761,-57,5.491,0.197,-58,8.664,0.907,-66,5,2
9.43,0.816,-57,5.334,0.349,-57,8.46,0.979,-66,5,2
9.469,0.814,-57,5.647,0.182,-57,8.489,0.986,-66,5,2
9.469,0.708,-56,5.647,0.242,-57,8.489,0.937,-66,5,2
9.508,0.767,-57,5.53,0.238,-57,8.518,0.973,-66,5,2
9.508,0.682,-57,5.647,0.186,-57,8.606,0.942,-66,5,2
9.391,0.822,-56,5.53,0.209,-57,8.752,0.832,-66,5,2
9.508,0.795,-56,5.53,0.232,-57,8.664,0.88,-66,5,2
9.508,0.793,-57,5.569,0.2,-57,8.694,0.876,-65,5,2
9.508,0.733,-57,5.608,0.159,-57,8.606,1.008,-66,5,2
9.43,0.772,-57,5.569,0.18,-57,8.459,0.96,-66,5,2
9.469,0.802,-57,5.452,0.276,-57,8.665,0.933,-65,5,2
9.352,0.869,-56,5.491,0.188,-58,8.547,0.927,-65,5,2
9.508,0.765,-56,5.53,0.236,-58,8.694,0.872,-65,5,2
9.43,0.816,-56,5.452,0.243,-58,8.489,0.972,-66,5,2
9.469,0.784,-56,5.53,0.232,-58,8.84,0.849,-65,5,2
9.508,0.762,-52,5.569,0.212,-58,8.577,0.96,-66,5,2
9.391,0.763,-56,5.647,0.179,-59,8.489,1.031,-66,5,2
9.586,0.751,-56,5.608,0.229,-60,8.489,0.996,-66,5,2
9.547,0.77,-56,5.569,0.171,-59,9.25,1.017,-65,5,2
9.469,0.784,-57,5.608,0.174,-60,8.811,0.831,-65,5,2
9.508,0.807,-56,5.569,0.201,-60,8.635,0.954,-66,5,2
9.469,0.819,-56,5.569,0.191,-60,8.459,1.081,-66,5,2
9.43,0.816,-56,5.569,0.192,-60,8.869,0.849,-65,5,2
9.43,0.833,-56,5.569,0.215,-60,8.811,0.866,-65,5,2
9.547,0.77,-56,5.608,0.198,-59,8.752,0.883,-65,5,2
9.508,0.777,-56,5.452,0.259,-59,8.577,1.023,-66,5,2
8.819,1.264,-52,5.53,0.209,-59,8.635,0.863,-66,5,2
9.508,0.782,-57,5.491,0.216,-58,8.869,0.826,-65,5,2
9.459,0.783,-57,5.491,0.252,-58,8.547,0.953,-66,5,2
9.469,0.838,-56,5.491,0.207,-58,8.635,0.97,-65,5,2
