AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
2.789,0.337,-61,7.727,0.103,-65,6.194,0.14,-62,1,6
3.57,1.146,-55,7.483,0.086,-67,6.028,0.215,-63,1,6
4.625,0.414,-54,7.366,0.19,-66,6.145,0.178,-62,1,6
4.713,0.411,-58,7.288,0.121,-64,6.428,0.12,-61,1,6
4.596,0.619,-60,7.434,0.127,-65,6.194,0.183,-60,1,6
3.102,0.926,-63,7.463,0.175,-66,6.037,0.234,-59,1,6
4.156,1.022,-59,7.668,0.17,-64,6.155,0.164,-61,1,6
4.654,0.325,-59,7.405,0.114,-65,6.155,0.183,-60,1,6
4.508,1.26,-56,7.229,0.386,-61,6.077,0.198,-60,1,6
5.445,0.659,-60,7.581,0.154,-64,6.077,0.207,-59,1,6
3.629,0.679,-59,7.522,0.094,-64,6.194,0.125,-59,1,6
4.479,0.331,-62,7.522,0.12,-64,6.194,0.172,-60,1,6
4.479,0.235,-61,7.581,0.159,-66,6.233,0.064,-65,1,6
4.508,0.291,-63,7.463,0.266,-62,6.311,0.173,-63,1,6
4.244,0.374,-61,7.581,0.155,-64,6.233,0.19,-63,1,6
4.977,0.592,-60,7.581,0.17,-64,6.233,0.214,-62,1,6
5.484,0.442,-61,7.551,0.13,-65,6.077,0.262,-63,1,6
5.387,0.374,-61,7.405,0.142,-66,6.076,0.269,-63,1,6
5.953,0.173,-61,7.561,0.07,-64,6.272,0.187,-63,1,6
5.68,0.331,-61,7.463,0.15,-63,6.116,0.248,-62,1,6
5.592,0.311,-60,7.522,0.137,-63,6.077,0.292,-62,1,6
5.445,0.503,-56,7.522,0.143,-65,6.116,0.248,-63,1,6
5.592,0.294,-61,7.209,0.096,-64,6.194,0.226,-62,1,6
5.104,0.906,-60,7.561,0.154,-63,6.116,0.272,-63,1,6
5.68,0.195,-60,7.61,0.193,-65,6.116,0.263,-63,1,6
5.68,0.199,-59,7.405,0.269,-65,6.155,0.248,-63,1,6
5.758,0.15,-59,7.522,0.11,-64,6.194,0.232,-63,1,6
5.738,0.127,-59,7.522,0.104,-64,6.077,0.285,-63,1,6
5.738,0.11,-59,7.561,0.1,-63,6.116,0.255,-62,1,6
5.387,0.163,-58,7.434,0.187,-64,6.077,0.288,-63,1,6
5.006,0.223,-56,7.522,0.12,-63,6.155,0.249,-62,1,6
4.947,0.258,-56,7.287,0.111,-63,6.116,0.22,-62,1,6
4.977,0.248,-56,7.375,0.129,-62,6.194,0.258,-63,1,6
4.801,0.261,-56,7.522,0.177,-64,6.155,0.223,-63,1,6
5.094,0.153,-56,7.483,0.302,-63,6.116,0.248,-63,1,6
4.918,0.228,-56,7.522,0.118,-63,6.116,0.249,-62,1,6
4.947,0.231,-56,7.405,0.14,-64,6.077,0.268,-63,1,6
4.918,0.294,-56,7.405,0.153,-64,6.077,0.294,-63,1,6
5.094,0.317,-56,7.346,0.219,-63,6.077,0.288,-62,1,6
4.947,0.273,-56,7.317,0.2,-64,6.077,0.288,-63,1,6
5.289,1.365,-52,7.581,0.14,-64,6.194,0.231,-63,1,6
5.25,1.687,-52,7.405,0.163,-63,6.155,0.235,-63,1,6
5.035,0.222,-56,7.405,0.142,-63,6.155,0.277,-63,1,6
5.006,0.216,-56,7.463,0.177,-62,6.194,0.214,-63,1,6
4.918,0.28,-56,7.522,0.138,-62,6.116,0.26,-63,1,6
4.977,0.209,-56,7.405,0.061,-62,6.077,0.307,-63,1,6
5.367,1.707,-52,7.483,0.128,-63,6.037,0.311,-63,1,6
