AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y
8.375,0.486,-63,9.905,1.275,-68,0.53,0.294,-50,6,8
7.359,0.917,-55,12.21,0.465,-69,0.53,0.555,-49,6,8
6.969,0.484,-58,10.959,0.337,-69,0.569,0.504,-49,6,8
6.656,0.121,-64,12.913,0.113,-71,0.373,0.677,-50,6,8
6.813,2.053,-59,13,1.808,-75,0.452,1.415,-49,6,8
7.701,0.34,-58,12.092,0.274,-62,0.256,0.464,-52,6,8
7.789,1.739,-54,12.014,0.127,-66,0.373,0.556,-52,6,8
7.281,0.925,-62,11.682,0.22,-66,0.412,0.683,-49,6,8
7.555,0.113,-62,10.999,0.477,-66,0.373,0.441,-51,6,8
7.164,0.809,-64,11.887,0.122,-66,0.412,0.381,-51,6,8
7.516,0.368,-60,11.887,0.112,-67,0.452,1.024,-49,6,8
6.787,1.682,-58,12.034,0.11,-67,0.412,1.098,-52,6,8
7.437,0.348,-62,11.887,0.114,-67,0.452,0.924,-51,6,8
7.555,0.308,-60,11.887,0.166,-67,0.491,1.082,-50,6,8
8.023,0.508,-60,11.829,0.224,-66,0.451,1.111,-50,6,8
7.398,0.173,-59,11.916,0.135,-66,0.491,1.112,-51,6,8
7.828,0.085,-55,12.034,0.117,-67,0.491,0.904,-51,6,8
7.398,0.294,-61,11.916,0.135,-66,0.491,0.932,-51,6,8
6.852,0.385,-60,11.916,0.182,-66,0.451,0.963,-51,6,8
7.437,0.427,-60,11.916,0.105,-66,0.452,0.977,-51,6,8
7.467,0.131,-61,11.936,0.085,-67,0.412,0.997,-51,6,8
6.891,0.342,-60,11.799,0.159,-67,0.491,0.978,-51,6,8
7.75,0.147,-60,11.916,0.157,-66,0.491,0.978,-51,6,8
7.633,0.202,-62,11.77,0.128,-67,0.412,1.04,-51,6,8
7.242,0.257,-61,11.858,0.159,-66,0.491,0.932,-51,6,8
