AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
7.75,0.218,-57,2.307,0.999,-52,10.061,0.654,-70,5,1,7,9,7,0,0,9
7.789,0.207,-59,2.395,0.974,-52,10.139,0.663,-71,5,1,7,9,7,0,0,9
7.945,0.089,-60,2.424,0.694,-52,10.022,1.033,-74,5,1,7,9,7,0,0,9
7.994,0.192,-60,2.278,0.821,-54,10.178,0.911,-74,5,1,7,9,7,0,0,9
8.023,0.143,-61,2.219,1.089,-55,11.545,0.461,-73,5,1,7,9,7,0,0,9
7.555,0.216,-63,2.483,1.011,-55,9.28,0.53,-73,5,1,7,9,7,0,0,9
8.023,0.259,-62,2.717,1.053,-52,11.125,0.236,-74,5,1,7,9,7,0,0,9
7.75,0.324,-61,2.366,1.127,-50,10.92,0.378,-70,5,1,7,9,7,0,0,9
7.516,0.287,-63,2.512,0.996,-48,11.545,0.237,-73,5,1,7,9,7,0,0,9
7.516,0.189,-63,2.424,0.731,-51,11.155,0.681,-68,5,1,7,9,7,0,0,9
7.906,0.152,-61,2.483,1.029,-50,10.686,0.481,-77,5,1,7,9,7,0,0,9
7.672,0.4,-63,2.541,0.871,-53,11.506,0.167,-71,5,1,7,9,7,0,0,9
7.867,0.155,-61,2.629,0.968,-53,11.858,0.168,-74,5,1,7,9,7,0,0,9
7.789,0.173,-61,2.395,0.805,-51,11.741,0.165,-75,5,1,7,9,7,0,0,9
7.867,0.201,-61,2.6,0.979,-51,11.623,0.139,-72,5,1,7,9,7,0,0,9
7.906,0.153,-60,2.541,0.876,-51,11.653,0.235,-74,5,1,7,9,7,0,0,9
7.906,0.096,-58,2.424,0.948,-52,11.389,0.453,-69,5,1,7,9,7,0,0,9
7.867,0.312,-61,2.512,1.158,-51,11.711,0.254,-68,5,1,7,9,7,0,0,9
7.945,0.233,-64,2.454,1.141,-53,11.77,0.205,-71,5,1,7,9,7,0,0,9
7.594,0.332,-63,2.454,0.905,-51,11.858,0.175,-73,5,1,7,9,7,0,0,9
7.789,0.195,-62,2.336,1.14,-50,11.975,0.386,-67,5,1,7,9,7,0,0,9
7.76,0.129,-61,2.6,0.971,-50,10.92,0.705,-74,5,1,7,9,7,0,0,9
7.672,0.222,-61,2.366,0.932,-53,10.803,0.779,-73,5,1,7,9,7,0,0,9
7.725,0.177,-57,2.629,1.151,-50,12.063,0.173,-72,5,1,7,9,7,0,0,9
7.789,0.089,-59,2.746,1.036,-49,11.799,0.234,-70,5,1,7,9,7,0,0,9
7.828,0.079,-59,2.629,1.003,-50,11.594,0.551,-68,5,1,7,9,7,0,0,9
7.936,0.094,-59,2.688,0.882,-51,12.356,0.252,-69,5,1,7,9,7,0,0,9
7.818,0.136,-58,2.776,0.718,-51,11.858,0.354,-70,5,1,7,9,7,0,0,9
7.936,0.113,-56,2.659,1.062,-50,11.897,0.174,-69,5,1,7,9,7,0,0,9
7.994,0.115,-61,2.717,0.826,-51,10.764,0.64,-68,5,1,7,9,7,0,0,9
8.063,0.235,-54,2.659,0.886,-52,11.467,0.465,-73,5,1,7,9,7,0,0,9
7.984,0.122,-60,2.6,0.661,-53,11.78,0.201,-72,5,1,7,9,7,0,0,9
7.906,0.063,-61,2.6,0.95,-50,11.623,0.131,-72,5,1,7,9,7,0,0,9
7.569,0.301,-58,2.629,1.082,-49,10.256,0.979,-69,5,1,7,9,7,0,0,9
7.867,0.155,-63,2.6,0.958,-50,10.1,1.022,-69,5,1,7,9,7,0,0,9
7.651,0.517,-59,2.366,0.909,-51,12.239,0.193,-71,5,1,7,9,7,0,0,9
7.965,0.106,-60,2.512,1.037,-51,9.866,1.265,-71,5,1,7,9,7,0,0,9
7.945,0.071,-62,2.483,1.202,-50,9.748,1.252,-69,5,1,7,9,7,0,0,9
8.101,0.083,-61,2.483,1.053,-50,10.178,0.996,-69,5,1,7,9,7,0,0,9
7.918,0.264,-58,2.512,1.134,-49,9.866,1.11,-72,5,1,7,9,7,0,0,9
7.906,0.081,-58,2.512,1.158,-49,10.334,0.95,-70,5,1,7,9,7,0,0,9
7.848,0.091,-61,2.454,1.063,-49,10.061,1.074,-69,5,1,7,9,7,0,0,9
7.75,0.457,-59,2.541,0.906,-51,9.709,1.205,-70,5,1,7,9,7,0,0,9
7.945,0.228,-59,2.366,1.149,-53,10.178,1.015,-70,5,1,7,9,7,0,0,9
8.023,0.105,-59,2.483,1.207,-49,10.335,0.933,-69,5,1,7,9,7,0,0,9
7.867,0.185,-60,2.366,1.224,-51,10.373,0.945,-70,5,1,7,9,7,0,0,9
7.848,0.153,-60,2.512,0.856,-49,10.413,0.974,-69,5,1,7,9,7,0,0,9
7.789,0.174,-60,2.512,1.071,-51,10.256,0.977,-67,5,1,7,9,7,0,0,9
7.867,0.093,-59,2.512,1.132,-51,10.53,0.75,-68,5,1,7,9,7,0,0,9
7.906,0.063,-63,2.405,1.204,-48,10.686,0.572,-68,5,1,7,9,7,0,0,9
7.945,0.129,-60,2.483,1.073,-50,10.491,0.609,-69,5,1,7,9,7,0,0,9
7.828,0.104,-60,2.366,1.207,-48,10.686,0.588,-69,5,1,7,9,7,0,0,9
7.906,0.063,-60,2.454,1.196,-50,10.803,0.51,-70,5,1,7,9,7,0,0,9
8.141,0.071,-60,2.395,1.208,-49,10.452,0.779,-69,5,1,7,9,7,0,0,9
8.141,0.106,-60,2.454,1.122,-50,10.491,0.864,-69,5,1,7,9,7,0,0,9
7.76,0.125,-60,2.395,1.122,-49,10.53,0.681,-69,5,1,7,9,7,0,0,9
7.711,0.14,-60,2.395,1.134,-49,10.178,0.95,-70,5,1,7,9,7,0,0,9
7.867,0.547,-55,2.454,1.065,-51,10.178,0.894,-68,5,1,7,9,7,0,0,9
8.023,0.058,-60,2.454,1.138,-50,10.295,0.823,-68,5,1,7,9,7,0,0,9
7.75,0.185,-59,2.424,1.097,-50,10.452,0.717,-68,5,1,7,9,7,0,0,9
8.082,0.069,-57,2.395,1.093,-50,9.827,1.098,-68,5,1,7,9,7,0,0,9
8.023,0.088,-59,2.395,1.055,-50,10.686,0.821,-69,5,1,7,9,7,0,0,9
8.141,0.088,-59,2.454,1.082,-49,10.061,0.954,-67,5,1,7,9,7,0,0,9
7.867,0.104,-62,2.395,1.093,-49,9.983,1.111,-68,5,1,7,9,7,0,0,9
7.555,0.451,-59,2.424,1.116,-50,10.256,1.006,-68,5,1,7,9,7,0,0,9
7.965,0.092,-60,2.424,1.047,-50,10.334,0.831,-68,5,1,7,9,7,0,0,9
7.71,0.624,-58,2.512,1.071,-50,10.295,0.889,-68,5,1,7,9,7,0,0,9
7.555,0.268,-61,2.512,0.974,-50,10.413,0.735,-69,5,1,7,9,7,0,0,9
8.023,0.062,-60,2.454,1.009,-50,10.295,0.696,-68,5,1,7,9,7,0,0,9
7.789,0.19,-60,2.483,1.097,-49,10.295,0.763,-69,5,1,7,9,7,0,0,9
7.828,0.156,-58,2.512,1.075,-51,10.725,0.657,-69,5,1,7,9,7,0,0,9
7.789,0.124,-60,2.483,1.053,-50,10.764,0.619,-69,5,1,7,9,7,0,0,9
7.856,0.264,-58,2.6,1.025,-50,10.022,1.001,-70,5,1,7,9,7,0,0,9
8.141,0.108,-60,2.454,1.005,-51,10.256,0.863,-70,5,1,7,9,7,0,0,9
7.984,0.133,-58,2.512,1.045,-51,10.1,0.961,-68,5,1,7,9,7,0,0,9
7.984,0.129,-59,2.512,1.035,-51,10.452,0.749,-69,5,1,7,9,7,0,0,9
8.17,0.478,-54,2.483,1.047,-50,10.452,0.846,-69,5,1,7,9,7,0,0,9
7.906,0.207,-59,2.483,1.029,-51,9.905,1.003,-68,5,1,7,9,7,0,0,9
7.828,0.152,-54,2.454,1.1,-50,10.1,0.905,-68,5,1,7,9,7,0,0,9
8.062,0.085,-59,2.483,1.094,-50,10.491,0.77,-69,5,1,7,9,7,0,0,9
8.082,0.069,-59,2.512,1.061,-50,10.53,0.737,-69,5,1,7,9,7,0,0,9
7.867,0.185,-59,2.541,1.12,-50,10.061,1.056,-69,5,1,7,9,7,0,0,9
8.053,0.145,-57,2.483,1.125,-50,10.295,0.88,-69,5,1,7,9,7,0,0,9
7.945,0.136,-59,2.336,1.219,-50,11.116,0.39,-70,5,1,7,9,7,0,0,9
8.023,0.063,-57,2.366,1.224,-50,10.764,0.55,-69,5,1,7,9,7,0,0,9
8.101,0.094,-58,2.395,1.21,-50,11.194,0.375,-70,5,1,7,9,7,0,0,9
7.994,0.09,-58,2.395,1.207,-51,10.959,0.562,-70,5,1,7,9,7,0,0,9
7.994,0.106,-59,2.366,1.202,-51,10.491,0.728,-69,5,1,7,9,7,0,0,9
8.063,0.09,-54,2.454,1.124,-50,10.686,0.658,-69,5,1,7,9,7,0,0,9
8.102,0.061,-58,2.454,1.119,-50,10.647,0.488,-70,5,1,7,9,7,0,0,9
8.053,0.111,-58,2.395,1.137,-49,10.374,0.747,-70,5,1,7,9,7,0,0,9
8.053,0.164,-58,2.571,0.876,-50,10.061,0.878,-69,5,1,7,9,7,0,0,9
7.936,0.113,-58,2.541,0.862,-50,10.022,0.902,-69,5,1,7,9,7,0,0,9
7.936,0.154,-58,2.541,0.853,-50,10.452,0.644,-68,5,1,7,9,7,0,0,9
8.17,0.089,-58,2.483,0.932,-50,10.608,0.651,-69,5,1,7,9,7,0,0,9
7.984,0.124,-59,2.366,0.969,-49,10.764,0.534,-68,5,1,7,9,7,0,0,9
8.141,0.077,-58,2.395,1.032,-49,10.608,0.638,-69,5,1,7,9,7,0,0,9
7.945,0.097,-58,2.424,1.021,-49,10.53,0.632,-68,5,1,7,9,7,0,0,9
8.023,0.104,-59,2.483,1.053,-49,10.725,0.406,-69,5,1,7,9,7,0,0,9
7.984,0.09,-58,2.483,1.045,-49,10.725,0.495,-70,5,1,7,9,7,0,0,9
8.141,0.074,-58,2.424,1.073,-49,10.881,0.396,-69,5,1,7,9,7,0,0,9
7.965,0.153,-58,2.307,1.132,-48,10.92,0.487,-70,5,1,7,9,7,0,0,9
7.936,0.227,-59,2.395,1.11,-49,10.842,0.404,-69,5,1,7,9,7,0,0,9
8.111,0.065,-58,2.336,1.066,-49,10.53,0.549,-68,5,1,7,9,7,0,0,9
8.101,0.087,-58,2.454,1.042,-49,10.53,0.519,-69,5,1,7,9,7,0,0,9
7.888,0.177,-53,2.366,1.188,-49,10.569,0.56,-69,5,1,7,9,7,0,0,9
8.023,0.143,-54,2.454,1.176,-49,10.803,0.493,-70,5,1,7,9,7,0,0,9
8.141,0.159,-54,2.395,1.243,-50,10.881,0.402,-70,5,1,7,9,7,0,0,9
7.829,0.237,-58,2.454,1.127,-49,10.725,0.456,-70,5,1,7,9,7,0,0,9
7.965,0.157,-58,2.395,1.127,-50,10.686,0.501,-69,5,1,7,9,7,0,0,9
8.023,0.131,-58,2.541,1.086,-49,10.998,0.265,-70,5,1,7,9,7,0,0,9
7.994,0.197,-58,2.336,1.254,-49,10.803,0.457,-69,5,1,7,9,7,0,0,9
7.994,0.165,-59,2.424,1.127,-50,10.686,0.543,-69,5,1,7,9,7,0,0,9
7.936,0.165,-58,2.395,1.149,-50,10.452,0.574,-69,5,1,7,9,7,0,0,9
8.053,0.114,-59,2.424,1.095,-50,10.608,0.509,-69,5,1,7,9,7,0,0,9
8.053,0.093,-59,2.424,1.155,-49,10.647,0.531,-70,5,1,7,9,7,0,0,9
7.936,0.104,-58,2.336,1.234,-50,10.725,0.517,-70,5,1,7,9,7,0,0,9
7.965,0.136,-59,2.366,1.202,-50,10.686,0.443,-69,5,1,7,9,7,0,0,9
8.053,0.089,-59,2.307,1.172,-50,10.53,0.491,-69,5,1,7,9,7,0,0,9
7.994,0.123,-59,2.424,1.172,-49,10.764,0.431,-69,5,1,7,9,7,0,0,9
7.906,0.124,-59,2.424,1.151,-49,10.608,0.614,-69,5,1,7,9,7,0,0,9
7.877,0.513,-57,2.483,1.107,-49,10.452,0.629,-68,5,1,7,9,7,0,0,9
7.965,0.121,-59,2.366,1.166,-49,10.608,0.509,-68,5,1,7,9,7,0,0,9
7.877,0.143,-58,2.336,1.186,-48,10.452,0.621,-68,5,1,7,9,7,0,0,9
7.994,0.138,-58,2.336,1.194,-49,10.569,0.563,-68,5,1,7,9,7,0,0,9
7.818,0.223,-58,2.424,1.167,-49,10.452,0.678,-68,5,1,7,9,7,0,0,9
7.818,0.188,-58,2.424,1.12,-50,10.686,0.621,-69,5,1,7,9,7,0,0,9
7.877,0.081,-60,2.336,1.203,-49,10.491,0.653,-68,5,1,7,9,7,0,0,9
7.848,0.154,-59,2.307,1.212,-50,10.608,0.598,-69,5,1,7,9,7,0,0,9
8.082,0.141,-58,2.366,1.027,-49,10.413,0.689,-69,5,1,7,9,7,0,0,9
7.965,0.121,-59,2.336,1.181,-49,10.334,0.746,-69,5,1,7,9,7,0,0,9
7.965,0.153,-59,2.454,1.122,-48,10.1,0.701,-68,5,1,7,9,7,0,0,9
8.023,0.085,-59,2.454,1.027,-50,10.139,0.681,-68,5,1,7,9,7,0,0,9
7.965,0.123,-59,2.366,1.069,-47,10.334,0.631,-69,5,1,7,9,7,0,0,9
7.984,0.083,-59,2.19,1.405,-51,10.256,0.777,-68,5,1,7,9,7,0,0,9
7.936,0.108,-59,2.424,1.383,-50,10.491,0.584,-67,5,1,7,9,7,0,0,9
7.984,0.081,-60,2.454,0.885,-49,10.256,0.771,-68,5,1,7,9,7,0,0,9
7.984,0.127,-59,2.366,1.24,-50,10.139,0.855,-69,5,1,7,9,7,0,0,9
7.994,0.532,-55,2.395,1.111,-49,9.905,0.947,-68,5,1,7,9,7,0,0,9
7.984,0.069,-59,2.307,1.101,-50,10.178,0.896,-69,5,1,7,9,7,0,0,9
7.906,0.107,-58,2.424,0.885,-49,10.53,0.753,-70,5,1,7,9,7,0,0,9
7.936,0.081,-58,2.424,1.059,-49,10.452,0.759,-70,5,1,7,9,7,0,0,9
7.945,0.373,-55,2.454,0.777,-49,10.452,0.769,-70,5,1,7,9,7,0,0,9
7.945,0.093,-59,2.454,0.967,-49,10.647,0.87,-71,5,1,7,9,7,0,0,9
7.828,0.14,-59,2.307,1.019,-49,10.608,0.74,-71,5,1,7,9,7,0,0,9
7.936,0.685,-55,2.483,0.821,-49,10.452,0.781,-69,5,1,7,9,7,0,0,9
7.984,0.173,-59,2.395,1.015,-49,10.295,0.771,-67,5,1,7,9,7,0,0,9
7.818,0.602,-57,2.395,1.015,-49,10.53,0.58,-67,5,1,7,9,7,0,0,9
7.867,0.114,-59,2.395,0.953,-49,10.373,0.805,-69,5,1,7,9,7,0,0,9
7.789,0.111,-59,2.454,0.926,-49,10.334,0.86,-67,5,1,7,9,7,0,0,9
7.867,0.099,-59,2.278,1.017,-48,10.452,0.633,-68,5,1,7,9,7,0,0,9
7.906,0.163,-59,2.366,0.821,-48,10.374,0.7,-67,5,1,7,9,7,0,0,9
7.828,0.381,-59,2.395,0.936,-48,10.178,1.011,-71,5,1,7,9,7,0,0,9
7.867,0.194,-59,2.248,1.086,-49,10.178,0.939,-68,5,1,7,9,7,0,0,9
7.906,0.149,-59,2.483,0.837,-48,9.944,0.985,-69,5,1,7,9,7,0,0,9
8.101,0.081,-59,2.424,1.097,-50,10.061,0.821,-69,5,1,7,9,7,0,0,9
7.984,0.096,-59,2.395,1.073,-50,10.022,0.799,-69,5,1,7,9,7,0,0,9
7.867,0.143,-59,2.454,0.869,-51,10.1,0.847,-70,5,1,7,9,7,0,0,9
7.906,0.137,-58,2.395,1.051,-51,9.944,1.008,-69,5,1,7,9,7,0,0,9
8.053,0.512,-54,2.454,1.023,-50,9.787,1.045,-69,5,1,7,9,7,0,0,9
8.023,0.094,-58,2.395,0.998,-50,9.827,1.013,-67,5,1,7,9,7,0,0,9
7.867,0.12,-58,2.454,1.082,-50,9.944,0.968,-66,5,1,7,9,7,0,0,9
7.936,0.089,-58,2.395,1.03,-49,10.061,0.954,-67,5,1,7,9,7,0,0,9
7.867,0.138,-58,2.395,0.957,-49,10.022,0.98,-69,5,1,7,9,7,0,0,9
7.906,0.376,-54,2.512,0.876,-50,10.217,0.917,-70,5,1,7,9,7,0,0,9
7.789,0.179,-58,2.336,0.926,-49,9.944,0.982,-70,5,1,7,9,7,0,0,9
7.945,0.088,-58,2.424,0.862,-49,10.53,0.725,-70,5,1,7,9,7,0,0,9
7.906,0.108,-58,2.483,0.798,-49,10.92,0.686,-70,5,1,7,9,7,0,0,9
7.945,0.126,-58,2.395,0.922,-49,12.063,0.2,-68,5,1,7,9,7,0,0,9
7.945,0.091,-58,2.424,0.96,-49,10.92,0.483,-70,5,1,7,9,7,0,0,9
8.023,0.131,-58,2.454,0.909,-49,9.748,1.092,-70,5,1,7,9,7,0,0,9
7.906,0.106,-58,2.483,0.872,-49,10.295,0.942,-70,5,1,7,9,7,0,0,9
7.906,0.184,-57,2.424,0.926,-48,9.983,1.048,-69,5,1,7,9,7,0,0,9
7.984,0.144,-58,2.483,0.919,-49,9.944,1.04,-68,5,1,7,9,7,0,0,9
8.141,0.571,-56,2.395,0.837,-49,9.983,1.071,-68,5,1,7,9,7,0,0,9
