AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
4.721,1.17,-63,6.741,0.271,-55,4.358,1.974,-66,3,5,7,9,7,0,0,9
5.504,0.497,-63,6.506,0.47,-56,4.504,1.092,-64,3,5,7,9,7,0,0,9
4.361,1.337,-60,6.496,0.128,-56,4.885,0.649,-63,3,5,7,9,7,0,0,9
4.625,0.936,-62,6.623,0.222,-55,5.94,0.722,-64,3,5,7,9,7,0,0,9
4.479,1.185,-65,6.389,0.261,-55,4.797,0.931,-66,3,5,7,9,7,0,0,9
5.016,0.856,-62,6.506,0.396,-55,4.504,1.015,-68,3,5,7,9,7,0,0,9
4.771,0.865,-63,6.741,0.439,-55,4.534,1.26,-65,3,5,7,9,7,0,0,9
4.703,1.076,-61,6.584,0.266,-56,6.467,1.35,-64,3,5,7,9,7,0,0,9
4.859,1.047,-61,6.702,0.171,-56,4.504,0.978,-64,3,5,7,9,7,0,0,9
5.006,0.976,-63,6.78,0.373,-55,5.002,0.771,-62,3,5,7,9,7,0,0,9
4.918,1.118,-61,6.663,0.141,-55,4.885,0.882,-63,3,5,7,9,7,0,0,9
5.094,0.86,-62,6.623,1.819,-55,4.739,0.711,-64,3,5,7,9,7,0,0,9
4.947,0.988,-62,6.389,0.515,-57,5.217,0.753,-63,3,5,7,9,7,0,0,9
5.182,0.89,-60,6.496,0.187,-56,4.709,0.811,-63,3,5,7,9,7,0,0,9
5.006,0.918,-62,6.545,0.261,-54,5.002,0.856,-64,3,5,7,9,7,0,0,9
4.801,1.158,-64,6.496,0.142,-55,4.866,0.858,-64,3,5,7,9,7,0,0,9
5.152,1.003,-63,6.623,0.107,-54,6.145,1.39,-62,3,5,7,9,7,0,0,9
4.684,1.311,-59,6.623,0.178,-55,6.028,1.353,-63,3,5,7,9,7,0,0,9
4.487,1.636,-65,6.614,0.18,-55,4.944,0.874,-63,3,5,7,9,7,0,0,9
4.753,1.44,-62,6.663,0.087,-56,4.621,0.996,-63,3,5,7,9,7,0,0,9
4.742,1.143,-65,6.702,0.153,-55,4.709,0.969,-63,3,5,7,9,7,0,0,9
5.035,0.613,-62,6.78,0.133,-56,4.944,0.839,-62,3,5,7,9,7,0,0,9
4.654,1.304,-57,6.584,0.225,-56,4.944,0.784,-63,3,5,7,9,7,0,0,9
4.82,1.293,-63,6.731,0.166,-56,4.416,1.077,-64,3,5,7,9,7,0,0,9
5.641,0.121,-58,6.623,0.146,-55,4.68,0.855,-63,3,5,7,9,7,0,0,9
5.416,1.084,-53,6.663,0.215,-55,5.032,0.713,-62,3,5,7,9,7,0,0,9
11.755,1.664,-58,6.623,0.147,-55,6.467,1.709,-60,3,5,7,9,7,0,0,9
5.299,0.182,-56,6.663,0.172,-55,5.178,0.704,-62,3,5,7,9,7,0,0,9
5.475,0.481,-57,6.702,0.186,-55,4.797,0.933,-62,3,5,7,9,7,0,0,9
5.562,0.738,-58,6.702,0.187,-55,5.061,0.759,-62,3,5,7,9,7,0,0,9
5.357,0.698,-59,6.741,0.162,-55,4.797,0.811,-63,3,5,7,9,7,0,0,9
5.445,0.282,-58,6.702,0.141,-55,4.856,0.861,-63,3,5,7,9,7,0,0,9
4.06,1.159,-56,6.663,0.264,-55,5.119,0.716,-63,3,5,7,9,7,0,0,9
5.397,0.178,-56,6.663,0.235,-55,4.885,0.904,-63,3,5,7,9,7,0,0,9
5.328,3.576,-53,6.741,0.207,-55,4.973,0.817,-62,3,5,7,9,7,0,0,9
5.299,2.009,-59,6.663,0.227,-55,6.35,1.295,-62,3,5,7,9,7,0,0,9
5.046,2.409,-53,6.741,0.297,-56,6.409,1.516,-61,3,5,7,9,7,0,0,9
5.269,0.265,-59,6.78,0.195,-55,5.032,0.764,-62,3,5,7,9,7,0,0,9
5.104,0.578,-55,6.78,0.256,-55,4.651,0.966,-63,3,5,7,9,7,0,0,9
5.357,0.484,-59,6.741,0.163,-56,4.592,1.029,-63,3,5,7,9,7,0,0,9
5.24,0.524,-59,6.741,0.312,-55,4.621,1.019,-63,3,5,7,9,7,0,0,9
5.445,0.536,-59,6.702,0.44,-55,4.534,1.003,-63,3,5,7,9,7,0,0,9
5.416,0.414,-59,6.78,0.216,-56,4.856,0.744,-63,3,5,7,9,7,0,0,9
5.416,0.238,-58,6.819,0.271,-55,4.563,1.086,-63,3,5,7,9,7,0,0,9
5.269,0.205,-59,6.78,0.277,-56,4.856,0.935,-63,3,5,7,9,7,0,0,9
5.289,0.343,-58,6.819,0.15,-55,4.856,0.849,-63,3,5,7,9,7,0,0,9
5.357,0.2,-61,6.78,0.178,-55,4.475,1.071,-63,3,5,7,9,7,0,0,9
5.387,0.311,-59,6.663,0.195,-55,5.032,0.796,-62,3,5,7,9,7,0,0,9
5.416,0.16,-59,6.702,0.204,-55,6.584,1.748,-63,3,5,7,9,7,0,0,9
5.211,0.197,-58,6.702,0.241,-55,4.885,0.904,-63,3,5,7,9,7,0,0,9
5.328,0.217,-59,6.702,0.213,-55,6.233,1.549,-65,3,5,7,9,7,0,0,9
5.504,2.683,-54,6.78,0.126,-55,4.885,0.923,-63,3,5,7,9,7,0,0,9
5.299,0.242,-59,6.623,0.201,-55,4.944,0.791,-64,3,5,7,9,7,0,0,9
5.445,0.208,-58,6.702,0.25,-56,4.621,0.998,-64,3,5,7,9,7,0,0,9
5.387,0.271,-58,6.663,0.247,-55,4.944,0.796,-63,3,5,7,9,7,0,0,9
5.387,0.243,-59,6.663,0.318,-55,4.768,0.909,-63,3,5,7,9,7,0,0,9
5.416,0.273,-58,6.663,0.299,-56,4.739,0.92,-63,3,5,7,9,7,0,0,9
5.416,0.319,-57,6.663,0.251,-56,4.621,1.014,-63,3,5,7,9,7,0,0,9
5.544,0.315,-57,6.819,0.148,-56,4.768,0.924,-64,3,5,7,9,7,0,0,9
5.727,0.161,-58,6.819,0.199,-56,4.905,0.841,-62,3,5,7,9,7,0,0,9
5.299,0.539,-59,6.819,0.165,-56,4.68,1.005,-63,3,5,7,9,7,0,0,9
