AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
4.625,0.456,-59,5.325,0.953,-58,7.346,1.387,-63,5,4,7,9,7,0,0,9
5.186,0.727,-55,5.559,1.424,-60,7.522,1.251,-62,5,4,7,9,7,0,0,9
4.781,0.52,-59,5.325,0.717,-58,7.698,0.556,-65,5,4,7,9,7,0,0,9
4.312,1.387,-54,5.09,0.934,-64,7.522,0.783,-62,5,4,7,9,7,0,0,9
4.43,1.998,-58,5.588,1.717,-64,7.463,1.047,-62,5,4,7,9,7,0,0,9
4.508,0.691,-58,5.559,0.187,-57,7.551,1.226,-62,5,4,7,9,7,0,0,9
4.391,0.598,-59,5.588,0.703,-59,7.581,0.928,-61,5,4,7,9,7,0,0,9
4.391,0.674,-59,5.617,0.569,-57,7.727,0.985,-61,5,4,7,9,7,0,0,9
4.43,0.627,-59,5.471,0.649,-59,7.61,1.051,-62,5,4,7,9,7,0,0,9
4.312,0.699,-60,5.354,0.824,-58,7.61,0.956,-62,5,4,7,9,7,0,0,9
4.43,0.599,-61,5.442,0.771,-61,7.698,0.867,-61,5,4,7,9,7,0,0,9
4.312,0.738,-60,5.442,0.823,-59,7.61,0.921,-61,5,4,7,9,7,0,0,9
4.43,0.592,-60,5.295,0.892,-59,7.698,0.929,-61,5,4,7,9,7,0,0,9
4.391,0.628,-58,5.383,0.834,-59,7.668,0.925,-61,5,4,7,9,7,0,0,9
4.352,0.692,-60,5.5,0.816,-61,7.639,0.954,-61,5,4,7,9,7,0,0,9
4.391,0.595,-59,5.354,0.823,-59,7.668,0.885,-61,5,4,7,9,7,0,0,9
4.391,0.663,-59,5.442,0.828,-62,7.61,0.978,-61,5,4,7,9,7,0,0,9
4.43,0.649,-59,5.354,0.978,-60,7.698,0.931,-60,5,4,7,9,7,0,0,9
