AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
5.368,1.413,-51,6.936,0.303,-56,3.498,0.823,-58,3,6,7,9,7,0,0,9
5.621,0.451,-55,6.975,0.286,-56,3.537,0.822,-58,3,6,7,9,7,0,0,9
5.485,1.136,-52,6.936,0.328,-57,3.577,0.803,-58,3,6,7,9,7,0,0,9
5.445,1.241,-57,6.975,0.266,-57,3.537,0.792,-58,3,6,7,9,7,0,0,9
5.533,1.314,-57,7.014,0.246,-57,3.577,0.775,-58,3,6,7,9,7,0,0,9
5.533,1.313,-57,6.936,0.326,-57,3.655,0.751,-58,3,6,7,9,7,0,0,9
5.602,1.26,-56,6.975,0.311,-57,3.616,0.754,-58,3,6,7,9,7,0,0,9
5.65,0.496,-56,7.053,0.232,-57,3.577,0.84,-58,3,6,7,9,7,0,0,9
5.445,1.261,-56,7.014,0.32,-57,3.577,0.796,-58,3,6,7,9,7,0,0,9
5.68,1.203,-55,7.092,0.284,-57,3.538,0.798,-58,3,6,7,9,7,0,0,9
5.602,1.032,-56,7.053,0.248,-57,3.577,0.793,-58,3,6,7,9,7,0,0,9
5.797,1.432,-55,7.053,0.25,-57,3.616,0.722,-58,3,6,7,9,7,0,0,9
5.484,1.073,-55,7.014,0.295,-57,3.616,0.737,-58,3,6,7,9,7,0,0,9
5.738,1.062,-55,6.975,0.309,-57,3.577,0.775,-58,3,6,7,9,7,0,0,9
5.875,0.792,-56,7.053,0.272,-56,3.537,0.846,-58,3,6,7,9,7,0,0,9
5.826,1.539,-56,6.975,0.284,-56,3.655,0.759,-58,3,6,7,9,7,0,0,9
5.797,1.004,-55,7.014,0.285,-57,3.694,0.686,-58,3,6,7,9,7,0,0,9
5.68,1.243,-56,6.936,0.381,-56,3.537,0.817,-58,3,6,7,9,7,0,0,9
5.68,1.323,-55,6.858,0.337,-56,3.577,0.796,-58,3,6,7,9,7,0,0,9
5.641,1.147,-54,6.897,0.337,-56,3.655,0.743,-58,3,6,7,9,7,0,0,9
5.621,1.021,-55,6.936,0.304,-56,3.498,0.823,-58,3,6,7,9,7,0,0,9
5.309,1.305,-51,6.858,0.306,-56,3.655,0.764,-58,3,6,7,9,7,0,0,9
5.709,1.362,-52,6.819,0.385,-56,3.655,0.759,-58,3,6,7,9,7,0,0,9
5.768,1.102,-56,6.936,0.294,-56,3.694,0.73,-59,3,6,7,9,7,0,0,9
5.592,1.265,-52,6.975,0.27,-56,3.655,0.74,-58,3,6,7,9,7,0,0,9
5.68,1.278,-55,6.858,0.354,-56,3.537,0.814,-58,3,6,7,9,7,0,0,9
5.709,1.113,-55,6.897,0.313,-56,3.655,0.726,-58,3,6,7,9,7,0,0,9
5.621,1.191,-55,6.858,0.329,-56,3.537,0.849,-58,3,6,7,9,7,0,0,9
5.562,1.221,-56,6.897,0.378,-56,3.577,0.796,-58,3,6,7,9,7,0,0,9
5.68,1.163,-55,6.819,0.34,-56,3.655,0.748,-58,3,6,7,9,7,0,0,9
5.602,1.232,-56,6.819,0.344,-56,3.498,0.821,-58,3,6,7,9,7,0,0,9
5.563,1.163,-57,6.858,0.343,-56,3.616,0.747,-58,3,6,7,9,7,0,0,9
5.738,1.106,-56,6.858,0.36,-56,3.538,0.798,-58,3,6,7,9,7,0,0,9
5.65,1.179,-56,6.858,0.304,-56,3.577,0.782,-58,3,6,7,9,7,0,0,9
5.65,1.132,-56,6.858,0.354,-56,3.42,0.858,-58,3,6,7,9,7,0,0,9
5.768,1.084,-56,6.858,0.334,-56,3.538,0.832,-58,3,6,7,9,7,0,0,9
5.621,1.116,-56,6.936,0.32,-56,3.537,0.805,-58,3,6,7,9,7,0,0,9
5.562,1.221,-56,6.897,0.354,-56,3.655,0.801,-58,3,6,7,9,7,0,0,9
5.592,1.136,-56,6.975,0.269,-56,3.694,0.708,-58,3,6,7,9,7,0,0,9
5.621,1.133,-56,6.975,0.297,-56,3.577,0.784,-58,3,6,7,9,7,0,0,9
5.602,1.202,-55,6.858,0.365,-56,3.498,0.804,-58,3,6,7,9,7,0,0,9
5.826,1.095,-56,6.975,0.289,-56,3.616,0.763,-58,3,6,7,9,7,0,0,9
5.592,1.186,-56,6.858,0.343,-56,3.498,0.852,-58,3,6,7,9,7,0,0,9
5.621,1.249,-56,6.858,0.268,-57,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.68,1.181,-56,6.936,0.346,-57,3.537,0.803,-58,3,6,7,9,7,0,0,9
5.68,1.146,-56,6.897,0.331,-56,3.655,0.74,-58,3,6,7,9,7,0,0,9
5.65,1.107,-56,6.975,0.335,-56,3.537,0.817,-58,3,6,7,9,7,0,0,9
5.621,1.163,-56,6.858,0.378,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.65,1.175,-56,6.936,0.294,-56,3.577,0.798,-58,3,6,7,9,7,0,0,9
5.221,1.427,-52,6.897,0.319,-56,3.616,0.795,-58,3,6,7,9,7,0,0,9
5.562,1.202,-56,6.858,0.348,-56,3.537,0.847,-58,3,6,7,9,7,0,0,9
5.592,1.035,-52,6.936,0.34,-57,3.577,0.77,-58,3,6,7,9,7,0,0,9
5.592,1.093,-56,6.897,0.324,-57,3.577,0.796,-58,3,6,7,9,7,0,0,9
5.416,1.234,-56,6.975,0.309,-56,3.537,0.817,-58,3,6,7,9,7,0,0,9
5.387,1.252,-55,6.858,0.374,-56,3.537,0.858,-58,3,6,7,9,7,0,0,9
5.68,0.956,-56,6.936,0.277,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.592,1.03,-56,6.897,0.348,-56,3.577,0.826,-58,3,6,7,9,7,0,0,9
5.621,0.999,-56,6.819,0.34,-56,3.616,0.776,-58,3,6,7,9,7,0,0,9
5.523,1.126,-52,6.936,0.328,-56,3.537,0.805,-58,3,6,7,9,7,0,0,9
5.621,1.186,-56,6.936,0.301,-56,3.616,0.826,-58,3,6,7,9,7,0,0,9
5.514,1.212,-52,6.975,0.284,-56,3.498,0.85,-58,3,6,7,9,7,0,0,9
5.592,1.058,-51,6.897,0.345,-56,3.577,0.798,-58,3,6,7,9,7,0,0,9
5.563,1.048,-56,6.897,0.357,-56,3.616,0.731,-58,3,6,7,9,7,0,0,9
5.709,0.996,-56,6.936,0.316,-56,3.616,0.766,-58,3,6,7,9,7,0,0,9
5.738,0.944,-55,6.858,0.337,-56,3.498,0.823,-58,3,6,7,9,7,0,0,9
5.738,1.027,-56,6.858,0.337,-56,3.459,0.882,-58,3,6,7,9,7,0,0,9
5.68,1.258,-55,6.975,0.282,-56,3.577,0.816,-58,3,6,7,9,7,0,0,9
5.602,1.26,-56,6.975,0.271,-56,3.498,0.894,-58,3,6,7,9,7,0,0,9
5.65,1.236,-56,6.858,0.368,-56,3.577,0.813,-58,3,6,7,9,7,0,0,9
5.864,1.081,-54,6.936,0.254,-56,3.498,0.852,-58,3,6,7,9,7,0,0,9
5.68,1.108,-52,6.975,0.296,-56,3.577,0.783,-58,3,6,7,9,7,0,0,9
5.641,1.04,-56,6.936,0.31,-56,3.577,0.759,-58,3,6,7,9,7,0,0,9
5.68,1.003,-52,6.975,0.284,-56,3.577,0.796,-58,3,6,7,9,7,0,0,9
5.65,1.196,-55,7.014,0.305,-56,3.577,0.818,-58,3,6,7,9,7,0,0,9
5.68,1.163,-55,6.975,0.265,-56,3.616,0.766,-58,3,6,7,9,7,0,0,9
5.533,1.221,-56,6.975,0.306,-56,3.577,0.782,-58,3,6,7,9,7,0,0,9
5.641,1.134,-55,6.858,0.348,-56,3.498,0.807,-58,3,6,7,9,7,0,0,9
5.621,1.076,-55,6.936,0.325,-56,3.616,0.795,-58,3,6,7,9,7,0,0,9
5.592,1.188,-55,6.858,0.303,-56,3.616,0.766,-58,3,6,7,9,7,0,0,9
5.621,1.249,-56,6.936,0.288,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.485,1.239,-52,6.858,0.321,-56,3.498,0.862,-58,3,6,7,9,7,0,0,9
5.339,1.334,-50,7.053,0.224,-56,3.498,0.885,-58,3,6,7,9,7,0,0,9
5.533,1.203,-52,6.936,0.319,-56,3.655,0.734,-58,3,6,7,9,7,0,0,9
5.807,1.024,-51,6.897,0.327,-56,3.537,0.834,-58,3,6,7,9,7,0,0,9
5.65,1.242,-51,6.936,0.259,-56,3.616,0.776,-58,3,6,7,9,7,0,0,9
5.563,1.239,-55,6.819,0.34,-56,3.577,0.79,-58,3,6,7,9,7,0,0,9
5.504,1.16,-52,6.936,0.287,-56,3.577,0.811,-58,3,6,7,9,7,0,0,9
5.68,1.221,-55,7.014,0.245,-56,3.577,0.811,-58,3,6,7,9,7,0,0,9
5.562,1.264,-56,7.014,0.258,-56,3.616,0.814,-58,3,6,7,9,7,0,0,9
5.563,1.369,-56,6.936,0.266,-56,3.577,0.808,-58,3,6,7,9,7,0,0,9
5.621,1.134,-56,6.819,0.355,-57,3.537,0.803,-58,3,6,7,9,7,0,0,9
5.65,1.236,-56,6.858,0.32,-56,3.537,0.817,-58,3,6,7,9,7,0,0,9
5.562,1.205,-56,6.975,0.249,-56,3.694,0.743,-58,3,6,7,9,7,0,0,9
5.65,1.161,-56,6.897,0.331,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.738,1.17,-56,6.858,0.378,-56,3.577,0.811,-58,3,6,7,9,7,0,0,9
5.621,1.011,-56,6.936,0.288,-56,3.577,0.798,-58,3,6,7,9,7,0,0,9
5.621,1.25,-56,6.936,0.274,-56,3.577,0.811,-58,3,6,7,9,7,0,0,9
5.68,0.746,-56,6.936,0.271,-57,3.459,0.911,-58,3,6,7,9,7,0,0,9
5.65,0.499,-56,6.936,0.304,-56,3.616,0.768,-58,3,6,7,9,7,0,0,9
5.65,1.236,-56,6.897,0.318,-56,3.498,0.836,-58,3,6,7,9,7,0,0,9
5.621,1.156,-56,6.936,0.341,-56,3.616,0.806,-58,3,6,7,9,7,0,0,9
5.621,1.272,-56,6.975,0.318,-56,3.577,0.782,-58,3,6,7,9,7,0,0,9
5.65,1.082,-56,6.897,0.327,-56,3.733,0.705,-58,3,6,7,9,7,0,0,9
5.709,1.133,-56,6.858,0.331,-56,3.577,0.814,-58,3,6,7,9,7,0,0,9
5.738,1.12,-56,6.897,0.331,-56,3.577,0.828,-58,3,6,7,9,7,0,0,9
5.563,1.161,-55,6.936,0.315,-56,3.577,0.838,-58,3,6,7,9,7,0,0,9
5.65,1.159,-55,6.819,0.34,-56,3.577,0.8,-58,3,6,7,9,7,0,0,9
5.562,1.263,-55,6.975,0.251,-56,3.616,0.795,-58,3,6,7,9,7,0,0,9
5.592,1.264,-56,6.897,0.287,-56,3.498,0.834,-58,3,6,7,9,7,0,0,9
5.68,1.163,-56,6.897,0.27,-56,3.577,0.811,-58,3,6,7,9,7,0,0,9
5.533,1.122,-56,6.897,0.319,-56,3.655,0.772,-58,3,6,7,9,7,0,0,9
5.621,1.229,-56,6.858,0.364,-56,3.616,0.756,-58,3,6,7,9,7,0,0,9
5.797,1.069,-56,6.936,0.28,-56,3.537,0.817,-58,3,6,7,9,7,0,0,9
5.709,0.988,-56,6.897,0.327,-56,3.577,0.816,-58,3,6,7,9,7,0,0,9
5.719,1.116,-56,6.897,0.306,-56,3.577,0.77,-58,3,6,7,9,7,0,0,9
5.68,1.078,-56,6.858,0.338,-56,3.577,0.782,-58,3,6,7,9,7,0,0,9
5.602,1.046,-51,6.897,0.306,-56,3.498,0.88,-58,3,6,7,9,7,0,0,9
5.339,1.348,-55,6.975,0.314,-56,3.498,0.847,-58,3,6,7,9,7,0,0,9
5.592,1.041,-52,6.897,0.331,-56,3.655,0.732,-58,3,6,7,9,7,0,0,9
5.592,1.206,-55,6.975,0.264,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.563,1.204,-55,6.897,0.343,-56,3.655,0.779,-58,3,6,7,9,7,0,0,9
5.65,1.196,-55,6.975,0.272,-56,3.498,0.887,-58,3,6,7,9,7,0,0,9
5.533,1.218,-56,6.975,0.287,-56,3.537,0.774,-58,3,6,7,9,7,0,0,9
5.533,1.198,-56,6.975,0.335,-56,3.538,0.821,-58,3,6,7,9,7,0,0,9
5.709,1.195,-52,6.897,0.278,-56,3.577,0.756,-58,3,6,7,9,7,0,0,9
5.709,1.149,-56,6.936,0.317,-56,3.616,0.754,-58,3,6,7,9,7,0,0,9
5.515,1.273,-55,6.936,0.266,-56,3.616,0.786,-58,3,6,7,9,7,0,0,9
5.368,1.228,-52,7.014,0.262,-56,3.42,0.878,-58,3,6,7,9,7,0,0,9
5.592,1.229,-56,6.936,0.341,-56,3.616,0.765,-58,3,6,7,9,7,0,0,9
5.563,1.204,-53,6.975,0.282,-56,3.498,0.834,-58,3,6,7,9,7,0,0,9
5.738,1.072,-51,6.897,0.379,-56,3.459,0.867,-58,3,6,7,9,7,0,0,9
5.592,1.171,-56,6.897,0.331,-56,3.616,0.76,-58,3,6,7,9,7,0,0,9
5.592,1.21,-56,6.819,0.321,-56,3.577,0.768,-58,3,6,7,9,7,0,0,9
5.641,1.109,-52,6.975,0.267,-56,3.537,0.844,-58,3,6,7,9,7,0,0,9
5.621,1.081,-56,7.014,0.27,-56,3.616,0.792,-58,3,6,7,9,7,0,0,9
5.485,1.317,-52,6.975,0.25,-56,3.655,0.726,-58,3,6,7,9,7,0,0,9
5.309,1.382,-52,6.936,0.316,-56,3.537,0.822,-58,3,6,7,9,7,0,0,9
5.621,1.102,-52,7.014,0.298,-56,3.577,0.783,-58,3,6,7,9,7,0,0,9
5.592,1.206,-56,6.897,0.297,-56,3.498,0.85,-58,3,6,7,9,7,0,0,9
5.562,1.221,-56,6.858,0.354,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.808,1.099,-55,6.975,0.307,-56,3.616,0.765,-58,3,6,7,9,7,0,0,9
5.709,1.173,-56,6.975,0.318,-56,3.655,0.748,-58,3,6,7,9,7,0,0,9
5.621,1.211,-56,6.897,0.343,-57,3.459,0.869,-58,3,6,7,9,7,0,0,9
5.738,1.137,-56,6.975,0.297,-56,3.537,0.829,-58,3,6,7,9,7,0,0,9
5.602,1.202,-55,6.975,0.306,-56,3.655,0.701,-58,3,6,7,9,7,0,0,9
5.68,1.095,-52,6.897,0.318,-56,3.616,0.794,-58,3,6,7,9,7,0,0,9
5.914,1.372,-51,6.858,0.388,-56,3.537,0.774,-58,3,6,7,9,7,0,0,9
5.368,1.411,-51,6.975,0.315,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.855,1.055,-55,6.975,0.311,-56,3.577,0.803,-58,3,6,7,9,7,0,0,9
6.031,1.035,-54,6.819,0.335,-56,3.577,0.796,-58,3,6,7,9,7,0,0,9
5.856,1.031,-55,6.897,0.312,-56,3.655,0.732,-58,3,6,7,9,7,0,0,9
5.885,0.984,-55,6.819,0.36,-56,3.616,0.789,-58,3,6,7,9,7,0,0,9
5.808,1.103,-51,6.975,0.289,-56,3.616,0.776,-58,3,6,7,9,7,0,0,9
5.738,1.151,-55,6.819,0.327,-56,3.538,0.8,-58,3,6,7,9,7,0,0,9
5.943,1.019,-51,6.858,0.283,-56,3.577,0.814,-58,3,6,7,9,7,0,0,9
5.738,1.153,-56,6.819,0.34,-56,3.616,0.752,-58,3,6,7,9,7,0,0,9
5.768,1.195,-56,6.858,0.338,-56,3.655,0.764,-58,3,6,7,9,7,0,0,9
5.826,1.209,-55,6.936,0.281,-56,3.616,0.76,-58,3,6,7,9,7,0,0,9
5.826,1.207,-54,6.897,0.325,-56,3.537,0.844,-58,3,6,7,9,7,0,0,9
5.885,1.26,-55,6.936,0.307,-56,3.616,0.779,-58,3,6,7,9,7,0,0,9
5.856,1.177,-55,6.819,0.322,-56,3.616,0.795,-58,3,6,7,9,7,0,0,9
5.914,0.975,-55,6.858,0.334,-56,3.537,0.803,-58,3,6,7,9,7,0,0,9
5.826,1.229,-55,6.897,0.334,-56,3.498,0.821,-58,3,6,7,9,7,0,0,9
5.826,0.96,-55,6.936,0.306,-56,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.738,1.077,-55,6.936,0.286,-56,3.577,0.77,-58,3,6,7,9,7,0,0,9
5.856,1.27,-56,6.975,0.302,-56,3.508,0.873,-58,3,6,7,9,7,0,0,9
5.826,1.268,-55,6.936,0.287,-56,3.537,0.844,-58,3,6,7,9,7,0,0,9
5.749,1.206,-51,7.014,0.326,-56,3.537,0.803,-58,3,6,7,9,7,0,0,9
5.856,1.289,-55,6.897,0.331,-56,3.498,0.821,-58,3,6,7,9,7,0,0,9
5.885,1.276,-55,6.975,0.257,-56,3.577,0.77,-58,3,6,7,9,7,0,0,9
5.885,1.217,-55,6.936,0.327,-56,3.577,0.773,-58,3,6,7,9,7,0,0,9
5.856,1.172,-55,6.975,0.29,-56,3.616,0.779,-58,3,6,7,9,7,0,0,9
5.826,1.197,-54,6.936,0.271,-56,3.577,0.798,-58,3,6,7,9,7,0,0,9
5.797,1.027,-55,7.014,0.268,-56,3.498,0.818,-58,3,6,7,9,7,0,0,9
5.855,1.155,-55,6.936,0.259,-56,3.616,0.747,-58,3,6,7,9,7,0,0,9
5.368,1.561,-56,6.936,0.315,-56,3.459,0.842,-58,3,6,7,9,7,0,0,9
5.797,1.183,-55,6.936,0.279,-56,3.537,0.865,-58,3,6,7,9,7,0,0,9
5.943,1.129,-55,6.897,0.325,-56,3.577,0.765,-58,3,6,7,9,7,0,0,9
5.914,1.076,-51,6.897,0.28,-56,3.537,0.829,-58,3,6,7,9,7,0,0,9
5.836,1.103,-52,6.936,0.31,-56,3.577,0.798,-58,3,6,7,9,7,0,0,9
5.973,1.269,-55,6.936,0.334,-56,3.655,0.712,-58,3,6,7,9,7,0,0,9
6.128,1.28,-48,6.858,0.331,-56,3.537,0.847,-58,3,6,7,9,7,0,0,9
5.826,1.013,-55,6.897,0.305,-56,3.537,0.849,-58,3,6,7,9,7,0,0,9
5.981,1.138,-54,6.936,0.328,-56,3.577,0.873,-58,3,6,7,9,7,0,0,9
5.768,1.156,-55,6.936,0.294,-56,3.577,0.798,-58,3,6,7,9,7,0,0,9
6.002,0.728,-51,6.975,0.273,-56,3.537,0.902,-58,3,6,7,9,7,0,0,9
5.885,0.814,-55,6.936,0.4,-56,3.655,0.769,-58,3,6,7,9,7,0,0,9
5.855,1.037,-54,7.014,0.243,-57,3.616,0.779,-58,3,6,7,9,7,0,0,9
6.061,0.256,-55,6.975,0.317,-57,3.577,0.771,-58,3,6,7,9,7,0,0,9
6.031,0.776,-55,6.975,0.361,-56,3.537,0.789,-58,3,6,7,9,7,0,0,9
6.002,1.044,-55,6.975,0.343,-56,3.577,0.814,-58,3,6,7,9,7,0,0,9
6.002,1.061,-55,6.897,0.405,-56,3.577,0.844,-58,3,6,7,9,7,0,0,9
5.885,1.158,-55,7.053,0.25,-56,3.577,0.823,-58,3,6,7,9,7,0,0,9
5.943,1.131,-55,7.053,0.317,-56,3.537,0.849,-58,3,6,7,9,7,0,0,9
5.885,0.864,-55,7.131,0.293,-56,3.616,0.795,-58,3,6,7,9,7,0,0,9
5.826,1.129,-55,7.014,0.313,-56,3.459,0.881,-58,3,6,7,9,7,0,0,9
5.943,0.98,-55,7.092,0.281,-56,3.616,0.794,-58,3,6,7,9,7,0,0,9
5.885,0.813,-55,7.014,0.32,-57,3.577,0.816,-58,3,6,7,9,7,0,0,9
5.856,1.019,-55,7.053,0.329,-57,3.655,0.729,-58,3,6,7,9,7,0,0,9
5.943,0.945,-55,7.053,0.287,-57,3.616,0.792,-58,3,6,7,9,7,0,0,9
5.914,1.005,-55,7.053,0.329,-57,3.459,0.898,-59,3,6,7,9,7,0,0,9
5.953,0.66,-55,7.131,0.259,-57,3.537,0.821,-58,3,6,7,9,7,0,0,9
5.749,1.011,-50,7.014,0.349,-57,3.577,0.828,-58,3,6,7,9,7,0,0,9
5.992,0.714,-50,7.053,0.288,-57,3.577,0.798,-58,3,6,7,9,7,0,0,9
6.061,0.195,-55,7.131,0.323,-57,3.459,0.875,-58,3,6,7,9,7,0,0,9
5.797,0.086,-55,7.092,0.295,-57,3.577,0.787,-58,3,6,7,9,7,0,0,9
5.973,0.199,-55,6.975,0.333,-56,3.616,0.781,-58,3,6,7,9,7,0,0,9
5.885,0.389,-55,7.014,0.348,-57,3.498,0.862,-58,3,6,7,9,7,0,0,9
5.992,0.672,-51,7.014,0.374,-57,3.655,0.748,-58,3,6,7,9,7,0,0,9
5.855,0.928,-55,7.092,0.354,-57,3.577,0.801,-58,3,6,7,9,7,0,0,9
5.943,0.719,-55,7.014,0.323,-57,3.537,0.859,-58,3,6,7,9,7,0,0,9
6.002,0.697,-55,6.975,0.343,-57,3.498,0.821,-58,3,6,7,9,7,0,0,9
6.148,0.122,-55,7.053,0.274,-57,3.577,0.765,-58,3,6,7,9,7,0,0,9
6.09,0.571,-55,7.131,0.259,-57,3.537,0.849,-58,3,6,7,9,7,0,0,9
6.148,0.797,-55,6.975,0.318,-57,3.537,0.819,-58,3,6,7,9,7,0,0,9
6.002,0.166,-55,7.053,0.309,-57,3.537,0.832,-58,3,6,7,9,7,0,0,9
5.973,0.958,-55,6.975,0.318,-56,3.577,0.828,-58,3,6,7,9,7,0,0,9
6.178,0.76,-55,7.092,0.315,-56,3.694,0.713,-58,3,6,7,9,7,0,0,9
6.09,0.9,-54,7.092,0.309,-56,3.537,0.846,-58,3,6,7,9,7,0,0,9
5.914,0.954,-55,7.17,0.223,-56,3.616,0.76,-58,3,6,7,9,7,0,0,9
5.973,0.904,-55,7.092,0.326,-56,3.577,0.826,-58,3,6,7,9,7,0,0,9
5.943,0.934,-54,7.131,0.312,-57,3.616,0.779,-58,3,6,7,9,7,0,0,9
6.031,0.751,-51,7.092,0.311,-57,3.616,0.781,-58,3,6,7,9,7,0,0,9
5.954,1.013,-51,7.092,0.281,-57,3.616,0.776,-58,3,6,7,9,7,0,0,9
5.837,1.077,-51,7.053,0.28,-57,3.655,0.72,-58,3,6,7,9,7,0,0,9
6.031,0.969,-55,7.053,0.317,-57,3.616,0.814,-58,3,6,7,9,7,0,0,9
6.031,0.95,-55,7.092,0.267,-56,3.577,0.803,-58,3,6,7,9,7,0,0,9
6.031,1.008,-55,6.936,0.328,-56,3.577,1.302,-51,3,6,7,9,7,0,0,9
5.885,1.047,-55,7.092,0.309,-56,3.616,0.794,-58,3,6,7,9,7,0,0,9
5.856,1.055,-55,7.131,0.306,-56,3.616,0.797,-58,3,6,7,9,7,0,0,9
5.973,0.948,-55,7.014,0.285,-56,3.577,0.826,-58,3,6,7,9,7,0,0,9
6.002,0.927,-51,7.053,0.322,-57,3.498,0.878,-58,3,6,7,9,7,0,0,9
6.031,0.958,-55,7.053,0.319,-57,3.498,0.85,-58,3,6,7,9,7,0,0,9
5.826,1.055,-50,7.131,0.286,-57,3.537,0.836,-58,3,6,7,9,7,0,0,9
