AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
5.875,0.892,-52,10.012,0.723,-56,4.045,0.493,-62,1,7,7,9,7,0,0,9
5.875,0.948,-52,10.071,0.486,-58,2.991,0.495,-54,1,7,7,9,7,0,0,9
6.109,0.743,-50,9.983,0.551,-58,3.684,0.166,-62,1,7,7,9,7,0,0,9
6.539,0.508,-53,9.836,0.814,-59,1.584,0.483,-57,1,7,7,9,7,0,0,9
6.969,0.306,-53,9.748,1.34,-60,1.985,0.254,-60,1,7,7,9,7,0,0,9
6.383,0.66,-54,9.895,0.804,-59,1.897,0.14,-60,1,7,7,9,7,0,0,9
6.266,0.735,-53,9.807,0.9,-58,2.092,0.171,-59,1,7,7,9,7,0,0,9
5.914,0.769,-54,9.514,0.911,-58,1.936,0.175,-60,1,7,7,9,7,0,0,9
6.355,0.893,-52,9.836,0.925,-58,1.975,0.104,-60,1,7,7,9,7,0,0,9
5.953,0.714,-53,9.631,0.797,-57,1.702,0.176,-61,1,7,7,9,7,0,0,9
6.031,0.837,-54,9.631,0.969,-57,1.985,1.414,-59,1,7,7,9,7,0,0,9
7.408,0.918,-56,9.748,0.93,-58,1.741,0.153,-63,1,7,7,9,7,0,0,9
7.144,0.554,-53,9.719,1.026,-60,1.956,0.176,-60,1,7,7,9,7,0,0,9
5.68,0.874,-54,9.836,0.811,-61,1.584,0.173,-60,1,7,7,9,7,0,0,9
5.562,0.976,-54,9.778,0.898,-58,1.663,0.196,-60,1,7,7,9,7,0,0,9
5.523,1.021,-54,9.778,0.84,-57,1.838,0.153,-61,1,7,7,9,7,0,0,9
5.719,0.814,-52,9.661,0.858,-58,1.78,0.16,-63,1,7,7,9,7,0,0,9
5.68,0.945,-54,9.602,0.848,-58,1.819,0.171,-63,1,7,7,9,7,0,0,9
5.562,0.989,-54,9.661,0.826,-58,1.838,0.212,-60,1,7,7,9,7,0,0,9
5.602,0.999,-54,9.748,0.834,-57,1.897,0.15,-61,1,7,7,9,7,0,0,9
5.602,0.969,-54,9.748,0.837,-57,1.78,0.083,-62,1,7,7,9,7,0,0,9
5.719,0.84,-54,9.719,0.908,-58,2.014,0.11,-61,1,7,7,9,7,0,0,9
5.797,0.774,-54,9.661,0.956,-58,1.809,0.139,-61,1,7,7,9,7,0,0,9
5.797,0.816,-54,9.719,0.946,-57,1.956,0.359,-60,1,7,7,9,7,0,0,9
5.562,0.964,-54,9.69,1.002,-57,1.897,0.172,-61,1,7,7,9,7,0,0,9
5.641,0.982,-54,9.631,0.949,-57,1.809,0.192,-60,1,7,7,9,7,0,0,9
5.68,0.902,-54,9.836,0.887,-57,1.956,0.171,-60,1,7,7,9,7,0,0,9
5.719,0.828,-54,9.719,1.009,-57,1.926,0.138,-61,1,7,7,9,7,0,0,9
5.68,1.1,-49,9.719,0.984,-58,1.956,0.163,-62,1,7,7,9,7,0,0,9
5.602,0.97,-54,9.748,0.951,-57,1.897,0.122,-61,1,7,7,9,7,0,0,9
5.602,1.018,-54,9.719,1.08,-57,1.975,0.121,-61,1,7,7,9,7,0,0,9
5.875,0.766,-55,9.719,0.952,-58,1.838,0.195,-61,1,7,7,9,7,0,0,9
5.68,0.95,-54,9.631,1.065,-57,1.975,0.229,-61,1,7,7,9,7,0,0,9
5.797,0.774,-54,9.778,0.993,-57,1.975,0.136,-61,1,7,7,9,7,0,0,9
5.758,0.874,-54,9.661,1.054,-58,1.858,0.074,-61,1,7,7,9,7,0,0,9
6.124,0.85,-49,9.748,0.974,-57,1.897,0.131,-60,1,7,7,9,7,0,0,9
5.836,0.75,-54,9.807,1.037,-57,1.897,0.074,-61,1,7,7,9,7,0,0,9
5.602,0.903,-55,9.778,1.013,-57,1.868,0.202,-61,1,7,7,9,7,0,0,9
5.758,0.734,-49,9.661,1.014,-58,1.868,0.181,-61,1,7,7,9,7,0,0,9
5.68,0.907,-54,9.778,0.896,-57,1.926,0.152,-61,1,7,7,9,7,0,0,9
5.758,0.993,-49,9.719,0.965,-57,1.926,0.165,-61,1,7,7,9,7,0,0,9
5.797,0.885,-46,9.719,0.908,-58,1.868,0.215,-61,1,7,7,9,7,0,0,9
5.641,0.958,-50,9.69,0.923,-57,1.867,0.196,-61,1,7,7,9,7,0,0,9
5.68,0.915,-55,9.719,0.855,-57,1.926,0.221,-61,1,7,7,9,7,0,0,9
5.875,0.76,-53,9.778,0.84,-57,1.868,0.137,-61,1,7,7,9,7,0,0,9
