AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
6.578,0.26,-61,3.108,0.447,-65,7.873,0.083,-62,4,3,7,9,7,0,0,9
7.398,0.49,-58,5.022,0.488,-60,7.815,0.142,-63,4,3,7,9,7,0,0,9
7.027,0.121,-56,4.153,1.732,-65,7.668,0.552,-64,4,3,7,9,7,0,0,9
7.281,0.145,-58,6.897,0.733,-66,7.903,0.363,-64,4,3,7,9,7,0,0,9
7.32,0.247,-60,3.977,0.53,-63,7.903,0.081,-61,4,3,7,9,7,0,0,9
7.867,0.145,-59,4.094,0.395,-64,7.844,0.185,-63,4,3,7,9,7,0,0,9
7.203,1.626,-61,4.27,0.304,-63,7.639,0.262,-62,4,3,7,9,7,0,0,9
6.969,0.432,-61,4.153,0.46,-62,7.786,0.3,-60,4,3,7,9,7,0,0,9
7.203,0.087,-62,4.094,0.462,-64,7.873,0.073,-62,4,3,7,9,7,0,0,9
7.438,0.206,-60,4.094,0.462,-63,7.815,0.251,-63,4,3,7,9,7,0,0,9
7.477,0.136,-61,4.094,0.405,-63,7.961,0.151,-62,4,3,7,9,7,0,0,9
7.242,0.252,-60,3.918,0.573,-63,7.756,0.245,-64,4,3,7,9,7,0,0,9
7.203,2.738,-56,4.211,0.48,-63,7.756,0.243,-60,4,3,7,9,7,0,0,9
7.125,0.211,-62,4.036,0.464,-63,7.961,0.113,-61,4,3,7,9,7,0,0,9
7.242,0.159,-61,4.094,0.487,-64,7.844,0.191,-62,4,3,7,9,7,0,0,9
7.281,0.362,-62,4.094,0.531,-62,7.668,0.286,-63,4,3,7,9,7,0,0,9
7.359,0.35,-62,3.831,0.739,-61,7.756,0.271,-63,4,3,7,9,7,0,0,9
7.281,0.152,-62,4.094,0.576,-62,7.844,0.176,-61,4,3,7,9,7,0,0,9
7.32,0.212,-60,3.977,0.419,-63,7.786,0.251,-61,4,3,7,9,7,0,0,9
7.32,0.253,-61,4.006,0.529,-62,7.756,0.195,-61,4,3,7,9,7,0,0,9
7.242,1.559,-60,4.153,0.459,-63,7.844,0.17,-61,4,3,7,9,7,0,0,9
7.291,0.128,-62,4.123,0.41,-64,7.786,0.176,-61,4,3,7,9,7,0,0,9
7.477,0.272,-62,4.094,0.552,-61,7.815,0.198,-61,4,3,7,9,7,0,0,9
7.477,0.138,-61,4.065,0.587,-63,7.903,0.208,-61,4,3,7,9,7,0,0,9
7.291,0.118,-60,3.889,0.561,-63,7.815,0.165,-61,4,3,7,9,7,0,0,9
7.242,0.478,-61,3.977,0.528,-64,7.844,0.195,-62,4,3,7,9,7,0,0,9
7.438,0.102,-56,4.036,0.499,-61,7.903,0.195,-61,4,3,7,9,7,0,0,9
7.242,0.095,-61,4.241,0.369,-62,7.844,0.14,-61,4,3,7,9,7,0,0,9
7.379,0.125,-62,4.094,0.462,-62,7.786,0.176,-62,4,3,7,9,7,0,0,9
7.437,0.16,-62,4.094,0.452,-63,7.727,0.25,-61,4,3,7,9,7,0,0,9
7.398,0.307,-60,4.123,0.432,-63,7.786,0.21,-61,4,3,7,9,7,0,0,9
7.398,0.126,-60,4.182,0.379,-63,7.756,0.215,-61,4,3,7,9,7,0,0,9
7.203,0.179,-60,4.123,0.432,-64,7.815,0.158,-62,4,3,7,9,7,0,0,9
7.203,0.288,-60,4.065,0.419,-63,7.698,0.185,-62,4,3,7,9,7,0,0,9
7.398,0.744,-60,4.123,0.473,-63,7.844,0.141,-62,4,3,7,9,7,0,0,9
7.408,0.166,-60,4.065,0.438,-64,7.727,0.257,-62,4,3,7,9,7,0,0,9
7.477,0.111,-60,4.153,0.434,-64,7.698,0.265,-62,4,3,7,9,7,0,0,9
