AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
7.467,0.313,-55,1.809,1.193,-65,9.592,0.111,-60,6,2,7,9,7,0,0,9
7.496,1.578,-55,1.956,0.781,-61,9.836,0.673,-57,6,2,7,9,7,0,0,9
7.379,2.349,-56,2.131,1.628,-53,9.954,0.697,-57,6,2,7,9,7,0,0,9
7.584,1.711,-56,2.19,1.505,-54,9.573,0.6,-57,6,2,7,9,7,0,0,9
7.525,1.856,-55,2.336,1.407,-53,9.866,1.112,-58,6,2,7,9,7,0,0,9
7.438,1.953,-55,2.043,1.116,-54,9.836,0.912,-58,6,2,7,9,7,0,0,9
7.398,2.618,-55,1.956,1.231,-54,10.305,0.465,-57,6,2,7,9,7,0,0,9
7.672,1.455,-55,2.131,1.88,-53,9.631,1.173,-59,6,2,7,9,7,0,0,9
7.437,0.728,-55,2.043,1.75,-53,9.661,1.498,-61,6,2,7,9,7,0,0,9
7.613,0.52,-54,2.131,1.059,-54,9.69,1.599,-61,6,2,7,9,7,0,0,9
7.438,0.308,-55,2.131,0,-53,9.543,0.98,-61,6,2,7,9,7,0,0,9
7.731,2.272,-54,2.131,1.548,-52,9.719,1.009,-58,6,2,7,9,7,0,0,9
7.76,0.402,-57,1.897,1.648,-53,9.778,1.382,-58,6,2,7,9,7,0,0,9
6.656,0.39,-51,2.043,1.65,-54,10.012,0.813,-63,6,2,7,9,7,0,0,9
6.227,0.516,-56,2.014,1.589,-54,9.895,1.019,-62,6,2,7,9,7,0,0,9
7.086,0.361,-55,2.19,1.448,-53,9.924,1.565,-61,6,2,7,9,7,0,0,9
7.555,0.606,-55,2.073,1.561,-54,9.719,1.109,-63,6,2,7,9,7,0,0,9
7.555,0.541,-56,2.073,1.523,-54,10.276,1.342,-60,6,2,7,9,7,0,0,9
7.174,1.312,-56,2.073,1.521,-53,9.954,0.946,-62,6,2,7,9,7,0,0,9
7.437,0.73,-55,2.102,1.543,-53,10.071,0.912,-60,6,2,7,9,7,0,0,9
7.408,2.301,-56,1.926,1.712,-54,10.012,1.575,-62,6,2,7,9,7,0,0,9
7.398,0.132,-56,1.985,1.723,-54,9.954,1.392,-62,6,2,7,9,7,0,0,9
7.096,1.177,-51,2.014,1.57,-53,10.1,0.93,-61,6,2,7,9,7,0,0,9
7.144,0.675,-51,2.131,1.49,-53,10.129,0.919,-62,6,2,7,9,7,0,0,9
7.516,0.542,-55,2.19,1.54,-53,9.954,0.963,-61,6,2,7,9,7,0,0,9
7.291,1.66,-56,2.161,1.63,-53,10.071,1.166,-62,6,2,7,9,7,0,0,9
7.174,1.325,-56,2.102,1.425,-53,10.041,0.831,-62,6,2,7,9,7,0,0,9
7.145,0.114,-55,2.102,1.704,-53,10.071,0.922,-63,6,2,7,9,7,0,0,9
6.305,0.502,-55,2.073,1.583,-55,9.924,1.582,-63,6,2,7,9,7,0,0,9
7.408,2.394,-55,2.102,1.701,-54,9.954,1.567,-63,6,2,7,9,7,0,0,9
6.93,0.186,-56,2.19,1.541,-52,9.866,1.678,-63,6,2,7,9,7,0,0,9
7.467,2.541,-54,2.161,1.555,-52,9.983,1.494,-63,6,2,7,9,7,0,0,9
6.773,0.379,-56,2.043,1.621,-53,9.954,1.019,-62,6,2,7,9,7,0,0,9
13.648,0.537,-55,2.014,1.153,-54,9.954,1.306,-62,6,2,7,9,7,0,0,9
7.115,0.186,-55,2.073,1.526,-53,10.012,0.938,-63,6,2,7,9,7,0,0,9
7.32,0.184,-54,1.926,1.901,-53,10.041,0.895,-63,6,2,7,9,7,0,0,9
5.499,1.665,-52,2.161,1.632,-53,10.071,0.847,-63,6,2,7,9,7,0,0,9
6.734,0.337,-55,2.073,1.483,-54,10.159,0.775,-64,6,2,7,9,7,0,0,9
6.5,0.45,-55,2.102,1.564,-54,10.159,0.76,-63,6,2,7,9,7,0,0,9
7.203,2.069,-55,2.19,1.549,-53,10.188,0.747,-64,6,2,7,9,7,0,0,9
7.125,0.175,-55,2.102,1.528,-53,10.246,0.72,-63,6,2,7,9,7,0,0,9
7.379,2.063,-56,2.19,0.99,-53,10.217,0.743,-63,6,2,7,9,7,0,0,9
6.344,0.493,-56,2.131,1.707,-54,9.836,0.796,-64,6,2,7,9,7,0,0,9
7.555,0,-55,2.043,1.753,-55,9.573,0.933,-66,6,2,7,9,7,0,0,9
7.32,2.86,-51,2.248,1.709,-52,9.553,0.24,-64,6,2,7,9,7,0,0,9
7.232,3.999,-50,2.19,1.735,-54,9.319,0.204,-63,6,2,7,9,7,0,0,9
6.734,0.23,-56,2.219,1.584,-53,9.661,1.011,-63,6,2,7,9,7,0,0,9
6.813,0.209,-56,2.102,1.745,-53,10.129,0.629,-62,6,2,7,9,7,0,0,9
7.32,1.73,-55,2.043,1.677,-55,9.924,0.865,-63,6,2,7,9,7,0,0,9
7.291,2.422,-56,2.131,1.64,-53,9.69,0.984,-65,6,2,7,9,7,0,0,9
7.057,2.586,-56,2.131,1.647,-53,9.983,0.804,-62,6,2,7,9,7,0,0,9
7.262,2.226,-56,2.248,1.668,-54,9.748,0.746,-61,6,2,7,9,7,0,0,9
6.969,0.242,-56,2.073,1.779,-54,9.426,0.962,-64,6,2,7,9,7,0,0,9
7.438,2.478,-55,2.161,1.537,-53,9.455,1.057,-63,6,2,7,9,7,0,0,9
7.32,1.766,-55,2.131,1.858,-54,10.159,0.724,-63,6,2,7,9,7,0,0,9
7.203,3.858,-52,2.073,1.116,-53,9.866,0.969,-63,6,2,7,9,7,0,0,9
7.233,0.05,-55,2.19,1.26,-53,9.924,0.855,-64,6,2,7,9,7,0,0,9
7.507,1.519,-51,2.131,1.512,-53,10.129,0.805,-64,6,2,7,9,7,0,0,9
