AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
6.07,0.369,-58,3.889,0.125,-60,7.756,0.281,-69,5,3,7,9,7,0,0,9
6.031,0.408,-58,3.967,0.139,-64,7.61,0.446,-68,5,3,7,9,7,0,0,9
6.148,0.329,-62,3.596,0.279,-62,7.698,0.378,-69,5,3,7,9,7,0,0,9
5.953,0.41,-60,5.569,0.088,-69,7.58,0.32,-69,5,3,7,9,7,0,0,9
6.031,0.348,-62,4.28,0.46,-64,7.756,0.309,-70,5,3,7,9,7,0,0,9
6.109,0.38,-60,3.498,0.196,-61,7.727,0.261,-69,5,3,7,9,7,0,0,9
5.856,0.319,-60,3.743,0.134,-61,7.668,0.241,-69,5,3,7,9,7,0,0,9
6.031,0.385,-55,3.772,0.123,-64,7.786,0.228,-69,5,3,7,9,7,0,0,9
5.953,0.466,-60,3.85,0.085,-65,7.668,0.306,-70,5,3,7,9,7,0,0,9
6.031,0.826,-55,3.733,0.17,-60,7.639,0.271,-70,5,3,7,9,7,0,0,9
6.031,0.469,-58,3.694,0.273,-62,7.639,0.271,-70,5,3,7,9,7,0,0,9
6.109,0.949,-60,3.733,0.074,-64,7.61,0.349,-69,5,3,7,9,7,0,0,9
6.188,0.224,-59,3.772,0.109,-62,7.668,0.294,-69,5,3,7,9,7,0,0,9
6.148,0.31,-60,3.801,0.106,-62,7.551,0.271,-69,5,3,7,9,7,0,0,9
6.226,0.317,-59,3.811,0.147,-65,7.727,0.279,-69,5,3,7,9,7,0,0,9
6.07,0.288,-61,3.811,0.152,-65,7.61,0.287,-69,5,3,7,9,7,0,0,9
6.109,0.375,-60,3.655,0.15,-63,7.639,0.304,-69,5,3,7,9,7,0,0,9
6.148,0.329,-60,3.625,0.126,-64,7.639,0.271,-69,5,3,7,9,7,0,0,9
6.187,0.327,-59,3.733,0.138,-62,7.639,0.307,-69,5,3,7,9,7,0,0,9
6.226,0.329,-59,3.811,0.138,-66,7.551,0.299,-69,5,3,7,9,7,0,0,9
6.109,0.369,-59,3.772,0.164,-65,7.727,0.271,-69,5,3,7,9,7,0,0,9
6.148,0.263,-59,3.772,0.11,-64,7.61,0.358,-69,5,3,7,9,7,0,0,9
5.992,0.471,-60,3.928,0.153,-65,7.639,0.244,-69,5,3,7,9,7,0,0,9
6.148,0.336,-60,3.967,0.087,-65,7.639,0.308,-70,5,3,7,9,7,0,0,9
5.973,0.324,-59,3.86,0.098,-65,7.668,0.273,-70,5,3,7,9,7,0,0,9
6.148,0.366,-59,3.889,0.099,-65,7.61,0.253,-69,5,3,7,9,7,0,0,9
6.07,0.282,-59,3.889,0.081,-65,7.727,0.215,-70,5,3,7,9,7,0,0,9
6.148,0.386,-59,3.889,0.107,-65,7.639,0.306,-69,5,3,7,9,7,0,0,9
5.953,0.281,-59,3.928,0.086,-65,7.756,0.318,-69,5,3,7,9,7,0,0,9
6.148,0.323,-59,3.889,0.108,-65,7.698,0.299,-70,5,3,7,9,7,0,0,9
6.031,0.293,-59,3.811,0.141,-65,7.727,0.311,-70,5,3,7,9,7,0,0,9
6.07,0.373,-59,3.85,0.154,-65,7.727,0.25,-70,5,3,7,9,7,0,0,9
6.031,0.385,-59,3.811,0.164,-65,7.581,0.353,-70,5,3,7,9,7,0,0,9
6.109,0.361,-56,3.967,0.087,-64,7.668,0.215,-70,5,3,7,9,7,0,0,9
6.109,0.362,-60,3.889,0.088,-65,7.639,0.251,-69,5,3,7,9,7,0,0,9
6.227,0.207,-60,3.889,0.106,-65,7.698,0.259,-70,5,3,7,9,7,0,0,9
5.992,0.362,-60,4.006,0.079,-64,7.61,0.273,-70,5,3,7,9,7,0,0,9
6.226,0.329,-60,3.85,0.147,-64,7.727,0.286,-69,5,3,7,9,7,0,0,9
6.109,0.229,-60,3.889,0.125,-64,7.756,0.233,-69,5,3,7,9,7,0,0,9
6.109,0.261,-60,3.889,0.151,-64,7.698,0.216,-69,5,3,7,9,7,0,0,9
6.07,0.404,-61,3.967,0.108,-65,7.727,0.206,-70,5,3,7,9,7,0,0,9
6.148,0.379,-60,3.948,0.106,-65,7.698,0.278,-69,5,3,7,9,7,0,0,9
6.227,0.226,-60,3.889,0.125,-65,7.668,0.223,-70,5,3,7,9,7,0,0,9
5.914,0.307,-60,3.811,0.139,-65,7.698,0.279,-69,5,3,7,9,7,0,0,9
6.109,0.362,-60,3.928,0.06,-65,7.639,0.3,-70,5,3,7,9,7,0,0,9
6.109,0.379,-60,3.928,0.087,-65,7.639,0.31,-70,5,3,7,9,7,0,0,9
6.148,0.36,-60,3.85,0.12,-65,7.639,0.313,-70,5,3,7,9,7,0,0,9
6.148,0.355,-59,3.85,0.139,-65,7.698,0.233,-70,5,3,7,9,7,0,0,9
5.992,0.416,-60,3.889,0.116,-65,7.551,0.36,-70,5,3,7,9,7,0,0,9
6.07,0.381,-60,3.889,0.103,-65,7.58,0.275,-69,5,3,7,9,7,0,0,9
6.031,0.398,-60,3.85,0.149,-65,7.61,0.308,-70,5,3,7,9,7,0,0,9
6.031,0.294,-60,3.889,0.117,-65,7.639,0.294,-69,5,3,7,9,7,0,0,9
6.187,0.347,-60,3.928,0.059,-65,7.61,0.332,-70,5,3,7,9,7,0,0,9
6.109,0.253,-60,3.889,0.109,-65,7.639,0.226,-70,5,3,7,9,7,0,0,9
6.031,0.274,-61,3.85,0.081,-65,7.668,0.243,-70,5,3,7,9,7,0,0,9
6.227,0.324,-61,3.85,0.117,-65,7.698,0.3,-69,5,3,7,9,7,0,0,9
6.148,0.385,-60,3.85,0.139,-63,7.668,0.258,-70,5,3,7,9,7,0,0,9
6.148,0.508,-57,3.655,0.127,-64,7.581,0.348,-70,5,3,7,9,7,0,0,9
