AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
7.789,0.837,-59,6.584,1.944,-59,7.131,0.864,-65,3,3,7,9,7,0,0,9
6.969,0.178,-57,11.887,0.066,-60,7.639,0.746,-67,3,3,7,9,7,0,0,9
6.734,0.169,-60,4.553,1.127,-67,7.209,1.259,-65,3,3,7,9,7,0,0,9
7.125,0.168,-61,4.866,0.572,-64,9.631,0.332,-69,3,3,7,9,7,0,0,9
7.047,0.217,-60,4.475,0.656,-62,7.483,0.908,-64,3,3,7,9,7,0,0,9
7.008,0.283,-58,5.491,1.863,-62,9.104,0.483,-71,3,3,7,9,7,0,0,9
7.115,0.241,-58,5.217,2.141,-62,8.782,0.793,-70,3,3,7,9,7,0,0,9
7.555,1.366,-57,5.061,2.192,-60,9.368,0.115,-75,3,3,7,9,7,0,0,9
7.047,0.233,-55,5.061,2.048,-63,9.368,0.31,-73,3,3,7,9,7,0,0,9
7.253,0.26,-57,5.334,0.463,-61,9.543,0.279,-73,3,3,7,9,7,0,0,9
7.174,0.099,-58,5.334,2.475,-58,9.602,0.202,-72,3,3,7,9,7,0,0,9
7.086,0.053,-58,5.53,2.134,-61,9.719,0.234,-73,3,3,7,9,7,0,0,9
6.813,1.219,-59,5.178,0.898,-65,9.69,0.252,-72,3,3,7,9,7,0,0,9
7.203,0.191,-57,5.1,0.867,-66,9.602,0.233,-72,3,3,7,9,7,0,0,9
7.164,0.768,-53,5.1,2.214,-60,9.602,0.233,-73,3,3,7,9,7,0,0,9
6.773,0.381,-58,5.295,1.988,-60,9.573,0.288,-73,3,3,7,9,7,0,0,9
6.93,0.591,-57,4.827,2.395,-63,9.661,0.063,-73,3,3,7,9,7,0,0,9
7.086,0.153,-58,5.022,2.171,-60,9.163,0.727,-72,3,3,7,9,7,0,0,9
7.125,0.072,-58,5.061,1.961,-63,9.573,0.197,-73,3,3,7,9,7,0,0,9
6.891,0.108,-59,4.905,1.935,-64,9.69,0.153,-72,3,3,7,9,7,0,0,9
7.047,0.154,-56,5.022,2.341,-62,9.631,0.188,-72,3,3,7,9,7,0,0,9
7.126,0.235,-59,5.022,2.139,-64,9.573,0.219,-72,3,3,7,9,7,0,0,9
7.203,0.826,-53,4.905,1.769,-63,9.602,0.197,-72,3,3,7,9,7,0,0,9
7.115,0.145,-57,5.022,2.268,-61,9.661,0.138,-72,3,3,7,9,7,0,0,9
7.057,0.105,-59,5.1,2.233,-63,9.631,0.198,-71,3,3,7,9,7,0,0,9
6.969,0.151,-60,5.022,2.169,-63,9.69,0.124,-71,3,3,7,9,7,0,0,9
7.174,0.151,-61,5.022,2.08,-63,9.543,0.207,-72,3,3,7,9,7,0,0,9
7.086,0.267,-61,4.866,2.251,-63,9.485,0.251,-73,3,3,7,9,7,0,0,9
7.203,1.09,-58,5.022,2.284,-63,9.543,0.24,-72,3,3,7,9,7,0,0,9
6.852,0.161,-60,4.983,2.258,-62,9.514,0.281,-72,3,3,7,9,7,0,0,9
6.93,0.287,-58,5.022,1.963,-62,9.485,0.337,-72,3,3,7,9,7,0,0,9
6.939,0.28,-60,4.944,2.279,-63,9.485,0.304,-72,3,3,7,9,7,0,0,9
7.008,0.22,-54,4.905,2.267,-63,9.661,0.181,-72,3,3,7,9,7,0,0,9
7.76,0.665,-64,4.983,2.228,-63,9.602,0.254,-72,3,3,7,9,7,0,0,9
7.867,0.691,-58,5.022,2.239,-62,9.485,0.251,-72,3,3,7,9,7,0,0,9
7.373,1.045,-53,4.983,2.347,-62,9.543,0.243,-72,3,3,7,9,7,0,0,9
7.76,0.599,-60,5.061,2.18,-62,9.426,0.286,-72,3,3,7,9,7,0,0,9
6.656,1.204,-61,4.905,2.312,-62,9.368,0.339,-72,3,3,7,9,7,0,0,9
7.555,0.95,-62,4.944,2.351,-62,9.368,0.348,-72,3,3,7,9,7,0,0,9
7.203,0.123,-55,5.022,2.311,-62,9.602,0.234,-72,3,3,7,9,7,0,0,9
7.477,0.242,-59,5.178,2.22,-62,9.602,0.197,-72,3,3,7,9,7,0,0,9
7.848,1.148,-58,5.452,2.131,-62,9.602,0.242,-72,3,3,7,9,7,0,0,9
7.115,0.367,-63,5.295,2.12,-63,9.602,0.234,-72,3,3,7,9,7,0,0,9
7.467,0.197,-62,5.256,2.154,-63,9.602,0.208,-72,3,3,7,9,7,0,0,9
6.905,1.852,-58,5.295,2.075,-62,9.514,0.228,-72,3,3,7,9,7,0,0,9
5.895,2.532,-61,5.256,2.123,-63,9.514,0.241,-72,3,3,7,9,7,0,0,9
7.203,0.892,-65,5.1,2.259,-63,9.426,0.299,-72,3,3,7,9,7,0,0,9
7.408,1.142,-65,5.139,2.21,-62,9.631,0.187,-72,3,3,7,9,7,0,0,9
7.057,1.435,-59,5.139,2.212,-62,9.485,0.305,-72,3,3,7,9,7,0,0,9
7.164,1.146,-64,4.983,2.315,-63,9.514,0.227,-72,3,3,7,9,7,0,0,9
7.145,1.081,-65,5.1,2.229,-63,9.661,0.133,-72,3,3,7,9,7,0,0,9
7.174,0.993,-63,5.178,2.117,-63,9.485,0.237,-72,3,3,7,9,7,0,0,9
7.32,0.795,-62,5.217,2.143,-63,9.543,0.279,-72,3,3,7,9,7,0,0,9
7.164,0.894,-63,5.139,2.166,-63,9.514,0.231,-72,3,3,7,9,7,0,0,9
7.144,0.972,-63,5.022,2.196,-63,9.485,0.252,-72,3,3,7,9,7,0,0,9
