AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
7.438,1.005,-59,3.498,0.546,-57,9.084,0.473,-65,4,2,7,9,7,0,0,9
7.438,0.456,-57,3.616,0.415,-57,8.889,0.554,-67,4,2,7,9,7,0,0,9
6.787,0.51,-52,3.577,0.367,-56,8.538,0.668,-65,4,2,7,9,7,0,0,9
6.93,0.199,-58,3.733,0.186,-58,8.499,0.549,-66,4,2,7,9,7,0,0,9
7.672,1.018,-51,3.616,0.211,-57,8.42,0.364,-69,4,2,7,9,7,0,0,9
7.047,1.505,-55,3.772,0.427,-58,8.577,0.516,-66,4,2,7,9,7,0,0,9
7.058,1.236,-55,3.694,0.249,-57,8.263,1.969,-58,4,2,7,9,7,0,0,9
7.203,1.081,-57,3.694,0.365,-57,8.577,0.36,-70,4,2,7,9,7,0,0,9
7.256,1.19,-51,3.694,0.373,-57,8.616,0.174,-71,4,2,7,9,7,0,0,9
7.203,1.218,-56,3.733,0.325,-57,8.655,0.408,-68,4,2,7,9,7,0,0,9
7.438,1.048,-52,3.694,0.209,-58,8.381,0.546,-66,4,2,7,9,7,0,0,9
7.555,1.034,-56,3.811,0.242,-58,8.733,0.415,-66,4,2,7,9,7,0,0,9
7.764,0.926,-49,3.811,0.212,-59,8.499,0.549,-69,4,2,7,9,7,0,0,9
7.125,1.197,-52,3.655,0.216,-59,8.225,0.721,-65,4,2,7,9,7,0,0,9
7.242,1.129,-58,3.733,0.196,-59,8.303,0.179,-71,4,2,7,9,7,0,0,9
7.281,0.982,-56,3.772,0.202,-58,8.577,0.065,-72,4,2,7,9,7,0,0,9
6.202,1.984,-52,3.537,0.255,-58,8.538,0.331,-68,4,2,7,9,7,0,0,9
6.969,1.421,-57,3.694,0.251,-57,8.381,0.424,-66,4,2,7,9,7,0,0,9
6.319,0.862,-53,3.655,0.27,-59,8.459,0.426,-68,4,2,7,9,7,0,0,9
7.125,1.288,-57,3.694,0.257,-59,8.459,0.561,-66,4,2,7,9,7,0,0,9
7.203,1.233,-56,3.811,0.19,-58,8.499,0.511,-66,4,2,7,9,7,0,0,9
7.438,1.018,-58,3.694,0.249,-58,8.616,0.419,-66,4,2,7,9,7,0,0,9
7.242,1.23,-55,3.694,0.25,-59,8.381,0.536,-67,4,2,7,9,7,0,0,9
6.969,1.408,-58,3.772,0.224,-58,8.459,0.556,-66,4,2,7,9,7,0,0,9
7.32,0.991,-57,3.655,0.215,-57,8.381,0.608,-65,4,2,7,9,7,0,0,9
7.281,1.003,-55,3.616,0.328,-56,8.577,0.587,-67,4,2,7,9,7,0,0,9
6.748,1.342,-55,3.655,0.313,-56,8.42,0.668,-65,4,2,7,9,7,0,0,9
7.291,0.698,-58,3.616,0.362,-57,8.42,0.604,-65,4,2,7,9,7,0,0,9
7.203,0.822,-59,3.694,0.464,-56,8.342,0.627,-65,4,2,7,9,7,0,0,9
7.086,1.337,-58,3.616,0.429,-56,8.381,0.483,-67,4,2,7,9,7,0,0,9
7.086,1.352,-58,3.655,0.334,-57,8.42,0.558,-66,4,2,7,9,7,0,0,9
7.164,1.295,-57,3.655,0.286,-57,8.381,0.6,-66,4,2,7,9,7,0,0,9
7.32,1.133,-57,3.616,0.324,-58,8.538,0.577,-65,4,2,7,9,7,0,0,9
7.32,1.102,-57,3.577,0.404,-57,8.538,0.559,-66,4,2,7,9,7,0,0,9
7.516,1.138,-57,3.538,0.411,-56,8.499,0.567,-67,4,2,7,9,7,0,0,9
7.32,1.122,-57,3.655,0.313,-57,8.46,0.567,-66,4,2,7,9,7,0,0,9
7.359,0.984,-57,3.733,0.277,-57,8.459,0.583,-66,4,2,7,9,7,0,0,9
7.242,0.982,-59,3.733,0.216,-57,8.498,0.542,-66,4,2,7,9,7,0,0,9
7.203,1.176,-59,3.694,0.295,-57,8.42,0.607,-66,4,2,7,9,7,0,0,9
7.022,1.361,-54,3.694,0.268,-57,8.499,0.507,-66,4,2,7,9,7,0,0,9
7.242,1.105,-54,3.733,0.258,-58,8.498,0.519,-66,4,2,7,9,7,0,0,9
7.438,1.06,-58,3.655,0.283,-57,8.498,0.519,-66,4,2,7,9,7,0,0,9
7.164,1.298,-59,3.694,0.25,-57,8.499,0.543,-66,4,2,7,9,7,0,0,9
7.061,1.28,-55,3.577,0.303,-58,8.499,0.525,-66,4,2,7,9,7,0,0,9
7.398,1.137,-59,3.655,0.271,-57,8.498,0.534,-66,4,2,7,9,7,0,0,9
7.281,1.023,-54,3.577,0.288,-58,8.499,0.554,-66,4,2,7,9,7,0,0,9
7.086,1.291,-57,3.733,0.207,-57,8.498,0.52,-66,4,2,7,9,7,0,0,9
7.281,1.189,-53,3.694,0.238,-57,8.459,0.614,-66,4,2,7,9,7,0,0,9
7.164,1.355,-58,3.655,0.238,-57,8.498,0.55,-66,4,2,7,9,7,0,0,9
7.086,1.335,-57,3.655,0.258,-57,8.459,0.543,-66,4,2,7,9,7,0,0,9
7.203,1.263,-58,3.616,0.286,-57,8.459,0.588,-66,4,2,7,9,7,0,0,9
6.866,1.508,-54,3.655,0.307,-56,8.46,0.606,-66,4,2,7,9,7,0,0,9
7.359,1.07,-58,3.616,0.269,-56,8.499,0.569,-66,4,2,7,9,7,0,0,9
7.242,1.141,-54,3.694,0.25,-57,8.42,0.589,-66,4,2,7,9,7,0,0,9
7.047,1.355,-57,3.655,0.273,-57,8.459,0.606,-66,4,2,7,9,7,0,0,9
