AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
4.469,0.107,-59,5.1,1.26,-62,6.428,1.255,-63,5,5,7,9,7,0,0,9
4.625,0.12,-61,5.334,1.472,-60,6.741,1.447,-65,5,5,7,9,7,0,0,9
4.586,0.104,-63,6.233,0.339,-60,6.936,0.323,-62,5,5,7,9,7,0,0,9
4.444,0.31,-56,5.452,0.365,-66,6.614,0.32,-59,5,5,7,9,7,0,0,9
4.43,1.532,-58,5.881,2.473,-62,6.467,0.242,-62,5,5,7,9,7,0,0,9
4.391,0.342,-58,9.192,0.451,-63,6.702,1.192,-66,5,5,7,9,7,0,0,9
4.596,0.104,-59,5.295,1.93,-60,6.819,1.046,-64,5,5,7,9,7,0,0,9
4.586,0.199,-58,5.998,1.127,-62,6.936,0.949,-64,5,5,7,9,7,0,0,9
4.391,0.39,-59,4.944,1.01,-62,6.858,1.056,-66,5,5,7,9,7,0,0,9
4.168,0.559,-58,6.819,1.329,-61,7.014,0.928,-65,5,5,7,9,7,0,0,9
4.547,0.225,-60,5.295,0.72,-61,6.819,1.074,-66,5,5,7,9,7,0,0,9
4.547,0.264,-60,5.256,1.383,-60,6.78,1.088,-65,5,5,7,9,7,0,0,9
4.508,0.263,-59,5.061,1.901,-58,6.858,1.03,-64,5,5,7,9,7,0,0,9
1.905,2.788,-56,5.139,0.725,-59,6.819,1.137,-65,5,5,7,9,7,0,0,9
4.547,0.27,-59,4.944,0.751,-62,6.858,1.066,-65,5,5,7,9,7,0,0,9
4.391,0.286,-60,5.022,0.739,-64,6.897,1.082,-66,5,5,7,9,7,0,0,9
4.469,0.319,-61,4.944,0.618,-63,6.819,1.062,-65,5,5,7,9,7,0,0,9
4.43,0.205,-60,5.1,0.837,-62,6.819,1.041,-66,5,5,7,9,7,0,0,9
4.479,0.232,-60,5.334,1.2,-61,6.819,1.078,-66,5,5,7,9,7,0,0,9
4.469,0.266,-61,5.061,1.764,-61,6.858,1.117,-65,5,5,7,9,7,0,0,9
4.508,0.173,-61,5.217,1.356,-61,6.819,1.137,-65,5,5,7,9,7,0,0,9
4.479,0.251,-61,5.1,1.562,-61,6.858,1.03,-65,5,5,7,9,7,0,0,9
4.508,0.238,-60,5.139,0.82,-60,6.819,1.059,-65,5,5,7,9,7,0,0,9
4.351,0.312,-61,4.944,1.813,-59,6.819,1.117,-65,5,5,7,9,7,0,0,9
4.42,0.23,-61,5.022,1.486,-61,6.741,1.161,-65,5,5,7,9,7,0,0,9
4.596,0.184,-61,5.061,1.462,-61,6.936,1.077,-65,5,5,7,9,7,0,0,9
3.171,2.262,-60,4.709,1.593,-60,6.819,1.093,-65,5,5,7,9,7,0,0,9
4.469,0.252,-55,4.748,1.13,-60,6.819,1.107,-65,5,5,7,9,7,0,0,9
2.497,3.262,-60,4.749,1.692,-60,6.819,1.097,-65,5,5,7,9,7,0,0,9
4.547,0.151,-60,4.749,1.997,-59,6.78,1.101,-65,5,5,7,9,7,0,0,9
4.131,0.688,-55,4.983,1.809,-60,6.897,1.023,-65,5,5,7,9,7,0,0,9
4.508,0.292,-60,5.061,1.774,-60,6.936,1.005,-65,5,5,7,9,7,0,0,9
4.469,0.237,-61,4.983,1.824,-61,6.858,1.103,-65,5,5,7,9,7,0,0,9
3.581,1.28,-60,4.944,1.834,-60,6.819,1.068,-64,5,5,7,9,7,0,0,9
4.508,0.208,-60,4.983,1.911,-60,6.702,1.141,-65,5,5,7,9,7,0,0,9
4.391,0.29,-60,4.866,1.954,-60,6.858,1.131,-65,5,5,7,9,7,0,0,9
4.391,0.355,-60,4.983,1.911,-59,6.936,1.005,-65,5,5,7,9,7,0,0,9
3.581,1.784,-57,4.944,1.945,-60,6.858,1.06,-65,5,5,7,9,7,0,0,9
4.089,0.601,-58,4.944,1.945,-60,6.819,1.147,-65,5,5,7,9,7,0,0,9
4.547,0.281,-60,4.905,1.948,-60,6.819,1.052,-65,5,5,7,9,7,0,0,9
4.586,0.181,-60,4.905,1.922,-60,6.858,1.117,-65,5,5,7,9,7,0,0,9
3.522,1.966,-53,4.983,1.925,-59,6.78,1.078,-65,5,5,7,9,7,0,0,9
4.469,0.299,-56,5.1,1.842,-60,6.858,1.017,-65,5,5,7,9,7,0,0,9
4.586,0.207,-60,4.827,1.988,-60,6.858,1.069,-65,5,5,7,9,7,0,0,9
4.547,0.271,-60,5.022,1.891,-59,6.819,1.093,-65,5,5,7,9,7,0,0,9
4.469,0.207,-60,4.944,1.975,-60,6.819,1.107,-65,5,5,7,9,7,0,0,9
2.995,2.608,-60,4.983,1.894,-60,6.819,1.07,-65,5,5,7,9,7,0,0,9
4.508,0.15,-60,4.866,1.97,-60,6.897,1.076,-65,5,5,7,9,7,0,0,9
