AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3
11.949,0.145,-59,5.998,0.15,-57,9.045,0.372,-63,1,1,7,9,7,0,0,9
11.462,0.407,-55,6.028,0.267,-56,9.006,0.425,-63,1,1,7,9,7,0,0,9
11.246,0.245,-61,6.311,0.63,-55,9.241,0.414,-63,1,1,7,9,7,0,0,9
10.309,0.864,-69,5.686,0.21,-56,9.748,1.739,-62,1,1,7,9,7,0,0,9
12.125,0.252,-64,6.077,0.105,-57,8.967,0.513,-65,1,1,7,9,7,0,0,9
12.359,0.286,-63,6.057,0.164,-56,8.85,0.405,-64,1,1,7,9,7,0,0,9
9.703,1.613,-55,5.608,0.25,-55,8.655,0.49,-65,1,1,7,9,7,0,0,9
10.348,0.812,-61,5.842,0.148,-55,8.811,0.514,-64,1,1,7,9,7,0,0,9
11.07,0.536,-66,6.233,0.118,-55,8.655,0.472,-62,1,1,7,9,7,0,0,9
11.969,0.751,-64,6.076,0.052,-56,9.084,0.508,-66,1,1,7,9,7,0,0,9
11.041,0.452,-66,5.998,0.105,-56,8.928,0.354,-68,1,1,7,9,7,0,0,9
11.393,0.447,-63,6.077,0.138,-55,8.967,0.315,-66,1,1,7,9,7,0,0,9
11.656,0.124,-61,6.037,0.176,-55,9.221,2.233,-66,1,1,7,9,7,0,0,9
11.539,0.415,-63,5.92,0.09,-56,9.456,0.247,-66,1,1,7,9,7,0,0,9
11.686,0.2,-60,5.998,0.142,-55,9.573,0.137,-67,1,1,7,9,7,0,0,9
9.518,1.394,-65,6.076,0.151,-55,9.241,0.116,-68,1,1,7,9,7,0,0,9
10.836,0.298,-70,5.959,0.154,-55,9.426,0.111,-66,1,1,7,9,7,0,0,9
9.703,0.419,-70,5.959,0.121,-55,9.436,0.096,-66,1,1,7,9,7,0,0,9
10.328,1.611,-72,5.842,0.196,-55,9.514,0.093,-66,1,1,7,9,7,0,0,9
11.686,0.187,-63,5.881,0.12,-55,9.358,0.188,-66,1,1,7,9,7,0,0,9
9.508,1.362,-62,6.076,0.156,-56,9.602,0.167,-68,1,1,7,9,7,0,0,9
10.66,0.906,-65,5.803,0.128,-55,9.485,0.079,-66,1,1,7,9,7,0,0,9
11.773,0.587,-65,6.077,0.083,-55,9.592,0.088,-66,1,1,7,9,7,0,0,9
10.543,0.91,-62,5.92,0.156,-56,9.368,0.236,-66,1,1,7,9,7,0,0,9
10.894,0.561,-67,5.998,0.17,-56,9.358,0.141,-66,1,1,7,9,7,0,0,9
10.485,0.872,-68,6.037,0.083,-55,9.436,0.135,-66,1,1,7,9,7,0,0,9
9.371,1.33,-67,5.881,0.088,-56,9.514,0.061,-66,1,1,7,9,7,0,0,9
11.393,0.445,-65,5.998,0.121,-55,9.397,0.216,-66,1,1,7,9,7,0,0,9
10.924,0.585,-67,6.086,0.125,-55,9.309,0.085,-65,1,1,7,9,7,0,0,9
10.543,0.878,-66,5.803,0.162,-56,9.553,0.122,-65,1,1,7,9,7,0,0,9
11.052,0.601,-66,5.92,0.123,-55,9.397,0.158,-66,1,1,7,9,7,0,0,9
9.635,1.237,-67,5.881,0.101,-55,9.338,0.288,-66,1,1,7,9,7,0,0,9
10.602,0.881,-66,5.998,0.11,-55,9.426,0.171,-66,1,1,7,9,7,0,0,9
10.045,1.093,-67,5.764,0.162,-56,9.426,0.21,-66,1,1,7,9,7,0,0,9
10.25,0.973,-61,5.881,0.205,-55,9.368,0.138,-65,1,1,7,9,7,0,0,9
11.246,0.478,-66,5.881,0.12,-56,9.514,0.097,-65,1,1,7,9,7,0,0,9
11.041,0.525,-67,6.076,0.074,-55,9.661,0.094,-65,1,1,7,9,7,0,0,9
9.723,1.245,-66,5.881,0.126,-55,9.397,0.148,-65,1,1,7,9,7,0,0,9
9.547,1.305,-67,5.998,0.091,-55,9.338,0.151,-66,1,1,7,9,7,0,0,9
9.898,1.096,-67,5.881,0.118,-55,9.661,0.111,-65,1,1,7,9,7,0,0,9
9.957,1.088,-67,5.842,0.139,-55,9.514,0.13,-65,1,1,7,9,7,0,0,9
10.982,0.602,-67,6.037,0.105,-55,9.485,0.087,-65,1,1,7,9,7,0,0,9
10.426,0.899,-66,5.998,0.094,-55,9.573,0.061,-65,1,1,7,9,7,0,0,9
10.894,0.672,-65,5.998,0.136,-55,9.358,0.138,-65,1,1,7,9,7,0,0,9
10.602,0.894,-66,5.92,0.102,-55,9.514,0.057,-65,1,1,7,9,7,0,0,9
10.133,1.014,-66,6.116,0.097,-55,9.436,0.126,-65,1,1,7,9,7,0,0,9
11.012,0.627,-67,6.086,0.068,-55,9.338,0.094,-65,1,1,7,9,7,0,0,9
9.957,1.057,-67,6.057,0.131,-55,9.426,0.061,-65,1,1,7,9,7,0,0,9
