AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3,True_range1,True_range2,True_range3
5.96816665388529,0.887,-60,3.4444673600322266,2.004,-60,5.340424902557383,0.505,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,0.196,-66,6.100467360032226,0.15,-60,5.487424902557383,0.61,-57,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.201,-57,5.983467360032227,1.019,-60,5.985424902557384,0.349,-57,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.92916665388529,1.39,-59,3.6784673600322266,1.178,-58,6.434424902557383,0.554,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.17116665388529,3.639,-56,3.4444673600322266,2.118,-58,6.629424902557384,0.176,-63,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.733166653885291,2.25,-55,3.873467360032226,1.936,-59,5.457424902557383,0.307,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.358166653885291,1.885,-61,5.944467360032226,0.231,-61,5.184424902557383,0.549,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.518,-61,6.100467360032226,0.079,-59,5.868424902557384,0.826,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.41916665388529,3.329,-58,3.7174673600322263,0.095,-58,6.424424902557384,0.358,-63,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.548,-58,6.061467360032227,0.625,-60,6.356424902557384,0.052,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.28816665388529,3.519,-58,3.639467360032226,1.878,-60,6.102424902557384,0.188,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.681,-63,5.944467360032226,0.833,-60,6.239424902557383,0.123,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.674,-63,5.983467360032227,0.757,-60,5.340424902557383,0.22,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.92916665388529,2.094,-58,5.866467360032226,0.616,-60,6.541424902557383,0.342,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.09416665388529,1.93,-61,5.905467360032226,0.819,-61,5.106424902557383,0.545,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.568,-63,5.787467360032227,0.631,-58,5.809424902557383,0.294,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.71,-58,5.983467360032227,0.768,-63,5.770424902557383,0.314,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.541,-63,5.495467360032227,0.286,-61,5.8974249025573835,0.203,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
7.11216665388529,1.554,-61,5.787467360032227,0.742,-62,5.965424902557383,0.164,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.879,-62,5.944467360032226,0.63,-60,6.1314249025573835,0.143,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.729,-60,5.748467360032226,0.822,-61,5.985424902557384,0.149,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.78,-61,5.944467360032226,0.624,-61,6.0144249025573835,0.164,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.69816665388529,3.359,-57,5.866467360032226,0.777,-60,5.985424902557384,0.147,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.949,-61,5.905467360032226,0.668,-62,6.043424902557383,0.163,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.92816665388529,1.899,-56,5.905467360032226,0.79,-61,6.2484249025573835,0.096,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.747,-61,5.866467360032226,0.784,-60,6.2484249025573835,0.105,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.785,-62,5.826467360032226,0.771,-60,6.1314249025573835,0.108,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.06516665388529,1.728,-62,6.061467360032227,0.739,-61,6.219424902557384,0.14,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.969,-61,5.787467360032227,0.702,-59,6.043424902557383,0.153,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.939,-61,5.983467360032227,0.714,-60,6.1314249025573835,0.14,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.738,-62,5.826467360032226,0.678,-59,6.073424902557383,0.186,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.863,-62,5.944467360032226,0.461,-60,5.985424902557384,0.188,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.925,-62,5.866467360032226,0.784,-60,6.0144249025573835,0.083,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.892,-62,6.022467360032227,0.819,-60,5.692424902557383,0.279,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.727,-63,5.905467360032226,0.787,-60,5.848424902557383,0.204,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.92916665388529,1.971,-62,5.787467360032227,0.785,-60,5.926424902557383,0.199,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.812,-62,5.983467360032227,0.767,-60,5.809424902557383,0.252,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.717,-62,5.787467360032227,0.818,-61,5.887424902557383,0.242,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.738,-62,5.826467360032226,0.916,-61,5.614424902557383,0.259,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.16316665388529,1.679,-62,5.905467360032226,0.751,-60,5.653424902557383,0.332,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.78,-62,5.826467360032226,0.755,-59,5.887424902557383,0.235,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.779,-62,5.787467360032227,0.689,-60,5.574424902557383,0.303,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.20216665388529,1.791,-58,5.866467360032226,0.413,-59,5.535424902557383,0.407,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.814,-62,6.022467360032227,0.686,-59,5.848424902557383,0.266,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.75,-63,5.748467360032226,0.8,-60,6.082424902557383,0.282,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.853,-63,5.983467360032227,0.529,-60,5.926424902557383,0.188,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.888,-62,5.944467360032226,0.504,-60,5.535424902557383,0.591,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.06516665388529,1.713,-62,5.944467360032226,0.517,-60,5.809424902557383,0.341,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.712,-61,5.905467360032226,0.618,-60,5.614424902557383,0.477,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.671,-62,5.905467360032226,0.231,-60,5.965424902557383,0.216,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.747,-61,5.983467360032227,0.637,-61,6.160424902557383,0.123,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.58,-56,5.983467360032227,0.711,-60,5.926424902557383,0.133,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.92916665388529,1.917,-61,5.787467360032227,0.727,-60,5.848424902557383,0.235,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.805,-58,5.866467360032226,0.448,-60,5.770424902557383,0.25,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,2.312,-63,5.866467360032226,0.803,-60,6.004424902557383,0.241,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.16316665388529,1.622,-62,5.983467360032227,0.794,-60,6.043424902557383,0.163,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.58116665388529,3.543,-57,5.905467360032226,0.754,-61,5.770424902557383,0.271,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.638,-63,5.905467360032226,0.721,-60,5.965424902557383,0.195,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
7.11216665388529,1.522,-60,5.826467360032226,0.756,-61,5.848424902557383,0.258,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.789,-63,5.944467360032226,0.739,-60,5.848424902557383,0.375,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.654,-62,5.826467360032226,0.723,-61,5.926424902557383,0.305,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.20216665388529,1.702,-63,5.866467360032226,0.645,-60,5.731424902557383,0.391,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.664,-63,5.905467360032226,0.651,-60,5.887424902557383,0.264,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.654,-62,5.826467360032226,0.702,-59,5.614424902557383,0.303,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.752,-62,5.787467360032227,0.664,-59,5.965424902557383,0.217,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.809,-63,5.905467360032226,0.675,-60,5.965424902557383,0.214,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.798,-63,5.944467360032226,0.679,-60,5.887424902557383,0.419,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.844,-63,5.826467360032226,0.74,-60,5.731424902557383,0.387,-62,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.963,-62,5.905467360032226,0.789,-60,5.731424902557383,0.381,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.57516665388529,3.252,-59,5.826467360032226,0.675,-60,5.887424902557383,0.159,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.799,-63,5.826467360032226,0.687,-60,5.887424902557383,0.308,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.787,-64,5.983467360032227,0.752,-60,5.926424902557383,0.225,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.66916665388529,3.413,-58,5.709467360032226,0.779,-60,5.848424902557383,0.233,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.38016665388529,3.133,-58,5.787467360032227,0.745,-60,5.731424902557383,0.297,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.919,-63,5.826467360032226,0.667,-61,5.965424902557383,0.212,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.18516665388529,3.042,-57,5.905467360032226,0.77,-60,5.809424902557383,0.353,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
5.96816665388529,1.994,-61,5.787467360032227,0.755,-60,5.575424902557383,0.411,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.933,-60,5.905467360032226,0.718,-60,5.692424902557383,0.282,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.772,-63,6.022467360032227,0.17,-59,5.653424902557383,0.41,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,1.783,-63,6.022467360032227,0.144,-60,5.887424902557383,0.264,-61,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.08516665388529,1.813,-63,5.866467360032226,0.45,-59,5.887424902557383,0.278,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.16316665388529,1.68,-63,5.905467360032226,0.152,-59,5.653424902557383,0.41,-59,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.007166653885291,1.785,-62,5.866467360032226,0.332,-59,5.535424902557383,0.508,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.124166653885291,1.86,-63,5.944467360032226,0.217,-59,5.770424902557383,0.362,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
6.04616665388529,2.01,-62,5.905467360032226,0.207,-59,5.614424902557383,0.438,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.692166653885291,3.418,-58,5.983467360032227,0.581,-59,5.574424902557383,0.441,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
9.92716665388529,3.522,-58,5.709467360032226,0.536,-59,5.428424902557383,0.508,-60,3,4,7,9,7,0,0,9,6.4031242374328485,5.656854249492381,5.830951894845301
