AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3,True_range1,True_range2,True_range3
6.619698561511967,0.693,-56,6.565878666666666,0.28,-59,6.735364237432849,1.301,-72,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.736698561511967,1.122,-56,4.876878666666666,0.851,-58,5.9543642374328485,0.086,-67,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.9156985615119675,1.254,-57,4.524878666666667,1.1,-59,5.641364237432849,0.174,-66,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.5646985615119675,0.602,-59,4.798878666666667,1.0,-55,5.9543642374328485,2.534,-68,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.945698561511968,0.68,-61,5.149878666666667,0.724,-60,10.671364237432847,0.211,-73,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
3.654698561511967,3.4,-54,5.852878666666666,0.41,-67,5.983364237432848,0.878,-70,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.003698561511968,0.727,-58,4.954878666666667,0.68,-61,8.493364237432848,0.994,-74,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.6046985615119675,1.008,-60,4.993878666666666,0.613,-58,6.628364237432849,2.432,-72,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.428698561511967,1.105,-56,4.680878666666667,1.082,-60,6.686364237432849,0.29,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.857698561511968,0.763,-59,4.837878666666667,0.955,-60,6.1883642374328485,0.252,-66,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.945698561511968,0.776,-58,5.110878666666666,0.858,-59,6.950364237432849,0.071,-70,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.7986985615119675,0.889,-59,5.149878666666667,0.823,-59,5.925364237432849,2.511,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.749698561511967,0.858,-58,4.837878666666667,1.017,-60,6.364364237432849,2.178,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.769698561511968,0.805,-58,4.876878666666666,0.96,-60,6.2763642374328485,1.989,-67,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.945698561511968,0.747,-60,4.876878666666666,0.997,-60,6.247364237432849,2.215,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.710698561511967,0.945,-58,4.798878666666667,0.956,-60,6.511364237432849,1.91,-74,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.945698561511968,0.785,-57,4.876878666666666,0.964,-60,6.3933642374328485,2.066,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.828698561511968,0.814,-58,4.798878666666667,0.981,-60,6.042364237432849,2.067,-68,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.062698561511968,0.526,-58,4.837878666666667,0.96,-60,5.925364237432849,2.104,-70,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.091698561511968,0.627,-59,4.915878666666667,0.951,-60,6.042364237432849,2.229,-71,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.003698561511968,0.708,-58,4.993878666666666,0.913,-60,6.217364237432849,2.023,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.033698561511968,0.673,-58,4.993878666666666,0.883,-60,6.130364237432849,2.003,-71,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
6.062698561511968,0.654,-58,4.954878666666667,0.891,-60,6.2763642374328485,1.967,-68,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.945698561511968,0.833,-57,4.954878666666667,0.874,-60,6.3933642374328485,2.064,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
5.974698561511968,0.682,-58,4.915878666666667,0.907,-60,6.5103642374328485,2.26,-69,4,4,7,9,7,0,0,9,5.830951894845301,5.0,6.4031242374328485
