AP1RTT,AP1STDEV,AP1RSS,AP2RTT,AP2STDEV,AP2RSS,AP3RTT,AP3STDEV,AP3RSS,x,y,x1,y1,x2,y2,x3,y3,True_range1,True_range2,True_range3
11.770082262210797,0.145,-59,6.115655846493592,0.15,-57,7.698438982231711,0.372,-63,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.283082262210797,0.407,-55,6.145655846493591,0.267,-56,7.659438982231712,0.425,-63,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.067082262210798,0.245,-61,6.428655846493592,0.63,-55,7.894438982231711,0.414,-63,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
10.130082262210797,0.864,-69,5.803655846493592,0.21,-56,8.40143898223171,1.739,-62,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.946082262210798,0.252,-64,6.194655846493592,0.105,-57,7.620438982231712,0.513,-65,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
12.180082262210798,0.286,-63,6.174655846493592,0.164,-56,7.503438982231711,0.405,-64,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
9.524082262210797,1.613,-55,5.725655846493591,0.25,-55,7.308438982231711,0.49,-65,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
10.169082262210798,0.812,-61,5.959655846493591,0.148,-55,7.464438982231711,0.514,-64,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
10.891082262210798,0.536,-66,6.350655846493591,0.118,-55,7.308438982231711,0.472,-62,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.790082262210797,0.751,-64,6.193655846493591,0.052,-56,7.737438982231711,0.508,-66,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
10.862082262210798,0.452,-66,6.115655846493592,0.105,-56,7.581438982231712,0.354,-68,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.214082262210798,0.447,-63,6.194655846493592,0.138,-55,7.620438982231712,0.315,-66,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.477082262210798,0.124,-61,6.154655846493592,0.176,-55,7.874438982231712,2.233,-66,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
11.360082262210797,0.415,-63,6.037655846493592,0.09,-56,8.109438982231712,0.247,-66,1,1,7,9,7,0,0,9,10.0,6.082762530298219,8.06225774829855
