AP1RTT,AP1STDEV,AP2RTT,AP2STDEV,AP3RTT,AP3STDEV,x,y,predicted_x,predicted_y
3.687,0.806,5.842,0.513,4.416,0.713,5,6,3.921934785714286,5.6408330555555555
3.844,1.048,5.842,0.509,4.387,0.751,5,6,3.8192452142857136,5.575146
3.609,0.855,5.764,0.555,4.504,0.709,5,6,4.018652499999999,5.622156388888889
3.727,0.781,5.842,0.53,4.534,0.71,5,6,3.976187642857143,5.6243574999999995
3.609,0.556,5.92,0.524,4.416,0.711,5,6,3.9625839285714286,5.723417722222222
4.717,1.119,5.803,0.538,4.416,0.749,5,6,3.303640500000001,5.134706666666667
3.648,1.019,5.92,0.504,4.475,0.748,5,6,3.9798372142857135,5.707694222222223
3.688,0.586,5.92,0.488,4.416,0.734,5,6,3.921408,5.691392
4.639,1.064,5.92,0.49,4.387,0.74,5,6,3.3375319999999995,5.251448833333333
3.687,1.089,5.881,0.512,4.504,0.705,5,6,3.9780033571428572,5.666232888888889
3.531,0.616,5.842,0.537,4.504,0.702,5,6,4.058432499999999,5.703389055555555
4.209,0.598,5.959,0.484,4.563,0.662,5,6,3.7218062857142855,5.488555555555555
3.648,0.58,5.725,0.536,4.563,0.699,5,6,4.0366475,5.581540055555555
3.609,0.596,5.881,0.455,4.504,0.697,5,6,4.0186525,5.697848888888889
3.648,0.619,5.842,0.505,4.446,0.735,5,6,3.961357999999999,5.656725555555555
3.922,0.499,5.92,0.452,4.504,0.666,5,6,3.850280857142857,5.592462
4.053,0.492,5.803,0.515,4.592,0.689,5,6,3.8328324999999994,5.458222222222221
3.972,0.58,5.881,0.503,4.446,0.722,5,6,3.785009428571429,5.5449653888888895
3.844,0.581,5.803,0.549,4.475,0.724,5,6,3.874949214285714,5.549915166666667
3.727,0.593,5.764,0.563,4.446,0.719,5,6,3.9197419285714283,5.574064833333334
3.766,0.898,5.842,0.515,4.446,0.725,5,6,3.898868571428571,5.608122666666667
3.688,0.583,5.92,0.447,4.446,0.766,5,6,3.9403979999999996,5.691392
3.766,0.546,5.881,0.484,4.416,0.731,5,6,3.879878571428572,5.633522500000001
3.805,0.517,5.803,0.532,4.446,0.751,5,6,3.877777928571428,5.566488
3.688,0.556,5.764,0.634,4.358,0.719,5,6,3.885058571428571,5.590130666666667
3.805,1.04,5.92,0.512,4.416,0.734,5,6,3.858787928571429,5.6426875
3.746,1.269,5.842,0.537,4.446,0.701,5,6,3.9095999999999997,5.616469333333333
3.805,0.752,5.881,0.52,4.446,0.723,5,6,3.8777779285714282,5.617118666666666
3.766,0.501,5.764,0.535,4.387,0.768,5,6,3.861643785714285,5.557830000000001
3.727,0.62,5.842,0.544,4.416,0.718,5,6,3.9007519285714287,5.6243574999999995
3.844,0.504,5.92,0.511,4.387,0.794,5,6,3.8192452142857136,5.626114666666665
3.492,0.693,5.959,0.441,4.475,0.73,5,6,4.059397214285714,5.795312055555556
3.688,0.567,5.881,0.535,4.358,0.789,5,6,3.8850585714285715,5.665823166666667
3.648,0.546,5.881,0.509,4.358,0.764,5,6,3.9060185714285702,5.682125388888889
3.766,0.6,5.881,0.531,4.475,0.713,5,6,3.917347785714286,5.633522500000001
4.011,0.424,5.92,0.5,4.446,0.714,5,6,3.7627710714285714,5.553237722222223
3.531,0.702,5.881,0.477,4.358,0.777,5,6,3.9660144999999996,5.728788888888889
3.688,1.103,5.842,0.568,4.504,0.699,5,6,3.9774765714285714,5.640423333333334
3.57,0.628,5.881,0.515,4.358,0.781,5,6,3.946233142857143,5.713403388888889
3.805,0.951,5.803,0.512,4.416,0.779,5,6,3.8587879285714286,5.566488
3.844,0.511,5.842,0.526,4.416,0.703,5,6,3.8374800000000002,5.575146
3.844,0.816,5.842,0.565,4.416,0.746,5,6,3.8374800000000002,5.575146
3.57,0.887,5.764,0.57,4.387,0.787,5,6,3.9643477857142853,5.637710888888889
3.687,0.485,5.842,0.479,4.416,0.731,5,6,3.921934785714286,5.6408330555555555
3.531,0.679,5.92,0.493,4.387,0.708,5,6,3.984129142857143,5.754357722222222
3.727,0.577,5.803,0.579,4.27,0.783,5,6,3.8101693571428568,5.599126666666667
3.727,0.538,5.803,0.495,4.416,0.756,5,6,3.9007519285714287,5.599126666666667
3.663,0.617,5.881,0.538,4.387,0.73,5,6,3.9162999999999997,5.676032888888889
3.57,0.701,5.881,0.497,4.387,0.804,5,6,3.9643477857142857,5.713403388888889
3.922,0.963,5.881,0.485,4.329,0.753,5,6,3.7398683571428575,5.5668931666666674
3.961,0.425,5.803,0.566,4.416,0.774,5,6,3.7722525000000005,5.499182666666667
3.805,0.56,5.725,0.576,4.387,0.756,5,6,3.840553142857142,5.516533333333332
3.648,0.644,5.803,0.55,4.358,0.756,5,6,3.9060185714285716,5.6314947222222225
3.883,0.467,5.842,0.476,4.475,0.667,5,6,3.8534240000000004,5.558404166666667
3.648,0.586,5.881,0.523,4.563,0.676,5,6,4.036647499999999,5.682125388888889
3.844,0.445,5.998,0.477,4.446,0.748,5,6,3.8564699999999994,5.677759333333333
3.687,0.602,5.92,0.464,4.475,0.713,5,6,3.959403999999999,5.691801722222222
3.766,0.573,5.842,0.538,4.475,0.708,5,6,3.9173477857142855,5.608122666666667
3.727,0.62,5.842,0.528,4.446,0.719,5,6,3.919741928571428,5.6243574999999995
3.702,0.572,5.725,0.6,4.475,0.73,5,6,3.9514872142857143,5.559490055555555
3.702,0.91,5.842,0.559,4.416,0.734,5,6,3.914018000000001,5.634675555555555
3.805,0.705,5.764,0.555,4.504,0.738,5,6,3.9148565,5.541426166666667
3.975,0.989,5.842,0.542,4.416,0.734,5,6,3.764316500000001,5.518241055555555
3.688,0.638,5.803,0.58,4.475,0.691,5,6,3.958877214285714,5.6151925
3.688,0.735,5.803,0.581,4.504,0.716,5,6,3.977476571428571,5.6151925
3.609,0.576,5.842,0.563,4.446,0.683,5,6,3.9815739285714282,5.672449055555556
3.541,0.657,5.842,0.531,4.475,0.691,5,6,4.034781714285715,5.699460166666666
3.531,0.694,5.803,0.553,4.475,0.692,5,6,4.039833142857143,5.678158222222222
3.727,0.851,5.842,0.542,4.504,0.727,5,6,3.9568204999999996,5.6243574999999995
3.687,0.987,5.881,0.493,4.475,0.68,5,6,3.959404,5.666232888888889
3.648,0.981,5.842,0.498,4.534,0.713,5,6,4.017803714285714,5.656725555555555
3.805,0.697,5.803,0.524,4.446,0.719,5,6,3.877777928571428,5.566488
3.805,0.769,5.803,0.584,4.475,0.738,5,6,3.8962571428571424,5.566488
3.805,0.928,5.842,0.508,4.446,0.68,5,6,3.877777928571428,5.591718833333333
3.687,0.926,5.842,0.523,4.416,0.752,5,6,3.921934785714286,5.6408330555555555
3.609,0.699,5.764,0.574,4.387,0.768,5,6,3.9443491428571416,5.622156388888889
3.531,0.631,5.842,0.541,4.446,0.745,5,6,4.021353928571427,5.703389055555555
3.844,0.569,5.881,0.527,4.387,0.75,5,6,3.819245214285714,5.600545833333333
3.609,1.11,5.881,0.542,4.475,0.759,5,6,4.000053142857143,5.697848888888889
3.805,0.557,5.881,0.501,4.475,0.744,5,6,3.896257142857143,5.617118666666666
3.766,0.6,5.881,0.52,4.592,0.653,5,6,3.9931219999999996,5.633522500000001
3.805,1.119,5.842,0.57,4.446,0.753,5,6,3.877777928571428,5.591718833333333
3.727,1.141,5.842,0.549,4.358,0.741,5,6,3.8644024999999997,5.6243574999999995
3.57,0.675,5.803,0.553,4.387,0.743,5,6,3.9643477857142853,5.662772722222222
3.766,1.134,5.764,0.599,4.446,0.737,5,6,3.8988685714285714,5.557830000000001
3.688,1.004,5.92,0.543,4.299,0.825,5,6,3.8485755,5.691392
3.727,0.504,5.842,0.593,4.358,0.756,5,6,3.8644024999999997,5.6243574999999995
3.545,0.685,5.803,0.546,4.387,0.735,5,6,3.9770531428571427,5.672654666666666
3.883,1.055,5.764,0.606,4.387,0.763,5,6,3.7977199999999995,5.508111499999999
3.766,0.534,5.881,0.54,4.358,0.784,5,6,3.8435291428571428,5.633522500000001
3.727,0.656,5.842,0.576,4.329,0.814,5,6,3.8464079999999994,5.6243574999999995
3.609,0.612,5.647,0.663,5.383,1.112,5,6,4.6394148571428575,5.547984888888889
3.648,0.654,5.92,0.509,4.446,0.784,5,6,3.9613579999999993,5.707694222222223
3.648,0.872,5.842,0.534,4.416,0.759,5,6,3.9423679999999997,5.656725555555555
3.688,0.653,5.764,0.557,4.446,0.737,5,6,3.9403979999999996,5.590130666666667
3.57,0.892,5.764,0.57,4.387,0.756,5,6,3.9643477857142853,5.637710888888889
3.688,0.59,5.881,0.515,4.504,0.719,5,6,3.977476571428572,5.665823166666667
3.766,0.6,5.803,0.546,4.446,0.737,5,6,3.898868571428571,5.582891833333334
3.609,0.549,5.803,0.535,4.358,0.735,5,6,3.9262344999999996,5.647218222222221
3.727,0.802,5.881,0.481,4.446,0.753,5,6,3.9197419285714283,5.6497573333333335
3.805,0.741,5.842,0.519,4.299,0.809,5,6,3.785955428571429,5.591718833333333
3.727,0.552,5.842,0.53,4.475,0.686,5,6,3.9382211428571425,5.6243574999999995
3.883,0.833,5.881,0.511,4.504,0.756,5,6,3.8720233571428575,5.583804000000001
3.766,0.632,5.881,0.509,4.387,0.794,5,6,3.8616437857142856,5.633522500000001
3.766,0.844,5.92,0.508,4.387,0.751,5,6,3.861643785714285,5.659091333333333
3.648,0.661,5.803,0.511,4.387,0.708,5,6,3.9241332142857144,5.6314947222222225
3.727,0.623,5.842,0.484,4.358,0.793,5,6,3.8644024999999997,5.6243574999999995
3.688,0.613,5.881,0.5,4.358,0.759,5,6,3.8850585714285715,5.665823166666667
3.57,0.628,5.764,0.53,4.329,0.782,5,6,3.9282386428571425,5.637710888888889
3.766,1.061,5.764,0.581,4.299,0.791,5,6,3.8070460714285717,5.557830000000001
3.609,0.623,5.881,0.495,4.358,0.777,5,6,3.9262345,5.697848888888889
3.805,1.035,5.881,0.503,4.416,0.766,5,6,3.858787928571429,5.617118666666666
3.766,0.549,5.881,0.526,4.446,0.727,5,6,3.8988685714285714,5.633522500000001
3.57,1.05,5.881,0.541,4.329,0.753,5,6,3.928238642857143,5.713403388888889
3.648,0.825,5.803,0.56,4.358,0.777,5,6,3.9060185714285716,5.6314947222222225
3.727,0.596,5.803,0.567,4.446,0.699,5,6,3.919741928571428,5.599126666666667
3.766,0.593,5.881,0.473,4.358,0.764,5,6,3.8435291428571428,5.633522500000001
3.541,0.639,5.686,0.606,4.358,0.759,5,6,3.9609630714285715,5.599550833333334
3.687,0.59,5.842,0.515,4.416,0.746,5,6,3.921934785714286,5.6408330555555555
3.688,0.904,5.764,0.57,4.387,0.751,5,6,3.903173214285714,5.590130666666667
3.727,0.811,5.764,0.548,4.387,0.748,5,6,3.8825171428571426,5.574064833333334
3.57,0.64,5.881,0.481,4.27,0.838,5,6,3.8920000000000003,5.713403388888889
3.687,0.507,5.803,0.532,4.416,0.737,5,6,3.921934785714286,5.615602222222222
3.687,0.641,5.764,0.56,4.475,0.735,5,6,3.9594039999999997,5.590540388888889
3.688,0.656,5.725,0.591,4.416,0.714,5,6,3.921407999999999,5.565237833333334
3.57,0.643,5.803,0.535,4.299,0.765,5,6,3.9097500714285713,5.662772722222222
3.922,1.006,5.686,0.543,4.387,0.711,5,6,3.775977499999999,5.441584
3.766,1.016,5.764,0.577,5.558,1.434,5,6,4.693471999999999,5.557830000000001
3.57,0.656,5.803,0.528,4.446,0.713,5,6,4.001572571428571,5.662772722222222
3.609,0.923,5.764,0.602,4.446,0.71,5,6,3.981573928571428,5.622156388888889
3.453,0.712,5.764,0.499,4.446,0.737,5,6,4.060264785714286,5.6833603888888895
3.688,1.271,5.764,0.552,4.416,0.734,5,6,3.9214080000000004,5.590130666666667
3.727,0.565,5.842,0.5,4.416,0.732,5,6,3.9007519285714287,5.6243574999999995
3.609,0.627,5.92,0.463,4.475,0.692,5,6,4.000053142857142,5.723417722222222
3.766,1.097,5.725,0.573,4.475,0.744,5,6,3.917347785714287,5.532937166666667
3.688,1.029,5.842,0.535,4.475,0.732,5,6,3.958877214285714,5.640423333333334
3.727,0.606,5.764,0.544,4.534,0.672,5,6,3.976187642857143,5.574064833333334
3.492,0.693,5.647,0.634,4.592,0.679,5,6,4.135171428571429,5.594141388888889
3.688,0.553,5.881,0.524,4.592,0.679,5,6,4.034651428571428,5.665823166666667
3.805,0.999,5.647,0.624,4.504,0.691,5,6,3.9148564999999995,5.467254666666667
3.805,0.533,5.881,0.541,4.504,0.694,5,6,3.9148565000000004,5.617118666666666
3.766,0.939,5.764,0.54,4.534,0.706,5,6,3.9553142857142856,5.557830000000001
3.844,0.912,5.764,0.577,4.504,0.628,5,6,3.893548571428571,5.524853333333334
3.609,0.598,5.842,0.504,4.504,0.706,5,6,4.0186525,5.672449055555556
3.609,0.635,5.842,0.498,4.416,0.722,5,6,3.962583928571429,5.672449055555556
3.57,0.662,5.764,0.557,4.387,0.762,5,6,3.9643477857142853,5.637710888888889
3.609,0.821,5.842,0.524,4.504,0.685,5,6,4.0186525,5.672449055555556
3.624,0.661,5.881,0.523,4.416,0.732,5,6,3.954834285714286,5.69182138888889
3.648,0.612,5.764,0.549,4.475,0.729,5,6,3.9798372142857144,5.6064328888888895
3.57,0.617,5.764,0.562,4.387,0.768,5,6,3.9643477857142853,5.637710888888889
3.805,0.913,5.842,0.475,4.358,0.738,5,6,3.8224384999999996,5.591718833333333
3.687,1.051,5.647,0.608,4.475,0.7,5,6,3.9594039999999997,5.5163688888888895
3.727,0.593,5.764,0.583,4.387,0.746,5,6,3.8825171428571426,5.574064833333334
3.648,1.001,5.842,0.548,4.387,0.745,5,6,3.9241332142857135,5.656725555555555
3.648,0.6,5.803,0.542,4.504,0.711,5,6,3.9984365714285715,5.6314947222222225
3.688,0.638,5.842,0.53,4.446,0.74,5,6,3.940397999999999,5.640423333333334
3.805,0.464,5.803,0.542,4.387,0.722,5,6,3.8405531428571424,5.566488
3.688,1.106,5.842,0.541,4.358,0.756,5,6,3.885058571428571,5.640423333333334
4.834,1.064,5.959,0.446,4.416,0.708,5,6,3.223821428571428,5.1745624999999995
3.512,0.691,5.803,0.511,4.387,0.808,5,6,3.9936874999999996,5.6855925
3.648,0.74,5.686,0.59,4.416,0.771,5,6,3.9423680000000005,5.556816222222222
3.512,0.631,5.764,0.556,4.446,0.74,5,6,4.030912285714286,5.660530666666667
3.609,0.651,5.842,0.574,4.416,0.734,5,6,3.962583928571429,5.672449055555556
3.531,0.694,5.686,0.663,4.387,0.78,5,6,3.984129142857142,5.603479722222223
3.933,0.572,5.764,0.614,4.387,0.787,5,6,3.769805714285715,5.48640038888889
3.766,0.991,5.842,0.577,4.329,0.837,5,6,3.8255346428571424,5.608122666666667
3.57,0.84,5.842,0.572,4.299,0.804,5,6,3.9097500714285713,5.6880035555555555
3.727,0.585,5.92,0.635,4.358,0.777,5,6,3.864402499999999,5.675326166666666
3.727,0.566,5.803,0.622,4.475,0.743,5,6,3.9382211428571425,5.599126666666667
3.883,0.497,5.686,0.606,4.475,0.721,5,6,3.8534239999999995,5.458494833333332
3.727,1.008,5.764,0.594,4.358,0.724,5,6,3.8644024999999997,5.574064833333334
3.414,0.734,5.725,0.595,4.504,0.73,5,6,4.116472857142857,5.673346055555555
3.531,0.676,5.647,0.666,4.329,0.774,5,6,3.94802,5.5789248888888885
3.609,0.607,5.842,0.531,4.387,0.768,5,6,3.9443491428571424,5.672449055555556
3.648,0.623,5.608,0.646,4.416,0.697,5,6,3.9423679999999997,5.507875555555555
3.648,0.587,5.725,0.647,4.387,0.727,5,6,3.924133214285714,5.581540055555555
3.727,0.885,5.842,0.573,4.446,0.726,5,6,3.919741928571428,5.6243574999999995
3.766,1.006,5.998,0.442,4.534,0.716,5,6,3.955314285714285,5.710736000000001
3.688,0.567,5.842,0.527,4.475,0.729,5,6,3.958877214285714,5.640423333333334
3.688,0.567,5.881,0.52,4.416,0.739,5,6,3.921408000000001,5.665823166666667
3.766,0.537,5.803,0.53,4.446,0.723,5,6,3.898868571428571,5.582891833333334
3.766,0.603,5.764,0.577,4.358,0.718,5,6,3.8435291428571423,5.557830000000001
3.766,1.11,5.881,0.534,4.358,0.741,5,6,3.8435291428571428,5.633522500000001
4.327,0.711,5.686,0.569,4.475,0.702,5,6,3.5930497142857134,5.2559815
3.57,0.668,5.725,0.583,4.329,0.814,5,6,3.9282386428571416,5.612818055555556
3.57,0.638,5.764,0.537,4.358,0.784,5,6,3.9462331428571424,5.637710888888889
3.688,0.574,5.647,0.615,4.329,0.758,5,6,3.8670640714285716,5.515959166666667
3.57,0.628,5.803,0.535,4.358,0.789,5,6,3.9462331428571424,5.662772722222222
3.688,0.545,5.803,0.515,4.416,0.729,5,6,3.9214080000000004,5.6151925
3.531,0.688,5.764,0.545,4.446,0.753,5,6,4.021353928571428,5.65309638888889
3.727,0.626,5.764,0.588,4.358,0.741,5,6,3.8644024999999997,5.574064833333334
3.855,0.547,5.793,0.591,4.299,0.807,5,6,3.758598285714285,5.538768
3.688,0.613,5.725,0.61,4.358,0.759,5,6,3.8850585714285706,5.565237833333334
3.57,0.641,5.803,0.572,4.387,0.773,5,6,3.9643477857142853,5.662772722222222
3.766,0.6,5.881,0.45,4.416,0.751,5,6,3.879878571428572,5.633522500000001
3.688,0.949,5.842,0.559,4.475,0.73,5,6,3.958877214285714,5.640423333333334
3.57,0.665,5.803,0.555,4.387,0.73,5,6,3.9643477857142853,5.662772722222222
3.492,0.681,5.725,0.52,4.358,0.777,5,6,3.9855785714285705,5.643420055555556
3.766,0.996,5.803,0.532,4.358,0.776,5,6,3.8435291428571423,5.582891833333334
3.648,1.206,5.803,0.511,4.358,0.779,5,6,3.9060185714285716,5.6314947222222225
4.028,0.531,5.764,0.573,4.446,0.753,5,6,3.7530094285714286,5.444384
3.648,0.631,5.764,0.545,4.387,0.768,5,6,3.9241332142857144,5.6064328888888895
3.766,0.562,5.686,0.572,4.504,0.73,5,6,3.9359471428571426,5.508213333333334
3.766,0.576,5.725,0.593,5.617,1.609,5,6,4.740566642857144,5.532937166666667
3.805,0.583,5.842,0.484,4.416,0.751,5,6,3.8587879285714286,5.591718833333333
3.648,0.631,5.764,0.613,4.416,0.776,5,6,3.9423680000000005,5.6064328888888895
3.687,0.596,5.881,0.497,4.387,0.708,5,6,3.9036999999999997,5.666232888888889
3.688,0.586,5.803,0.535,4.387,0.974,5,6,3.903173214285714,5.6151925
3.648,0.576,5.725,0.551,4.387,0.787,5,6,3.924133214285714,5.581540055555555
3.688,0.57,5.764,0.514,4.416,0.774,5,6,3.9214080000000004,5.590130666666667
3.922,1.064,5.881,0.551,4.358,0.761,5,6,3.7578628571428574,5.5668931666666674
3.805,0.583,5.842,0.489,4.504,0.67,5,6,3.9148565,5.591718833333333
3.609,1.474,5.959,0.492,4.475,0.748,5,6,4.000053142857142,5.749155555555555
3.727,1.177,5.842,0.531,4.416,0.734,5,6,3.9007519285714287,5.6243574999999995
3.609,0.67,5.842,0.541,4.446,0.682,5,6,3.9815739285714282,5.672449055555556
3.648,0.674,5.647,0.634,4.416,0.786,5,6,3.942367999999999,5.532261388888889
3.687,0.577,5.725,0.648,4.387,0.768,5,6,3.9036999999999997,5.565647555555556
3.727,0.579,5.881,0.527,4.475,0.772,5,6,3.938221142857143,5.6497573333333335
3.727,0.632,5.725,0.586,4.416,0.791,5,6,3.9007519285714287,5.549172
3.609,0.939,5.647,0.624,4.329,0.764,5,6,3.9082400000000006,5.547984888888889
3.844,1.049,5.803,0.596,4.387,0.727,5,6,3.8192452142857136,5.549915166666667
3.609,0.918,5.764,0.606,4.387,0.782,5,6,3.9443491428571416,5.622156388888889
3.844,0.562,5.686,0.599,4.446,0.75,5,6,3.85647,5.4752366666666665
4.053,0.818,5.725,0.6,4.387,0.776,5,6,3.701354285714285,5.408267555555556
3.648,0.664,5.803,0.576,4.387,0.797,5,6,3.9241332142857144,5.6314947222222225
3.688,0.583,5.842,0.581,4.416,0.791,5,6,3.9214080000000004,5.640423333333334
3.766,0.519,5.764,0.615,4.534,0.745,5,6,3.9553142857142856,5.557830000000001
3.766,0.546,5.803,0.56,4.416,0.756,5,6,3.8798785714285717,5.582891833333334
3.805,0.579,5.998,0.512,4.475,0.735,5,6,3.8962571428571424,5.694332166666666
3.687,0.613,5.803,0.589,4.358,0.744,5,6,3.8855853571428565,5.615602222222222
3.648,0.622,5.725,0.607,4.446,0.717,5,6,3.9613579999999997,5.581540055555555
3.883,1.086,5.803,0.598,4.358,0.761,5,6,3.7796053571428567,5.533173333333332
3.609,0.663,6.272,0.343,4.504,0.751,5,6,4.0186525,5.961839055555557
3.922,0.526,5.803,0.579,4.416,0.794,5,6,3.794212285714286,5.516262499999999
3.805,1.006,5.92,0.465,4.358,0.798,5,6,3.8224385000000005,5.6426875
3.688,0.583,5.725,0.598,4.475,0.708,5,6,3.9588772142857134,5.565237833333334
3.727,0.606,5.725,0.677,4.329,0.737,5,6,3.846408,5.549172
3.844,0.538,5.842,0.493,4.446,0.727,5,6,3.8564699999999994,5.575146
3.766,0.576,5.92,0.467,4.416,0.74,5,6,3.8798785714285713,5.659091333333333
3.727,0.599,5.998,0.446,4.358,0.744,5,6,3.8644024999999997,5.726970833333334
3.897,0.493,5.998,0.425,4.446,0.753,5,6,3.827164785714286,5.65496638888889
3.687,0.489,6.311,0.264,4.387,0.743,5,6,3.9036999999999993,5.957486222222222
3.687,1.146,5.686,0.623,4.416,0.722,5,6,3.921934785714286,5.540923722222222
3.648,1.101,6.233,0.38,4.358,0.772,5,6,3.906018571428571,5.919021388888889
3.727,0.559,6.877,0.162,4.621,0.631,5,6,4.033079428571429,6.355700000000001
3.57,0.587,6.965,0.953,4.475,0.738,5,6,4.020051785714285,6.487018055555555
4.444,0.668,6.624,0.127,4.416,0.734,5,6,3.482280000000001,5.840457777777778
3.805,1.092,6.467,0.253,4.446,0.745,5,6,3.877777928571429,6.019114666666667
3.531,1.729,6.663,0.289,4.27,0.823,5,6,3.9117813571428552,6.273756
3.414,0.6,6.848,1.939,4.592,0.673,5,6,4.173647714285714,6.457761555555556
3.492,1.186,5.373,0.806,4.621,0.637,5,6,4.1542555,5.4263925
3.375,0.828,6.155,0.549,4.475,0.68,5,6,4.116785714285715,5.971855555555556
3.414,0.41,5.53,0.726,4.416,0.694,5,6,4.060404285714286,5.551416888888888
5.108,0.979,6.663,0.434,5.735,0.683,5,7,3.9856115,5.516883611111111
4.039,0.682,6.311,0.598,5.823,0.675,5,7,4.756700571428572,5.8064
4.117,0.706,6.545,0.54,5.706,0.621,5,7,4.6149105000000015,5.938185333333333
4.0,0.779,6.663,0.473,5.735,0.625,5,7,4.706444642857143,6.077531611111111
4.195,0.626,7.131,0.207,5.881,0.646,5,7,4.713438285714285,6.347396444444444
4.039,0.756,6.35,0.599,5.793,0.614,5,7,4.731809142857142,5.833832166666666
4.0,0.777,6.584,0.51,5.881,0.607,5,7,4.827582928571428,6.019391999999999
4.117,0.659,6.78,0.387,5.823,0.656,5,7,4.711259999999999,6.112150611111112
4.0,0.847,6.585,0.476,5.852,0.638,5,7,4.803278857142857,6.020123611111111
4.0,0.794,7.014,0.278,5.764,0.622,5,7,4.730264,6.344233111111111
4.039,0.682,6.467,0.597,5.764,0.664,5,7,4.707869642857143,5.917142666666667
3.961,0.845,6.936,0.295,5.793,0.685,5,7,4.7763805714285725,6.3010319444444445
4.195,0.678,6.819,0.37,5.764,0.661,5,7,4.616119357142858,6.105596444444443
4.156,0.628,7.288,0.195,5.793,0.657,5,7,4.6633223571428575,6.491256000000001
4.078,0.655,6.467,0.553,5.793,0.634,5,7,4.7091975,5.899555833333333
4.078,0.751,6.506,0.559,5.793,0.631,5,7,4.7091975,5.927664
4.078,0.809,6.741,0.425,5.911,0.549,5,7,4.807845499999999,6.100610944444443
4.156,0.669,6.975,0.349,5.823,0.599,5,7,4.688213785714286,6.2432382777777775
4.0,0.757,6.78,0.399,5.764,0.623,5,7,4.730263999999999,6.1649111111111115
3.883,0.95,6.428,0.549,5.881,0.587,5,7,4.893462285714286,5.957860833333333
4.0,0.673,6.624,0.424,5.764,0.623,5,7,4.730264,6.0487431111111105
4.402,0.616,6.35,0.6,5.735,0.596,5,7,4.465187214285715,5.663605333333334
4.039,0.682,6.819,0.397,5.793,0.65,5,7,4.731809142857143,6.176957777777778
4.078,0.795,6.975,0.303,5.823,0.638,5,7,4.7340889285714285,6.278918944444444
3.844,0.871,6.389,0.539,5.793,0.634,5,7,4.841608071428572,5.9468325
3.961,0.768,7.483,0.137,5.764,0.661,5,7,4.752441071428572,6.739209333333334
4.195,0.653,6.584,0.481,5.793,0.628,5,7,4.640058857142857,5.930612833333333
4.156,0.675,6.428,0.57,5.823,0.62,5,7,4.688213785714287,5.835936000000001
4.078,0.668,6.858,0.414,5.852,0.635,5,7,4.758272857142856,6.189004444444444
4.117,0.616,6.506,0.54,5.852,0.616,5,7,4.735443928571429,5.909908166666667
4.039,0.686,6.233,0.723,5.764,0.68,5,7,4.707869642857142,5.752042666666667
4.156,0.674,6.467,0.571,5.823,0.631,5,7,4.688213785714288,5.863875166666667
4.078,0.824,6.741,0.425,5.793,0.594,5,7,4.7091975,6.100610944444443
4.0,0.878,6.663,0.473,5.764,0.681,5,7,4.730263999999999,6.077531611111111
4.117,0.627,6.623,0.419,5.823,0.602,5,7,4.71126,5.9952466666666675
3.961,0.811,6.741,0.394,5.881,0.662,5,7,4.849760000000001,6.152864444444444
4.156,0.583,6.467,0.583,5.764,0.661,5,7,4.639382857142858,5.863875166666667
4.156,0.653,6.623,0.494,5.823,0.637,5,7,4.688213785714288,5.977321833333334
3.961,0.814,6.545,0.496,5.764,0.622,5,7,4.752441071428572,6.008194666666666
4.156,0.669,6.741,0.428,5.823,0.617,5,7,4.688213785714286,6.064930277777778
4.117,0.658,6.624,0.447,5.852,0.603,5,7,4.735443928571429,5.995982611111111
4.039,0.743,6.819,0.345,5.793,0.612,5,7,4.731809142857143,6.176957777777778
4.195,0.595,6.428,0.568,5.793,0.673,5,7,4.640058857142857,5.817842166666667
4.0,0.732,6.467,0.549,5.793,0.668,5,7,4.754203500000001,5.9345605
4.117,0.674,6.623,0.455,5.852,0.561,5,7,4.73544392857143,5.9952466666666675
4.039,0.753,6.428,0.516,5.793,0.594,5,7,4.731809142857142,5.8892035
4.117,0.674,6.467,0.499,5.793,0.634,5,7,4.686368571428571,5.8818
4.195,0.626,6.155,0.668,5.793,0.654,5,7,4.640058857142857,5.627
3.922,0.827,6.272,0.612,5.764,0.64,5,7,4.774400857142858,5.830883333333334
4.675,0.722,6.272,0.62,5.793,0.644,5,7,4.335944571428571,5.471242166666667
4.039,0.682,6.35,0.557,5.881,0.586,5,7,4.805188571428571,5.833832166666666
4.636,0.619,6.428,0.523,5.764,0.623,5,7,4.337942857142857,5.601482666666666
4.039,0.812,6.233,0.587,5.764,0.664,5,7,4.707869642857142,5.752042666666667
3.961,0.809,6.428,0.553,5.793,0.651,5,7,4.776380571428571,5.923870166666667
4.117,0.654,6.35,0.568,5.852,0.6,5,7,4.735443928571429,5.7984895000000005
3.922,0.869,6.428,0.513,5.852,0.6,5,7,4.847415714285715,5.94095
4.195,0.664,6.35,0.567,5.823,0.587,5,7,4.664950285714286,5.762470833333333
4.156,0.704,6.545,0.481,5.823,0.64,5,7,4.688213785714288,5.9202604999999995
4.0,0.735,6.194,0.657,5.823,0.641,5,7,4.779094928571428,5.742535333333333
4.156,0.709,6.702,0.4,5.823,0.614,5,7,4.688213785714286,6.035803777777779
4.039,0.798,6.545,0.452,5.706,0.694,5,7,4.660351071428573,5.973528
3.961,0.809,6.35,0.589,5.852,0.635,5,7,4.825455928571429,5.868498833333334
4.078,0.725,6.702,0.426,5.881,0.629,5,7,4.782576928571429,6.071484444444444
