predicted_x,predicted_y,x,y
1.3333333333333333,2.1666666666666665,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.6666666666666667,2.5,1.0,2.5
1.6666666666666667,2.5,1.0,2.5
1.0,2.5,1.0,2.5
2.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.5,2.3333333333333335,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.5,2.5,1.0,2.5
1.3333333333333333,2.1666666666666665,1.0,2.5
1.0,2.5,1.0,2.5
1.3333333333333333,2.5,1.0,2.5
1.3333333333333333,2.1666666666666665,1.0,2.5
1.5,2.0,1.0,2.5
1.0,2.5,1.0,2.5
2.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.8333333333333333,2.5,1.0,2.5
2.1666666666666665,3.1666666666666665,1.0,2.5
1.0,2.5,1.0,2.5
1.8333333333333333,3.1666666666666665,1.0,2.5
1.5,2.5,1.0,2.5
1.3333333333333333,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.6666666666666667,2.3333333333333335,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.1666666666666667,2.3333333333333335,1.0,2.5
1.0,2.5,1.0,2.5
1.5,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.5,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.8333333333333333,2.5,1.0,2.5
1.5,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.8333333333333333,2.5,1.0,2.5
1.8333333333333333,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.3333333333333333,2.5,1.0,2.5
1.5,2.5,1.0,2.5
1.5,2.5,1.0,2.5
1.8333333333333333,3.1666666666666665,1.0,2.5
1.0,2.5,1.0,2.5
1.3333333333333333,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.5,2.0,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
2.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.1666666666666667,2.3333333333333335,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.3333333333333333,2.5,1.0,2.5
1.3333333333333333,2.5,1.0,2.5
1.0,2.5,1.0,2.5
1.0,2.5,1.0,2.5
