AP1RTT,AP1STDEV,AP2RTT,AP2STDEV,AP3RTT,AP3STDEV,x,y,True_range1,True_range2,True_range3,predicted_x,predicted_y
9.668149350649353,1.209,6.055632660168349,0.163,8.02687787816868,0.14,1,1,10.0,6.082762530298219,8.06225774829855,1.425546900326587,1.3443097249131155
9.727149350649352,1.174,6.055632660168349,0.162,8.05587787816868,0.15,1,1,10.0,6.082762530298219,8.06225774829855,1.3771238498663851,1.2807362458366371
9.580149350649352,1.205,6.055632660168349,0.14,8.114877878168679,0.125,1,1,10.0,6.082762530298219,8.06225774829855,1.6479986712031567,1.4384125185639103
9.697149350649353,1.191,6.01663266016835,0.126,7.97787787816868,0.165,1,1,10.0,6.082762530298219,8.06225774829855,1.3294164221552889,1.2869535021447394
9.815149350649351,1.128,6.055632660168349,0.186,8.08487787816868,0.145,1,1,10.0,6.082762530298219,8.06225774829855,1.287720966382065,1.185196118852511
9.668149350649353,1.145,5.977632660168349,0.162,8.05587787816868,0.147,1,1,10.0,6.082762530298219,8.06225774829855,1.4588611801075717,1.2921655751916572
9.746149350649352,1.162,6.094632660168349,0.166,8.13387787816868,0.115,1,1,10.0,6.082762530298219,8.06225774829855,1.440895869414216,1.286506672068219
9.785149350649352,1.22,6.01663266016835,0.175,8.01687787816868,0.13,1,1,10.0,6.082762530298219,8.06225774829855,1.2515130784969228,1.1917067084939466
9.551149350649352,1.228,6.055632660168349,0.153,8.09487787816868,0.099,1,1,10.0,6.082762530298219,8.06225774829855,1.664470996003937,1.4692351664715584
10.020149350649351,1.073,6.172632660168349,0.139,8.05587787816868,0.115,1,1,10.0,6.082762530298219,8.06225774829855,0.9638410984749203,1.0387778304476873
9.697149350649353,1.236,6.094632660168349,0.12,8.08487787816868,0.116,1,1,10.0,6.082762530298219,8.06225774829855,1.4521817697215806,1.339435651866198
9.756149350649352,1.173,6.172632660168349,0.176,8.01687787816868,0.06,1,1,10.0,6.082762530298219,8.06225774829855,1.2919914829496137,1.3288302114000676
9.668149350649353,1.222,6.055632660168349,0.195,8.05587787816868,0.154,1,1,10.0,6.082762530298219,8.06225774829855,1.4588611801075717,1.3443097249131155
9.668149350649353,1.183,6.172632660168349,0.124,8.05587787816868,0.15,1,1,10.0,6.082762530298219,8.06225774829855,1.4588611801075713,1.4237934494953046
9.668149350649353,1.264,6.055632660168349,0.211,8.09487787816868,0.144,1,1,10.0,6.082762530298219,8.06225774829855,1.503852571143082,1.3443097249131155
9.697149350649353,1.215,6.172632660168349,0.139,8.05587787816868,0.133,1,1,10.0,6.082762530298219,8.06225774829855,1.4187473470834528,1.3925938015876569
9.727149350649352,1.166,5.9386326601683495,0.194,8.02687787816868,0.097,1,1,10.0,6.082762530298219,8.06225774829855,1.3438095700854003,1.2027735212544495
9.668149350649353,1.531,6.211632660168349,0.086,8.01687787816868,0.153,1,1,10.0,6.082762530298219,8.06225774829855,1.4140870747863468,1.4506260243560343
10.693149350649351,1.244,6.251632660168349,0.165,8.172877878168679,0.074,1,1,10.0,6.082762530298219,8.06225774829855,0.1037492697261655,0.3188593267994967
9.815149350649351,1.139,6.13363266016835,0.215,8.08487787816868,0.085,1,1,10.0,6.082762530298219,8.06225774829855,1.287720966382065,1.238016268573971
10.06014935064935,1.092,6.211632660168349,0.17,7.97787787816868,0.128,1,1,10.0,6.082762530298219,8.06225774829855,0.8171378915430471,1.0209875193055322
9.668149350649353,1.222,6.172632660168349,0.137,8.02687787816868,0.074,1,1,10.0,6.082762530298219,8.06225774829855,1.425546900326588,1.4237934494953046
9.727149350649352,1.167,6.094632660168349,0.158,8.172877878168679,0.126,1,1,10.0,6.082762530298219,8.06225774829855,1.512749880115775,1.3070618206973674
9.902149350649353,1.106,6.055632660168349,0.174,8.02687787816868,0.074,1,1,10.0,6.082762530298219,8.06225774829855,1.0984433363191661,1.0898958417962323
10.440149350649351,1.204,6.055632660168349,0.199,8.05587787816868,0.097,1,1,10.0,6.082762530298219,8.06225774829855,0.35003213743596007,0.4818871361685287
9.815149350649351,1.191,6.172632660168349,0.1,8.08487787816868,0.112,1,1,10.0,6.082762530298219,8.06225774829855,1.2877209663820643,1.2646798434347004
9.756149350649352,1.181,6.094632660168349,0.198,8.08487787816868,0.111,1,1,10.0,6.082762530298219,8.06225774829855,1.3702000109089656,1.2756720616786086
9.697149350649353,1.204,6.13363266016835,0.177,8.13387787816868,0.127,1,1,10.0,6.082762530298219,8.06225774829855,1.50894741486876,1.365930226726928
9.697149350649353,1.178,6.055632660168349,0.173,8.02687787816868,0.143,1,1,10.0,6.082762530298219,8.06225774829855,1.3854330673024688,1.3131100770054678
9.668149350649353,1.21,6.01663266016835,0.168,8.13387787816868,0.128,1,1,10.0,6.082762530298219,8.06225774829855,1.549061247892878,1.3181531500523869
9.756149350649352,1.22,6.13363266016835,0.168,8.13387787816868,0.143,1,1,10.0,6.082762530298219,8.06225774829855,1.4269656560561452,1.3021666365393385
9.873149350649353,1.034,6.055632660168349,0.174,8.05587787816868,0.149,1,1,10.0,6.082762530298219,8.06225774829855,1.172720734838555,1.121756045259436
10.34214935064935,0.955,6.094632660168349,0.197,8.114877878168679,0.146,1,1,10.0,6.082762530298219,8.06225774829855,0.5636564133181869,0.6213607817363306
9.785149350649352,1.105,5.9386326601683495,0.228,8.114877878168679,0.098,1,1,10.0,6.082762530298219,8.06225774829855,1.3644353687912825,1.1399005587724873
9.697149350649353,1.234,6.01663266016835,0.204,8.09487787816868,0.122,1,1,10.0,6.082762530298219,8.06225774829855,1.463738738118963,1.2869535021447394
9.785149350649352,1.105,5.89963266016835,0.217,8.08487787816868,0.113,1,1,10.0,6.082762530298219,8.06225774829855,1.3297216064562751,1.1142509839117583
10.049149350649351,1.045,6.13363266016835,0.187,8.05587787816868,0.16,1,1,10.0,6.082762530298219,8.06225774829855,0.9222689797365169,0.9797803854570886
9.990149350649352,1.021,5.9386326601683495,0.213,8.172877878168679,0.095,1,1,10.0,6.082762530298219,8.06225774829855,1.1423463402270926,0.9146818791188073
9.785149350649352,1.142,6.01663266016835,0.126,8.11387787816868,0.105,1,1,10.0,6.082762530298219,8.06225774829855,1.3632761719515456,1.1917067084939466
9.785149350649352,1.168,6.055632660168349,0.129,8.13387787816868,0.096,1,1,10.0,6.082762530298219,8.06225774829855,1.3864872516034552,1.217863283354675
9.785149350649352,1.23,6.13363266016835,0.206,8.01687787816868,0.056,1,1,10.0,6.082762530298219,8.06225774829855,1.2515130784969235,1.270683433076135
9.815149350649351,1.156,5.977632660168349,0.199,8.08487787816868,0.117,1,1,10.0,6.082762530298219,8.06225774829855,1.287720966382065,1.1330519691310525
10.020149350649351,1.072,6.094632660168349,0.123,8.13387787816868,0.153,1,1,10.0,6.082762530298219,8.06225774829855,1.0540411662602278,0.9856196807262284
