predicted_x,predicted_y,x,y,x_error,y_error
1.9994755534952597,2.368258037658023,1.0,2.5,0.9994755534952597,-0.1317419623419771
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
1.5615278127569092,2.4778894240504745,1.0,2.5,0.5615278127569092,-0.02211057594952548
1.0502176399765324,2.4553447925601994,1.0,2.5,0.05021763997653239,-0.04465520743980056
1.0502176399765324,2.4553447925601994,1.0,2.5,0.05021763997653239,-0.04465520743980056
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
2.0698366141280053,2.4318947518141547,1.0,2.5,1.0698366141280053,-0.06810524818584529
2.045200373084962,2.7257486090445577,1.0,2.5,1.045200373084962,0.22574860904455774
1.0297129790443906,2.4758494534923416,1.0,2.5,0.02971297904439063,-0.024150546507658355
1.7938144220257772,2.4688905879954914,1.0,2.5,0.7938144220257772,-0.031109412004508563
1.643052144865118,2.4754012578313853,1.0,2.5,0.6430521448651181,-0.024598742168614685
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
2.134434278397849,2.1750603491459244,1.0,2.5,1.134434278397849,-0.3249396508540756
1.6796531904541228,2.426631036295741,1.0,2.5,0.6796531904541228,-0.07336896370425894
1.0297129790443906,2.4758494534923416,1.0,2.5,0.02971297904439063,-0.024150546507658355
1.0318396218161947,2.4737228107205373,1.0,2.5,0.03183962181619471,-0.026277189279462654
1.5676377997816013,2.4819183385583887,1.0,2.5,0.5676377997816013,-0.018081661441611274
1.558249298510495,2.4895070928085503,1.0,2.5,0.558249298510495,-0.010492907191449685
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.0297129790443906,2.4758494534923416,1.0,2.5,0.02971297904439063,-0.024150546507658355
1.0318396218161947,2.4737228107205373,1.0,2.5,0.03183962181619471,-0.026277189279462654
1.6648450020079752,2.4712917340218614,1.0,2.5,0.6648450020079752,-0.02870826597813858
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.0318396218161947,2.4737228107205373,1.0,2.5,0.03183962181619471,-0.026277189279462654
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
1.6648450020079752,2.4712917340218614,1.0,2.5,0.6648450020079752,-0.02870826597813858
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
1.6665180902601993,2.4283569574334267,1.0,2.5,0.6665180902601993,-0.07164304256657328
1.5936287953496104,2.4887745500605813,1.0,2.5,0.5936287953496104,-0.011225449939418652
1.6026756490770786,2.4775078243101634,1.0,2.5,0.6026756490770786,-0.022492175689836635
2.021954572557316,2.2528357265632404,1.0,2.5,1.0219545725573158,-0.24716427343675962
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.6854824273291387,2.475846817243269,1.0,2.5,0.6854824273291387,-0.024153182756731173
1.9875637212556845,2.2562982042548483,1.0,2.5,0.9875637212556845,-0.24370179574515172
1.9893160502034974,2.3632925610215088,1.0,2.5,0.9893160502034974,-0.13670743897849125
1.559485360268284,2.488699984645123,1.0,2.5,0.5594853602682841,-0.011300015354876791
1.5691761990952902,2.489254656161377,1.0,2.5,0.5691761990952902,-0.010745343838622912
1.5463502600743604,2.490425905782809,1.0,2.5,0.5463502600743604,-0.009574094217191131
1.6051937076303122,2.486483321990406,1.0,2.5,0.6051937076303122,-0.013516678009593885
1.8827691552020787,2.8474172845340338,1.0,2.5,0.8827691552020787,0.34741728453403375
1.643052144865118,2.4754012578313853,1.0,2.5,0.6430521448651181,-0.024598742168614685
2.5963197031013503,3.4107743349526367,1.0,2.5,1.5963197031013503,0.9107743349526367
1.6612569114481175,2.4788664909888976,1.0,2.5,0.6612569114481175,-0.021133509011102447
1.3132893183342211,2.4840057267858886,1.0,2.5,0.31328931833422113,-0.0159942732141114
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
1.6665180902601993,2.4283569574334267,1.0,2.5,0.6665180902601993,-0.07164304256657328
1.650330010863322,2.4791189276360712,1.0,2.5,0.6503300108633221,-0.020881072363928777
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.0297129790443906,2.4758494534923416,1.0,2.5,0.02971297904439063,-0.024150546507658355
1.0318396218161947,2.4737228107205373,1.0,2.5,0.03183962181619471,-0.026277189279462654
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.0502176399765324,2.4553447925601994,1.0,2.5,0.05021763997653239,-0.04465520743980056
1.0502176399765324,2.4553447925601994,1.0,2.5,0.05021763997653239,-0.04465520743980056
1.0502176399765324,2.4553447925601994,1.0,2.5,0.05021763997653239,-0.04465520743980056
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
1.6648450020079752,2.4712917340218614,1.0,2.5,0.6648450020079752,-0.02870826597813858
1.015792517281385,2.4897699152553465,1.0,2.5,0.015792517281385088,-0.010230084744653478
1.0136658745095815,2.491896558027151,1.0,2.5,0.013665874509581455,-0.008103441972849179
1.0219036283924963,2.4897699152553465,1.0,2.5,0.021903628392496266,-0.010230084744653478
